epoch,batch,global_step,loss,lr
1,0,1,773.47705078125,0.0002000421626578994
2,0,2,105.35189056396484,0.0014164641689870788
3,0,3,98.13219451904297,0.0038204746847581286
4,0,4,101.46656799316406,0.004999967854182923
5,0,5,100.33938598632812,0.004746893492793325
6,0,6,106.41980743408203,0.004048796299438348
7,0,7,94.38530731201172,0.0030439429848621666
8,0,8,88.364990234375,0.0019313570717337516
9,0,9,93.32257843017578,0.0009313998451189585
10,0,10,95.46900177001953,0.00024212509741942766
