epoch,batch,global_step,loss,lr
1,0,1,4.367473602294922,0.00020000065662354165
1,50,2,8.375085830688477,0.0002017076753620733
1,100,3,9.519057273864746,0.00020669510193741664
1,150,4,11.25302505493164,0.0002149561144984321
2,0,5,8.252680778503418,0.000220774421292343
2,50,6,8.125965118408203,0.0002340530850332258
2,100,7,8.32058334350586,0.0002505679142413451
2,150,8,11.089028358459473,0.0002702963197708354
3,0,9,8.180156707763672,0.000282276540925247
3,50,10,8.932086944580078,0.00030689954119671094
3,100,11,9.412967681884766,0.00033465906683598657
3,150,12,10.393000602722168,0.00036551714809079667
