epoch,train_loss,train_pearson,train_spearman,val_pearson,val_spearman,val_kendall,val_pairwise_accuracy,val_mse,val_mae,val_ndcg@10,val_precision@10,val_recall@10,val_ndcg@50,val_precision@50,val_recall@50,val_ndcg@100,val_precision@100,val_recall@100,val_loss
1,0.6336752553444124,0.40643373,0.3834871439178554,0.4851587414741516,0.45803669186036083,0.3187869874998239,0.6594430744591109,0.4911828935146332,0.5492309331893921,0.3627554678508202,1.0,0.0017692852087756545,0.42203497796742323,0.98,0.008669497523000707,0.46322535700351036,0.93,0.016454352441613588,0.6118868200675301
2,0.5914599100748698,0.53120416,0.4946896107153639,0.594955325126648,0.5519533697598785,0.3898695334944377,0.6949954134189884,0.8108006119728088,0.6969471573829651,0.4140148631568562,1.0,0.0017692852087756545,0.4927331320597767,0.96,0.008492569002123142,0.550341560408436,0.97,0.01716206652512385,0.572568978952325
3,0.5662211482807741,0.58724535,0.5450041184261353,0.6294126510620117,0.5878937673558998,0.4182983030388633,0.7092142211823106,1.617981195449829,1.0849519968032837,0.4667742132603543,1.0,0.0017692852087756545,0.5213855543174619,0.96,0.008492569002123142,0.5697845580256895,0.98,0.017338995046001414,0.5542163771131764
4,0.5467289699672979,0.6234581,0.5797741397316859,0.6578989028930664,0.615816208432343,0.4414740277840436,0.720805677280022,7.131563663482666,2.533560276031494,0.5049164533585838,1.0,0.0017692852087756545,0.5380393656588837,1.0,0.008846426043878274,0.5614723096132223,0.98,0.017338995046001414,0.5415451759877412
5,0.5283357243416673,0.6675514,0.6289338800459201,0.6773029565811157,0.6421455131619839,0.46298478295397977,0.7315643917593891,7.994803428649902,2.6325905323028564,0.4418184061662277,1.0,0.0017692852087756545,0.5272899415911312,1.0,0.008846426043878274,0.5447914095568385,0.99,0.01751592356687898,0.5272528140441232
6,0.5139734714718188,0.6897327,0.6534518466843414,0.70225989818573,0.6619790910856819,0.479408381814479,0.7397787340773967,14.134716033935547,3.5510025024414062,0.5369220715482224,1.0,0.0017692852087756545,0.56294118092861,1.0,0.008846426043878274,0.5833359617973403,0.99,0.01751592356687898,0.5197335442771083
7,0.5005545929326849,0.70818824,0.6715971089528469,0.7090778350830078,0.6704720700683003,0.48730702114526775,0.7437292947308274,7.047947883605957,2.388728618621826,0.4882528156368503,1.0,0.0017692852087756545,0.5500965002920735,1.0,0.008846426043878274,0.5763455303716658,0.99,0.01751592356687898,0.5115339198838109
8,0.4909327890576616,0.72223353,0.6883684943342335,0.7225560545921326,0.6856207029459865,0.5011036763237227,0.7506297785283278,5.655317306518555,2.1361098289489746,0.5284825527853495,1.0,0.0017692852087756545,0.5894703793081262,1.0,0.008846426043878274,0.6053256496695216,0.98,0.017338995046001414,0.505328146011933
9,0.4826494298749051,0.73456717,0.7024761565441574,0.7283148765563965,0.6884505969998677,0.5030650916865873,0.7516107839850995,6.2158522605896,2.1320672035217285,0.5500869176428572,1.0,0.0017692852087756545,0.572449693606226,1.0,0.008846426043878274,0.6025592523465195,0.99,0.01751592356687898,0.5052387895791427
10,0.4734128285936043,0.7425513,0.7111075680306567,0.7275911569595337,0.6765918497721454,0.49264660701217156,0.7463999257022867,11.613948822021484,3.02510929107666,0.5662967453084937,1.0,0.0017692852087756545,0.5888514434963071,1.0,0.008846426043878274,0.6234742851731938,1.0,0.017692852087756547,0.5216610794482024
11,0.46543992525440153,0.75231564,0.7210692001868123,0.7344473004341125,0.6903226583265699,0.5052487235639196,0.7527029617837011,5.433435916900635,1.9191526174545288,0.5074029757167404,1.0,0.0017692852087756545,0.5663893597755739,0.98,0.008669497523000707,0.6076014114465388,0.99,0.01751592356687898,0.5039197945076487
12,0.45818475478113035,0.76431376,0.7354840550923959,0.7499493360519409,0.7040191181573623,0.5173708744636132,0.7587659108661674,7.344054698944092,2.209428071975708,0.5907359494292791,1.0,0.0017692852087756545,0.6045355081724978,1.0,0.008846426043878274,0.6451092942902799,1.0,0.017692852087756547,0.50670485911162
13,0.451132443159987,0.7739235,0.7463495644728666,0.7349462509155273,0.6954707349088938,0.511420330351948,0.7557897278382659,2.63201904296875,1.34087073802948,0.5516338969565651,1.0,0.0017692852087756545,0.5848365008263373,1.0,0.008846426043878274,0.6259738236100127,1.0,0.017692852087756547,0.49641174725864246
14,0.4426950010876198,0.7813802,0.7559195849727768,0.7467058897018433,0.7037321616666262,0.5190951601202578,0.7596283343250787,3.668588399887085,1.5747507810592651,0.5184349349997717,1.0,0.0017692852087756545,0.5712574479798476,1.0,0.008846426043878274,0.600094513297507,0.99,0.01751592356687898,0.4876392354135928
15,0.4324312784240744,0.79325736,0.7697670517960623,0.7511064410209656,0.7059433619722112,0.5202210195988897,0.7601914367532446,4.787278175354004,1.688332438468933,0.5743656863183012,1.0,0.0017692852087756545,0.6190011722869031,1.0,0.008846426043878274,0.6464723051107932,1.0,0.017692852087756547,0.49498922669369244
