model,element,n_all,spearman_all,pearson_all,n_hc,spearman_hc,pearson_hc,n_lc,spearman_lc,pearson_lc
QS1_quantile,PKLR,1025,0.3345341349110426,0.5834407592258047,180,0.6233509553410783,0.7219808959412379,845,0.15938308890619704,0.19405782219375842
QS2_quantile,GP1BB,869,0.24003943844381562,0.33308412460275116,143,0.47040715656118837,0.5189419840077631,726,0.10416846390094245,0.14918262020653786
QS2_quantile,HBB,432,0.39153391951670846,0.48357295964823277,64,0.5685382773220763,0.6894733543693916,368,0.31282032960960143,0.3428877698780495
QS2_quantile,HBG1,633,0.3704826422254059,0.5932570773888163,125,0.6612525426894422,0.6959285233392778,508,0.22592387800769811,0.1877399753746741
QS2_quantile,PKLR,1025,0.31093646445146783,0.6030393018463088,180,0.639916002491271,0.7379208654930963,845,0.12761562876815727,0.15264266629969026
QS3_quantile,GP1BB,869,0.2199321237446668,0.3494404381454146,143,0.4883115579513659,0.41220370123550426,726,0.08185392220136085,0.20359430506979215
QS3_quantile,HBB,432,0.35166650487510176,0.4884492064192021,64,0.5653531247466956,0.6211921470307673,368,0.25910664846364023,0.3369813523428817
QS3_quantile,HBG1,633,0.34256895321490144,0.5656807372697901,125,0.6956762314071981,0.6638057742794323,508,0.18163287209937928,0.16191091147389047
QS3_quantile,PKLR,1025,0.26945488717960253,0.542031821100222,180,0.7236867834801862,0.7666556419255525,845,0.04900962350883895,0.09735165038648466
QS4_quantile_noise,GP1BB,869,0.402923490429234,0.47851975368414607,143,0.5558224799745077,0.4914266630749324,726,0.21857972282185853,0.30353006917057374
QS4_quantile_noise,HBB,432,0.3153543507008856,0.4471059005475343,64,0.5594182001637923,0.6381821622616333,368,0.21413878631600294,0.28626612702318976
QS4_quantile_noise,HBG1,633,0.3435604874013588,0.5039051687112753,125,0.6838493298741586,0.6147252393256226,508,0.15736127374105977,0.09538410511921128
QS4_quantile_noise,PKLR,1025,0.27164572491193484,0.4454716309367727,180,0.5487753188478944,0.6079639365016483,845,0.1477761354056854,0.16008239150952638
QS5_quantile_noise,GP1BB,869,0.2767798077101038,0.3726579149829079,143,0.6043515349117082,0.49795080996436425,726,0.11689340791239712,0.17895697549766207
QS5_quantile_noise,HBB,432,0.19510542505094322,0.3304589744878549,64,0.4772687614390474,0.592890823147088,368,0.1124073676855463,0.18420369711832063
QS5_quantile_noise,HBG1,633,0.38228858874862204,0.5504617573946785,125,0.6276615612503179,0.6649867113766016,508,0.24009573026778205,0.2151292656076735
QS5_quantile_noise,PKLR,1025,0.35016976122640797,0.48968219207130304,180,0.6348137621920286,0.6173329209338526,845,0.18555715227026007,0.23529694083112268
QS6_quantile_noise,GP1BB,869,0.3379110817926676,0.5114531908174628,143,0.6130697716271454,0.5067214936001615,726,0.1465823550330614,0.26335497456929385
QS6_quantile_noise,HBB,432,0.39801741380067485,0.48390903794805995,64,0.6302248293575053,0.6044754655210658,368,0.2798218759116047,0.3421766290220414
QS6_quantile_noise,HBG1,633,0.4136758479750533,0.5921986276440652,125,0.6920043303076965,0.6854736968186947,508,0.233062364037961,0.2085801145489614
QS6_quantile_noise,PKLR,1025,0.3431106645181033,0.5152967109418722,180,0.6624959108613411,0.6916597865702722,845,0.14796360806324077,0.17557006934839292
RS1_bilstm_rs,GP1BB,869,0.3542500691264257,0.4973300202914921,143,0.5878775975023828,0.5004985460430971,726,0.19770667553143953,0.2756961146583073
RS1_bilstm_rs,HBB,432,0.3442476821876461,0.44365914751897667,64,0.6258710236789276,0.6375350962010209,368,0.24341768592382967,0.28536368014592317
RS1_bilstm_rs,HBG1,633,0.38949631720994543,0.6293985721034218,125,0.7543068128963979,0.7591410051697084,508,0.2190823004730211,0.20936123039768223
RS1_bilstm_rs,PKLR,1025,0.29925283236048705,0.5973877362864832,180,0.6755061606261974,0.7170042682108344,845,0.0931154281679214,0.17719887671109222
RS2_bilstm_rs,GP1BB,869,0.296458308083456,0.3824707477704321,143,0.5656366532262074,0.49639392944730104,726,0.13995337476103906,0.18625233629297702
RS2_bilstm_rs,HBB,432,0.4190920460692831,0.506740525626173,64,0.6937674774980123,0.7148041123314111,368,0.300778520201022,0.3352017672938403
RS2_bilstm_rs,HBG1,633,0.3803856738571123,0.6084509785070679,125,0.653988631225658,0.6797801181551616,508,0.23397131151103198,0.21047504824847665
RS2_bilstm_rs,PKLR,1025,0.2975778873781623,0.5348181875669767,180,0.638069154066762,0.6820788445778175,845,0.11424643825424141,0.17281294104253972
RS3_bilstm_rs,GP1BB,869,0.2825403776084629,0.4294963411508282,143,0.6477333822965744,0.5630760243381215,726,0.11061452619183577,0.17745452381669252
RS3_bilstm_rs,HBB,432,0.45305132405664306,0.517007846994728,64,0.6376950433112757,0.7250454204592297,368,0.3419192507937103,0.35511714068422146
RS3_bilstm_rs,HBG1,633,0.37977256076453414,0.5127401785147347,125,0.5832976214389315,0.6212692998514961,508,0.22947386889909885,0.2568482962907688
RS3_bilstm_rs,PKLR,1025,0.3536462325552301,0.649430180581261,180,0.6967505763750904,0.7616807623527724,845,0.1690482000428808,0.22357251138933962
RS7_bilstm_rs_k2,GP1BB,869,0.2431464882428679,0.346490796348899,143,0.5041205451027343,0.38230274978113254,726,0.11261041586326453,0.17378745034225304
RS7_bilstm_rs_k2,HBB,432,0.4198138488927989,0.5152137612065154,64,0.6257564498452808,0.6716831030232442,368,0.32399188190108696,0.3715675487249329
RS7_bilstm_rs_k2,HBG1,633,0.3630216287080855,0.46335365635003933,125,0.628875285881534,0.6211579755090569,508,0.2080192655864558,0.20325762449580692
RS7_bilstm_rs_k2,PKLR,1025,0.3626708257558925,0.6124404677039881,180,0.7384944951935759,0.7680088979926314,845,0.15730849692380106,0.1951818648347853
RS8_bilstm_rs_k05,GP1BB,869,0.2794479625205996,0.3906180270688218,143,0.5755883316238427,0.4997403106684966,726,0.13560705650056346,0.16851018264280168
RS8_bilstm_rs_k05,HBB,432,0.3359799687530293,0.4538593581565336,64,0.579560280118897,0.6879694932832072,368,0.23865596761439367,0.3022222946006704
RS8_bilstm_rs_k05,HBG1,633,0.40735081970841264,0.6038366330333571,125,0.7231463534402911,0.7128842997553808,508,0.22366535895029666,0.21243593273287895
RS8_bilstm_rs_k05,PKLR,1025,0.35044064322833995,0.5554686423662986,180,0.6954757879639669,0.6950679377356572,845,0.15578431805982582,0.21466433429876758
