model,GP1BB_sp_all,GP1BB_pe_all,GP1BB_sp_hc,GP1BB_pe_hc,GP1BB_sp_lc,GP1BB_pe_lc,GP1BB_n_all,GP1BB_n_hc,GP1BB_n_lc,HBB_sp_all,HBB_pe_all,HBB_sp_hc,HBB_pe_hc,HBB_sp_lc,HBB_pe_lc,HBB_n_all,HBB_n_hc,HBB_n_lc,HBG1_sp_all,HBG1_pe_all,HBG1_sp_hc,HBG1_pe_hc,HBG1_sp_lc,HBG1_pe_lc,HBG1_n_all,HBG1_n_hc,HBG1_n_lc,PKLR_sp_all,PKLR_pe_all,PKLR_sp_hc,PKLR_pe_hc,PKLR_sp_lc,PKLR_pe_lc,PKLR_n_all,PKLR_n_hc,PKLR_n_lc,mean_sp_all,mean_pe_all,mean_sp_hc,mean_pe_hc,mean_sp_lc,mean_pe_lc
NG6_adaptive_ng,0.2638397229032835,0.36077963736971763,0.6125997913522314,0.5006478649193797,0.10316942858661352,0.1518351911088768,869,143,726,0.4218753237128432,0.43349914767675224,0.6284603923193448,0.581912843882929,0.32887623611102146,0.3297503345556326,432,64,368,0.3055041060671506,0.4534001439115757,0.49973191239955866,0.4798386528484093,0.1862416111797722,0.20947455471382687,633,125,508,0.3861777155848778,0.5370760572085305,0.6488600990674589,0.6449019893303005,0.21076950447314746,0.2555799878074488,1025,180,845,0.3443492170670388,0.44618874654164403,0.5974130487846485,0.5518253377452547,0.20726419508763866,0.23666001704644624
NG7_noise_gated_mse,0.25344173316345525,0.43097954672693145,0.6135582227425583,0.48718529506996533,0.08314899435971744,0.16440606105702407,869,143,726,0.40687061020632087,0.5139011557679327,0.6588224582357429,0.7090007334265696,0.26998341681748345,0.34461944002541717,432,64,368,0.3597191038957496,0.6002069149564453,0.6703293592985872,0.6805972289149246,0.20555796970145995,0.22824213796423637,633,125,508,0.35724132829140676,0.5976756014075635,0.6933058696757832,0.7351187542476352,0.17426802405343358,0.2072126367999485,1025,180,845,0.3443181938892331,0.5356908047147182,0.659003977488168,0.6529755029147737,0.1832396012330236,0.23612006896165655
NG8_ng_alpha05,0.3138478664533014,0.4729817977871402,0.6840922056606716,0.5224840534762388,0.11531009572542432,0.1868675508275171,869,143,726,0.4199240364305817,0.4877527828490265,0.6526583859855458,0.6626368041780115,0.28964804732217897,0.3487358497969626,432,64,368,0.4426844044359867,0.626720120124919,0.7094082197031593,0.7341930932838622,0.2979618912167304,0.2506741753187767,633,125,508,0.3252404372079055,0.4861258583807723,0.649365281561294,0.6952493952140789,0.15328763659568898,0.17053408334108733,1025,180,845,0.37542418613194384,0.5183951397854645,0.6738810232276677,0.6536408365380478,0.21405191771500567,0.2392029148210859
NG9_ng_alpha01,0.2998895624688158,0.45065755336180996,0.607922564074811,0.4851548135204467,0.12470333729813164,0.22456480122041786,869,143,726,0.35940338240134645,0.4563090729273704,0.586297221537328,0.6687834830415376,0.27226663707499704,0.3191622321939229,432,64,368,0.38721687000819416,0.6074987297078285,0.7397605536453171,0.7365239729074038,0.2111546376133962,0.1883007090516244,633,125,508,0.2775815255447167,0.5208591156227541,0.6176509329055462,0.6511487724524573,0.11569903556394716,0.16585755801274354,1025,180,845,0.3310228351057683,0.5088311179049407,0.6379078180407506,0.6354027604804613,0.180955911887618,0.2244713251196772
QC1_curriculum,0.25503697156321714,0.4082131937005514,0.6142806378376228,0.52344816902273,0.05109924733541326,0.1387362509676572,869,143,726,0.40458898366382817,0.4719344245971133,0.6472963305708763,0.743334066463264,0.28941434039981434,0.3129296514017101,432,64,368,0.4160316237700457,0.5986610373781075,0.7040555404434672,0.6419009634572995,0.2139943373096514,0.2104450046816791,633,125,508,0.35076399211080406,0.4802496638503076,0.6580367236346992,0.6382500731731047,0.17255974423495948,0.2015375293043951,1025,180,845,0.3566053927769738,0.48976457988151995,0.6559173081216664,0.6367333180290995,0.18176691731995961,0.21591210908886038
QC2_curriculum,0.3711723960481751,0.5020046341585063,0.6441315683993069,0.5341231100268283,0.17438141641783536,0.28279412941763765,869,143,726,0.35625023199582373,0.45065154891599385,0.40307074676938953,0.6263035609861555,0.28471345817068455,0.34648167836207777,432,64,368,0.3509464499894291,0.5587828375709221,0.6703078502544897,0.6690970931335517,0.1346310398187002,0.1422392263440121,633,125,508,0.22064063770248243,0.3133073770012912,0.37706883072944414,0.41278597113143983,0.15931804765665972,0.17783379904574473,1025,180,845,0.3247524289339776,0.4561865994116784,0.5236447490381576,0.5605774338194938,0.18826099051596995,0.23733720829236804
QC3_curriculum,0.28623444396669273,0.4373265107350941,0.6090349191359615,0.5468921747750338,0.11515300404356947,0.21785128261897668,869,143,726,0.4001914585917512,0.4966386187118816,0.7556602624340055,0.7672455882843596,0.24185775245078886,0.2534365230863671,432,64,368,0.3685763675508087,0.5304873957353213,0.6393901357246261,0.6359737332901115,0.20639077857342697,0.20741906458272547,633,125,508,0.23346601725887942,0.46839021352650034,0.5991279177598993,0.6391619755937296,0.07709112593032183,0.1323267021380032,1025,180,845,0.32211707184203303,0.48321068467719935,0.6508033087636231,0.6473183679858087,0.16012316524952677,0.2027583931065181
QS1_quantile,0.3429001737440071,0.46465622528407463,0.6691964989561888,0.5847012123851268,0.15693995626918883,0.23609218636262444,869,143,726,0.3265870767653651,0.39566123792713304,0.5870534088393968,0.6626752876099347,0.2593816757336188,0.26782915286786835,432,64,368,0.3235748650263196,0.4745973277830984,0.6257226745609575,0.5746740224781018,0.1291942492339167,0.12846952372801188,633,125,508,0.3345341349110426,0.5834407592258047,0.6233509553410783,0.7219808959412379,0.15938308890619704,0.19405782219375842,1025,180,845,0.3318990626116836,0.4795888875550277,0.6263308844244053,0.6360078546036003,0.17622474253573034,0.20661217128806578
QS2_quantile,0.24003943844381562,0.33308412460275116,0.47040715656118837,0.5189419840077631,0.10416846390094245,0.14918262020653786,869,143,726,0.39153391951670846,0.48357295964823277,0.5685382773220763,0.6894733543693916,0.31282032960960143,0.3428877698780495,432,64,368,0.3704826422254059,0.5932570773888163,0.6612525426894422,0.6959285233392778,0.22592387800769811,0.1877399753746741,633,125,508,0.31093646445146783,0.6030393018463088,0.639916002491271,0.7379208654930963,0.12761562876815727,0.15264266629969026,1025,180,845,0.32824811615934946,0.5032383658715273,0.5850284947659945,0.6605661818023822,0.1926320750715998,0.20811325793973792
QS3_quantile,0.2199321237446668,0.3494404381454146,0.4883115579513659,0.41220370123550426,0.08185392220136085,0.20359430506979215,869,143,726,0.35166650487510176,0.4884492064192021,0.5653531247466956,0.6211921470307673,0.25910664846364023,0.3369813523428817,432,64,368,0.34256895321490144,0.5656807372697901,0.6956762314071981,0.6638057742794323,0.18163287209937928,0.16191091147389047,633,125,508,0.26945488717960253,0.542031821100222,0.7236867834801862,0.7666556419255525,0.04900962350883895,0.09735165038648466,1025,180,845,0.2959056172535681,0.4864005507336572,0.6182569243963615,0.6159643161178141,0.14290076656830483,0.19995955481826225
QS4_quantile_noise,0.402923490429234,0.47851975368414607,0.5558224799745077,0.4914266630749324,0.21857972282185853,0.30353006917057374,869,143,726,0.3153543507008856,0.4471059005475343,0.5594182001637923,0.6381821622616333,0.21413878631600294,0.28626612702318976,432,64,368,0.3435604874013588,0.5039051687112753,0.6838493298741586,0.6147252393256226,0.15736127374105977,0.09538410511921128,633,125,508,0.27164572491193484,0.4454716309367727,0.5487753188478944,0.6079639365016483,0.1477761354056854,0.16008239150952638,1025,180,845,0.3333710133608533,0.46875061346993213,0.5869663322150882,0.5880745002909591,0.18446397957115168,0.21131567320562528
QS5_quantile_noise,0.2767798077101038,0.3726579149829079,0.6043515349117082,0.49795080996436425,0.11689340791239712,0.17895697549766207,869,143,726,0.19510542505094322,0.3304589744878549,0.4772687614390474,0.592890823147088,0.1124073676855463,0.18420369711832063,432,64,368,0.38228858874862204,0.5504617573946785,0.6276615612503179,0.6649867113766016,0.24009573026778205,0.2151292656076735,633,125,508,0.35016976122640797,0.48968219207130304,0.6348137621920286,0.6173329209338526,0.18555715227026007,0.23529694083112268,1025,180,845,0.3010858956840192,0.4358152097341861,0.5860239049482755,0.5932903163554766,0.16373841453399637,0.20339671976369472
QS6_quantile_noise,0.3379110817926676,0.5114531908174628,0.6130697716271454,0.5067214936001615,0.1465823550330614,0.26335497456929385,869,143,726,0.39801741380067485,0.48390903794805995,0.6302248293575053,0.6044754655210658,0.2798218759116047,0.3421766290220414,432,64,368,0.4136758479750533,0.5921986276440652,0.6920043303076965,0.6854736968186947,0.233062364037961,0.2085801145489614,633,125,508,0.3431106645181033,0.5152967109418722,0.6624959108613411,0.6916597865702722,0.14796360806324077,0.17557006934839292,1025,180,845,0.37317875202162476,0.5257143918378651,0.6494487105384221,0.6220826106275485,0.20185755076146694,0.24742044687217238
RS1_bilstm_rs,0.3542500691264257,0.4973300202914921,0.5878775975023828,0.5004985460430971,0.19770667553143953,0.2756961146583073,869,143,726,0.3442476821876461,0.44365914751897667,0.6258710236789276,0.6375350962010209,0.24341768592382967,0.28536368014592317,432,64,368,0.38949631720994543,0.6293985721034218,0.7543068128963979,0.7591410051697084,0.2190823004730211,0.20936123039768223,633,125,508,0.29925283236048705,0.5973877362864832,0.6755061606261974,0.7170042682108344,0.0931154281679214,0.17719887671109222,1025,180,845,0.3468117252211261,0.5419438690500934,0.6608903986759764,0.6535447289061651,0.18833052252405294,0.2369049754782512
RS2_bilstm_rs,0.296458308083456,0.3824707477704321,0.5656366532262074,0.49639392944730104,0.13995337476103906,0.18625233629297702,869,143,726,0.4190920460692831,0.506740525626173,0.6937674774980123,0.7148041123314111,0.300778520201022,0.3352017672938403,432,64,368,0.3803856738571123,0.6084509785070679,0.653988631225658,0.6797801181551616,0.23397131151103198,0.21047504824847665,633,125,508,0.2975778873781623,0.5348181875669767,0.638069154066762,0.6820788445778175,0.11424643825424141,0.17281294104253972,1025,180,845,0.3483784788470034,0.5081201098676624,0.6378654790041599,0.6432642511279228,0.19723741118183363,0.22618552321945842
RS3_bilstm_rs,0.2825403776084629,0.4294963411508282,0.6477333822965744,0.5630760243381215,0.11061452619183577,0.17745452381669252,869,143,726,0.45305132405664306,0.517007846994728,0.6376950433112757,0.7250454204592297,0.3419192507937103,0.35511714068422146,432,64,368,0.37977256076453414,0.5127401785147347,0.5832976214389315,0.6212692998514961,0.22947386889909885,0.2568482962907688,633,125,508,0.3536462325552301,0.649430180581261,0.6967505763750904,0.7616807623527724,0.1690482000428808,0.22357251138933962,1025,180,845,0.36725262374621753,0.5271686368103881,0.641369155855468,0.6677678767504049,0.21276396148188143,0.2532481180452556
RS7_bilstm_rs_k2,0.2431464882428679,0.346490796348899,0.5041205451027343,0.38230274978113254,0.11261041586326453,0.17378745034225304,869,143,726,0.4198138488927989,0.5152137612065154,0.6257564498452808,0.6716831030232442,0.32399188190108696,0.3715675487249329,432,64,368,0.3630216287080855,0.46335365635003933,0.628875285881534,0.6211579755090569,0.2080192655864558,0.20325762449580692,633,125,508,0.3626708257558925,0.6124404677039881,0.7384944951935759,0.7680088979926314,0.15730849692380106,0.1951818648347853,1025,180,845,0.34716319789991124,0.48437467040236043,0.6243116940057811,0.6107881815765163,0.2004825150686521,0.23594862209944453
RS8_bilstm_rs_k05,0.2794479625205996,0.3906180270688218,0.5755883316238427,0.4997403106684966,0.13560705650056346,0.16851018264280168,869,143,726,0.3359799687530293,0.4538593581565336,0.579560280118897,0.6879694932832072,0.23865596761439367,0.3022222946006704,432,64,368,0.40735081970841264,0.6038366330333571,0.7231463534402911,0.7128842997553808,0.22366535895029666,0.21243593273287895,633,125,508,0.35044064322833995,0.5554686423662986,0.6954757879639669,0.6950679377356572,0.15578431805982582,0.21466433429876758,1025,180,845,0.3433048485525954,0.5009456651562528,0.6434426882867494,0.6489155103606854,0.1884281752812699,0.22445818606877965
