epoch,train_loss,train_pearson,train_spearman,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,0.21539173826659466,0.30742319318049843,0.29082689013373225,0.24640968247600223,0.4640216558835346,0.42813219401696473,-0.04902397465461589,0.12645055571798436
2,0.1795356180203163,0.48285240196655405,0.4267855572051962,0.2024238744507665,0.5515733839936503,0.4947088025903285,-0.04799276497422391,0.13564961777708284
3,0.16035367245391263,0.5612480412103905,0.49084907523326243,0.26480082519676373,0.6113342861065495,0.5465503840471061,-0.014027965890801936,0.17540621741290785
4,0.1483915061768839,0.6040431114278612,0.5286177496115491,0.15923553122126538,0.6481727588045143,0.5901242804313893,-0.012623881063436197,0.17264907001161145
5,0.1442429510466123,0.6207795537307702,0.5451903626089643,0.203913943923038,0.6679407036833465,0.6112104903472384,-0.019473673502158863,0.15156623709561434
6,0.13501875885462356,0.6522876712257212,0.5805747623135988,0.1540522277355194,0.6789071516510149,0.6187269051254033,-0.003188145752837386,0.16740176078185176
7,0.12587248365589454,0.6819012668145551,0.6100776953200219,0.14108381647130716,0.7046971450020417,0.6431887548571539,0.0018001879394625793,0.17461601333069587
8,0.1191430815869132,0.7014308754019374,0.6270966925198139,0.16261049651581308,0.6565304009391332,0.5891925979751846,-0.03626640571199836,0.13331805552422316
9,0.11358749487642515,0.7177555449768671,0.6478346293055273,0.14349362902019336,0.7058068891886785,0.6526308957736672,-0.025441840576194155,0.1441505626502012
10,0.1097211932479325,0.7298537706527194,0.6590309516978979,0.2720650764911071,0.6863585927912988,0.6384847267422449,-0.034804659595029694,0.15366269124118748
11,0.10394136498203385,0.7464429776747413,0.6745476150925097,0.16869667885096176,0.6924132826686166,0.6267927086916384,-0.0325288040272772,0.16303510798503007
12,0.09943170449828025,0.759020964526333,0.6881165051851559,0.13196529642395352,0.7294955790544113,0.6706389087304135,-0.010213610643017275,0.16385997614095027
13,0.09414398388168906,0.7717681367204404,0.7011448079741478,0.12275939369979112,0.7483267012590762,0.6922509856636562,0.010745081698686335,0.16740382373844964
14,0.09109271347185986,0.7834922939285168,0.7115908348104634,0.1222585805732271,0.7488455839283261,0.6963566470484309,0.013624405517998752,0.17112160812143362
15,0.08803271287578647,0.7916765308324112,0.7196812777355813,0.16037923875062363,0.7292485148876693,0.6734753219315351,0.008356903236271253,0.1593569882377346
16,0.08249794527635736,0.8063768127391997,0.7349474579824904,0.160479460073554,0.7481929159398083,0.6891783952211432,0.019217406285371497,0.16944992065543507
17,0.0810379268506826,0.8100273417220858,0.7408706328982594,0.13646965279527332,0.7520446591269341,0.6947125953940032,0.01404604699821178,0.1817061278058566
18,1.0595357517822315,0.2924031759121689,0.643143950127645,397930.902173913,0.03981541895733987,-0.003740573240670336,-0.012476023966691983,0.012367235188982152
19,0.23107286681563166,0.1740609651566035,0.18150999751211871,0.2800221281207126,0.29467110394986307,0.2846595957203661,-0.05449579663429647,-0.0001679083782206714
20,0.205856148216684,0.3576626886702295,0.32926439033571203,0.33601566760436347,0.4715604672593028,0.4268296952590732,-0.05249828489705473,0.0945623627002819
21,0.17833681951808392,0.49236141481622236,0.4266794419021239,0.23377113497775534,0.4361317877947659,0.4312793964174619,-0.07277941160865282,0.11619329269514961
22,0.16268343962518508,0.5570090074329561,0.4771319818976014,0.18138523658980493,0.614386733591449,0.5540652128357996,-0.0464417015090975,0.14347682662234312
23,0.15433068741849587,0.5875688522193167,0.5088487232626593,0.20907682698705923,0.5876782707747555,0.5069616627476088,-0.03877755063036492,0.14922525586515484
24,0.1485019688215633,0.6082033535285879,0.5266308726153415,0.2082845432602841,0.615091618580051,0.5679246523724287,-0.06660748234915861,0.14488177271819602
25,0.1403932100382902,0.6317428976979578,0.5483982580936336,0.6053896028062572,0.5747758644117855,0.5243825561318539,-0.06816894969455681,0.1135325942905634
26,0.13961660015886113,0.6342547225972218,0.5559704740845626,0.26763867489669635,0.5007552744188885,0.38234873151356574,-0.08591508736744956,0.1497243585095671
27,0.13700183725121332,0.6461622553509097,0.5671729954683618,0.27913785175136896,0.6426840603421552,0.5748165697253385,0.04334031813735746,0.15177494818147763
28,0.1351165480617076,0.6535429766304511,0.5744584871078462,0.2535454423531242,0.6332019235811184,0.5890150898983411,-0.03486297483485198,0.15575475088631674
29,0.13205171666913113,0.6607046210779858,0.5851533896594215,0.5741822058739869,0.6688217027605269,0.6121683720266149,0.004088855641191644,0.16487279241896735
30,0.1303989194375647,0.66776669190156,0.5924287347768837,0.1545045097237048,0.6753173392289024,0.6108955506672259,0.006076982858904031,0.1686077931962141
31,0.12807847340564943,0.6765327144352411,0.6010986730475488,0.5894636848698491,0.5184788622676779,0.4858553976114414,-0.08722129599345349,0.09211598726345138
32,0.12645972423297538,0.6780006296387671,0.6032785342670849,2.3022866352744726,0.6612534938665589,0.6062506623291524,-0.12456297715883241,0.1599888906512994
33,0.12324553664963124,0.6883303900489486,0.6133500205697006,0.2089024095431618,0.6933995980184811,0.6387980882675673,-0.0188047150751614,0.17131788075181686
34,0.12353751101231171,0.6902690740533624,0.6130646358279094,0.3694785755613576,0.6719033583512445,0.5982873793370163,0.002109667368386863,0.1794201026475784
35,0.1221207513310815,0.69130920262073,0.6171878522010492,0.7278693422027256,0.6886428581281869,0.6233961445314935,-0.0756165815264242,0.16684134135404427
36,0.11991685725706445,0.6977183129247798,0.6241061834615449,0.27801559541536414,0.6445443247459057,0.5706083225013042,-0.0021723104937637584,0.15299016031293233
37,0.11994060360442448,0.7001313153113463,0.6247219587457624,0.14792496095532956,0.6953253221848237,0.6267742118925286,-0.01923861639646853,0.1637684052859878
38,0.11783250678057051,0.7058895164214753,0.631714822638115,0.25297782537729846,0.4862147540742936,0.40678344128213556,-0.08637166603009322,0.10727792386101759
39,0.11692389761660732,0.705961250129434,0.6329792262554287,0.5435097437837849,0.47959881606835364,0.4518187908413776,-0.10796827216899567,0.0573638284451099
40,0.11485985355020242,0.7149770786931561,0.6387332542065421,0.2354024078534997,0.7022196431665148,0.6400413809246849,0.07478748154262654,0.15486854776460213
41,0.1140050307168799,0.7167608465315269,0.6423753867254522,0.3336321789285411,0.6768576460729818,0.6149465868304971,-0.08096700617344928,0.1629766949890198
42,0.11330378855352348,0.7197618358858459,0.6467074688528671,0.8099793765855872,0.6920512874670514,0.6277506036997644,-0.10308597538845836,0.1558219305967825
43,0.112814138038347,0.7211089358019978,0.6475416068094484,0.19921913937382077,0.6797573746813557,0.625836800149924,-0.027651260948084594,0.14453543969600258
44,0.11125868407346434,0.723043363651842,0.6471305343191984,0.4615790688473245,0.7032061205362825,0.6398533270715898,0.018196160325983684,0.15614242126494415
45,0.1090360245125442,0.7297207235912928,0.6539132238685015,2.5264433052228843,0.7017246046438944,0.6388655807607598,-0.01382627190369034,0.14508508489967975
46,0.10842579493751633,0.7343296814838256,0.658798878758812,0.14720604277175406,0.6838984392968441,0.6126862056951164,-0.024037974342391525,0.13713115344689086
47,0.10747305867867281,0.7344217123797445,0.6600650736607007,0.1472971225562303,0.7223119289128186,0.6670483796671497,0.002572952977150637,0.15887208985763512
48,0.10641868875525091,0.7396556255997011,0.6654601120642473,0.37854262668153515,0.7105636362181101,0.6458291238105447,-0.017924138810155504,0.1635241242634814
49,0.10555253868217522,0.7434022447147077,0.6689325578608752,0.17621900011663852,0.7025246252742251,0.641713800780886,-0.00017332170200828976,0.1552826393956629
50,0.10412838411028102,0.7449998754233075,0.6699415857503231,2.4547837817150615,0.7056040664368931,0.6473096689574854,-0.03565386352586519,0.16074591618888445
51,0.10338663444512308,0.7493199742110631,0.6747606332166929,0.1523230166538902,0.7324738003554392,0.677667129379201,0.012842069904018892,0.15885704796343247
52,0.10095104739322501,0.7541879061434283,0.6804208953220062,0.2302652254052784,0.7163906058248791,0.6658558061084143,-0.016991670297888586,0.1665553367150937
53,0.10081043687917418,0.7557635972538914,0.6814580137861188,0.4707850036413773,0.6072218277503956,0.5448451078375747,-0.07068366505195858,0.13883787971679717
54,0.09921193270191635,0.7569942169876862,0.6826284433981951,0.1790331472521243,0.7333892460940754,0.6759889681243203,-0.019614712890185713,0.15277164547241728
55,0.09841576079695911,0.7639912442235208,0.6900325432369026,0.23141048848628998,0.7272570624810101,0.6625060804088556,-0.058458869414841665,0.1558980724753235
56,0.09725245244085452,0.7651338063803947,0.6898946614036898,0.19885539490243662,0.725210420443264,0.6630940366343425,-0.04712434013269522,0.154767383496613
57,0.09614417689331507,0.768782840094734,0.6944654519499234,0.25172368922959204,0.705411595520138,0.6342340173114741,0.09936978786815025,0.14212115422900584
58,0.09551015622534995,0.769976341847514,0.6943535370859414,0.1684871626936871,0.7364167941848978,0.6767139725758158,-0.030895321587469896,0.15869765366023003
59,0.09378559314935221,0.7727046861801732,0.6981454627257222,0.1432892165106276,0.7263431551970648,0.6657442570812971,-0.019703379468765114,0.15509092107688383
60,0.09264153591488715,0.7772462539613316,0.7014501596708231,0.13949711232081705,0.7444832963524501,0.6869441324259626,0.02441969415222525,0.1566208356511798
61,0.09187745243984427,0.7793205026708159,0.7037281769821165,0.1416496618286423,0.7096111747239835,0.6410890185124782,-0.020405344794495947,0.15890789513786518
62,0.0910961039490619,0.7810033699082414,0.7067410685007722,0.30676167749840283,0.7103657069885069,0.6469467572762472,-0.09953586696209327,0.15156318606544528
63,0.09127528729748591,0.7811177952364615,0.7063984471149519,0.1271788976762606,0.7457253759463578,0.6845887636093776,0.009781230377967767,0.16644017232391906
64,0.08929678692487673,0.7863704166680645,0.7103916520394917,0.12437443985887196,0.74865149209801,0.6921525175992777,-0.006865870160051541,0.15145540442908467
65,0.08895737092710485,0.7890933488875643,0.712934113525792,0.16294411148713983,0.7412722999381579,0.6823934092937092,-0.025867837148621026,0.15681322416838073
66,0.08863849399116754,0.7884263092755714,0.7157033467066384,0.12867307792539182,0.746243404050271,0.6902946773305947,-0.011347425972245221,0.15279867322326302
67,0.08622541615350099,0.7949664572695987,0.7210703248593976,0.1309649105305257,0.7496749594999507,0.692004586214915,-0.0016988122708001977,0.16007401526668796
68,0.08660374367136066,0.7933901570780295,0.7184243861372385,0.12404978437268216,0.7467658329435469,0.6899548599788698,0.007140709808580831,0.15669349017364242
69,0.08636611847385849,0.7959221083289132,0.7214774263866588,0.12302993853455005,0.7519110193570497,0.6939865427254829,0.007787978268985424,0.15286072975057452
70,0.08535528309264426,0.7977609806687922,0.7234781696732363,0.1354436783686928,0.7503543073184354,0.6906024169848093,-0.011180855109302477,0.15333555488254313
71,0.08458742958172566,0.7992731615025532,0.7246174430116513,0.12788298142992932,0.7521862233413096,0.6945313242204958,0.012799896027473013,0.1548692981016978
72,0.08403634848230976,0.8007832316272593,0.7262024439274138,0.12470767031545224,0.753756390520484,0.6960898766108838,0.0018180597081386722,0.15644105624688565
73,0.08298434738048725,0.8025226361282614,0.7277132277958547,0.1255383721512297,0.7544892725562738,0.6964832690383831,0.005195311034364598,0.15470667619105294
74,0.08310583612676394,0.8035799283776265,0.7297306899917774,0.12508789773868478,0.7535491646168262,0.6956218604373046,0.005065401175024875,0.15414655120712506
75,0.08289132380889634,0.8040256072961868,0.7298696196282277,0.12861429090085236,0.7542643804853901,0.6966297650621427,-0.0010005450041132235,0.15558580844362324
76,0.08283142922288281,0.8030496524438266,0.7282445686942065,0.12645449813293375,0.7547627680415493,0.697061166439867,0.0021456600734268048,0.15417609551569422
77,0.08257486730140481,0.8049579740865704,0.7318072005633987,0.12265097965364871,0.7548357165103008,0.697277491300348,0.009575674918783297,0.15554156683550502
78,0.08215276177151729,0.8045817147653581,0.7292565406449505,0.1234643689316252,0.7549673583810691,0.6971246682331311,0.011487497343152592,0.15602526802223093
79,0.08258751514604536,0.8050508459338629,0.7301308995451106,0.12386085352172023,0.7549506817555722,0.6972480055779717,0.008993585179523741,0.15566016012342432
80,0.08264843728077614,0.8046262726028045,0.7304596474575432,0.12384432813395625,0.7550449279874454,0.697348520033419,0.009167055956747315,0.15558612723686982
