epoch,batch,global_step,loss,lr,batch_range,batch_std,batch_mean_pairwise_diff,tier1_fraction,tier2_fraction,tier3_fraction
1,0,1,6077.287109375,0.00020000065662354165,3.4140000343322754,0.6772542595863342,0.7759799957275391,0.33984375,0.3291015625,0.3310546875
1,50,2,6007.3955078125,0.0002017076753620733,4.367000102996826,0.6767832040786743,0.772857666015625,0.3388671875,0.330078125,0.3310546875
1,100,3,5955.78271484375,0.00020669510193741664,3.6429998874664307,0.6790111660957336,0.7760446667671204,0.33984375,0.328125,0.33203125
1,150,4,5895.8623046875,0.0002149561144984321,3.4539999961853027,0.6849680542945862,0.7837133407592773,0.33984375,0.3291015625,0.3310546875
2,0,5,5915.29248046875,0.000220774421292343,4.312999725341797,0.6927550435066223,0.7908797264099121,0.33984375,0.330078125,0.330078125
2,50,6,5887.32177734375,0.0002340530850332258,4.000999927520752,0.6835390329360962,0.7812588810920715,0.3388671875,0.330078125,0.3310546875
2,100,7,5848.05615234375,0.0002505679142413451,3.38100004196167,0.6804655194282532,0.7804875373840332,0.33984375,0.330078125,0.330078125
2,150,8,5841.0205078125,0.0002702963197708354,3.8380000591278076,0.6888453960418701,0.7871626615524292,0.3388671875,0.330078125,0.3310546875
3,0,9,5866.654296875,0.000282276540925247,4.328999996185303,0.6808815598487854,0.775861382484436,0.33984375,0.330078125,0.330078125
3,50,10,5779.8369140625,0.00030689954119671094,3.681999921798706,0.6951873302459717,0.7960739731788635,0.33984375,0.330078125,0.330078125
3,100,11,5775.44091796875,0.00033465906683598657,3.7300000190734863,0.6748521327972412,0.7728180289268494,0.33984375,0.3291015625,0.3310546875
3,150,12,5776.6455078125,0.00036551714809079667,3.382999897003174,0.6928591132164001,0.7937699556350708,0.33984375,0.3291015625,0.3310546875
4,0,13,5817.82373046875,0.0003834542022951798,3.2709999084472656,0.6788530349731445,0.7772390246391296,0.337890625,0.33203125,0.330078125
4,50,14,5737.3818359375,0.0004190000345941176,4.439000129699707,0.692480206489563,0.7860790491104126,0.33984375,0.3291015625,0.3310546875
4,100,15,5750.6318359375,0.000457529060103116,3.9489998817443848,0.6680266857147217,0.7617999315261841,0.33984375,0.330078125,0.330078125
4,150,16,5767.435546875,0.0004989885784420249,3.7899999618530273,0.6895177364349365,0.7859055995941162,0.33984375,0.330078125,0.330078125
5,0,17,5784.78173828125,0.0005225754133860892,3.2990000247955322,0.6579779982566833,0.7544230222702026,0.33984375,0.3291015625,0.3310546875
5,50,18,5753.7314453125,0.0005684355926288149,3.2039999961853027,0.6724362373352051,0.7709400057792664,0.33984375,0.330078125,0.330078125
5,100,19,5695.03759765625,0.0006170745656551273,4.190999984741211,0.684981107711792,0.7813975811004639,0.3388671875,0.3310546875,0.330078125
5,150,20,5720.10107421875,0.0006684258035991953,3.7049999237060547,0.6670240163803101,0.7618407011032104,0.3369140625,0.3330078125,0.330078125
6,0,21,5672.90966796875,0.0006972586521939005,3.879000186920166,0.7010491490364075,0.7952619791030884,0.3388671875,0.3310546875,0.330078125
6,50,22,5720.38671875,0.000752648128961129,4.117000102996826,0.6671066284179688,0.7627771496772766,0.33984375,0.330078125,0.330078125
6,100,23,5687.1298828125,0.0008105644317924054,3.072000026702881,0.6815949082374573,0.7823254466056824,0.33984375,0.3291015625,0.3310546875
6,150,24,5667.5625,0.0008709283421989194,4.810999870300293,0.676112949848175,0.7707120180130005,0.33984375,0.330078125,0.330078125
7,0,25,5661.01416015625,0.0009045136343924405,3.48799991607666,0.6867787837982178,0.7827271819114685,0.33984375,0.330078125,0.330078125
7,50,26,5636.6513671875,0.0009684842336598089,3.614000082015991,0.6913796663284302,0.7900470495223999,0.3388671875,0.3310546875,0.330078125
7,100,27,5690.3232421875,0.0010346864362437555,4.017000198364258,0.6742519736289978,0.7674864530563354,0.33984375,0.330078125,0.330078125
7,150,28,5635.900390625,0.0011030296901202667,3.6700000762939453,0.6938072443008423,0.7945202589035034,0.33984375,0.3291015625,0.3310546875
8,0,29,5697.7568359375,0.001140792501990181,3.736999988555908,0.6745333075523376,0.7699741125106812,0.33984375,0.330078125,0.330078125
8,50,30,5616.865234375,0.001212249154295786,3.443000078201294,0.6823365092277527,0.7787297368049622,0.3388671875,0.3310546875,0.330078125
8,100,31,5591.556640625,0.0012856039858612843,3.6549999713897705,0.6696117520332336,0.7631073594093323,0.337890625,0.33203125,0.330078125
8,150,32,5573.09130859375,0.0013607566612263726,3.749000072479248,0.6708770394325256,0.7667117118835449,0.337890625,0.33203125,0.330078125
9,0,33,5613.9287109375,0.001402050556713805,3.5429999828338623,0.6773741245269775,0.7712126970291138,0.337890625,0.33203125,0.330078125
9,50,34,5628.54931640625,0.00147977004391234,4.206999778747559,0.6750282049179077,0.7668811678886414,0.33984375,0.330078125,0.330078125
9,100,35,5576.7841796875,0.0015590217926659939,3.4179999828338623,0.6959840059280396,0.7952940464019775,0.3388671875,0.3310546875,0.330078125
9,150,36,5604.32080078125,0.0016396974016531186,3.811000108718872,0.6761228442192078,0.772441029548645,0.3369140625,0.3330078125,0.330078125
10,0,37,5594.55078125,0.0016838154984648076,3.940000057220459,0.6899837851524353,0.783629298210144,0.33984375,0.330078125,0.330078125
10,50,38,5572.6962890625,0.0017664673931724315,3.3990001678466797,0.6589345335960388,0.7540391683578491,0.33984375,0.330078125,0.330078125
10,100,39,5548.681640625,0.001850259401980235,3.6570000648498535,0.6718810796737671,0.7656741142272949,0.33984375,0.330078125,0.330078125
