experiment,cell_type,all_F9_spearman,all_F9_pearson,all_F9_kendall,all_F9_n,highconf_F9_spearman,highconf_F9_pearson,highconf_F9_n,all_GP1BB_spearman,all_GP1BB_pearson,all_GP1BB_kendall,all_GP1BB_n,highconf_GP1BB_spearman,highconf_GP1BB_pearson,highconf_GP1BB_n,all_IRF4_spearman,all_IRF4_pearson,all_IRF4_kendall,all_IRF4_n,highconf_IRF4_spearman,highconf_IRF4_pearson,highconf_IRF4_n,all_ZFAND3_spearman,all_ZFAND3_pearson,all_ZFAND3_kendall,all_ZFAND3_n,highconf_ZFAND3_spearman,highconf_ZFAND3_pearson,highconf_ZFAND3_n,all_IRF6_spearman,all_IRF6_pearson,all_IRF6_kendall,all_IRF6_n,highconf_IRF6_spearman,highconf_IRF6_pearson,highconf_IRF6_n,all_HBG1_spearman,all_HBG1_pearson,all_HBG1_kendall,all_HBG1_n,highconf_HBG1_spearman,highconf_HBG1_pearson,highconf_HBG1_n,all_LDLR_spearman,all_LDLR_pearson,all_LDLR_kendall,all_LDLR_n,highconf_LDLR_spearman,highconf_LDLR_pearson,highconf_LDLR_n,all_TERT-HEK293T_spearman,all_TERT-HEK293T_pearson,all_TERT-HEK293T_kendall,all_TERT-HEK293T_n,highconf_TERT-HEK293T_spearman,highconf_TERT-HEK293T_pearson,highconf_TERT-HEK293T_n,all_TERT-GBM_spearman,all_TERT-GBM_pearson,all_TERT-GBM_kendall,all_TERT-GBM_n,highconf_TERT-GBM_spearman,highconf_TERT-GBM_pearson,highconf_TERT-GBM_n,all_MSMB_spearman,all_MSMB_pearson,all_MSMB_kendall,all_MSMB_n,highconf_MSMB_spearman,highconf_MSMB_pearson,highconf_MSMB_n,all_HBB_spearman,all_HBB_pearson,all_HBB_kendall,all_HBB_n,highconf_HBB_spearman,highconf_HBB_pearson,highconf_HBB_n,all_MYCrs6983267_spearman,all_MYCrs6983267_pearson,all_MYCrs6983267_kendall,all_MYCrs6983267_n,highconf_MYCrs6983267_spearman,highconf_MYCrs6983267_pearson,highconf_MYCrs6983267_n,all_SORT1_spearman,all_SORT1_pearson,all_SORT1_kendall,all_SORT1_n,highconf_SORT1_spearman,highconf_SORT1_pearson,highconf_SORT1_n,all_PKLR_spearman,all_PKLR_pearson,all_PKLR_kendall,all_PKLR_n,highconf_PKLR_spearman,highconf_PKLR_pearson,highconf_PKLR_n,all_HNF4A_spearman,all_HNF4A_pearson,all_HNF4A_kendall,all_HNF4A_n,highconf_HNF4A_spearman,highconf_HNF4A_pearson,highconf_HNF4A_n,matched_mean_spearman,all_mean_spearman
MSE_baseline,K562,0.3970273238484711,0.5889376255039253,0.28091086758417266,671,0.7454592637727475,0.7775848921553662,111,0.40100036132528377,0.5970187621143207,0.28360204726979377,869,0.711800518724494,0.5886578368675384,143,0.1503547552170579,0.13273286619917857,0.10089271364247188,972,0.21569040934868045,0.20838397102917508,462,0.2515974790746021,0.2604771674335916,0.17789404287698274,1247,0.37545643607111695,0.33232463554201136,214,0.14403483974519293,0.10703163207730243,0.09855933451115233,1357,0.10032894585103526,0.13910423376984557,236,0.47690365321939554,0.6713691675928843,0.3447546728342716,633,0.7319404797555833,0.7237169817781322,125,0.3692225135248876,0.6107325255976614,0.25731733608438784,717,0.49280989975695527,0.6104434877982491,288,0.41340341157026494,0.4565782020151851,0.2856345700473094,575,0.5472799615073625,0.6542103874051263,98,0.5169134624088007,0.5450958792866392,0.36503175391689036,575,0.6605800623638456,0.629878597692987,220,0.2073038315737858,0.27672765812920297,0.14265138829136928,1344,0.4865901288650212,0.4236999464582706,263,0.48208588916446693,0.5780251629917705,0.3500883430789599,432,0.6799957026936687,0.7522761194327354,64,0.14152281369418485,0.21412171091834112,0.09815962455400357,1364,0.5620217753701225,0.4831456512499481,76,0.18326988028725508,0.18229694229261675,0.12458231605146476,1360,0.21690288426501483,0.23467393609830098,523,0.4388617742325632,0.6860651800013492,0.3118946130668785,1025,0.7534164131326593,0.797463122702629,180,0.20140494021427086,0.4354653503488187,0.14205689001537364,672,0.5696895160356773,0.663491016277142,95,0.44971291948542735,0.3183271286066989
rank_combined_ranknet,K562,0.3945005996731731,0.5938927743381286,0.2786846933922868,671,0.7499528372387066,0.7827403492108594,111,0.3886475857718648,0.5828520220825856,0.2728408713488759,869,0.6967878300301854,0.5689942934792286,143,0.13390060110863367,0.12876805611028028,0.0898296171499242,972,0.1990332080478229,0.211193109545672,462,0.26038002848547953,0.26863094527837744,0.18441422506983787,1247,0.3881929574368917,0.34247937876245804,214,0.13324631846086832,0.10141911037133972,0.09153527111303923,1357,0.10374599811816573,0.1360366966910221,236,0.4664250102992918,0.6696253852321064,0.33624980052525805,633,0.7426734927602358,0.7222092676747264,125,0.3767722073914215,0.622399059015704,0.26411145206679804,717,0.5099756140030902,0.6270210808904246,288,0.4073193116295711,0.43113560169324944,0.2799434949616029,575,0.5430268537298842,0.6158808851704809,98,0.5151225559405956,0.5272637781584184,0.3611847651647772,575,0.652705964520403,0.606722836422278,220,0.2096153422313642,0.2780295750021412,0.14496500245569732,1344,0.4932412977035854,0.41511230816012173,263,0.49908708173394967,0.5977942366307772,0.36325862807792625,432,0.6978692207425672,0.7567687946502712,64,0.1337195018754159,0.20759142937630978,0.09220670398345834,1364,0.5652772558641376,0.4798104137343951,76,0.18649920172752632,0.19986913313492188,0.12754128339946194,1360,0.22968454902545754,0.24973421180393282,523,0.43825127839231814,0.691397449727938,0.311779691016841,1025,0.7584795558050879,0.8031558794275556,180,0.2071131218517866,0.46117309382654087,0.14630295809251007,672,0.5695283968227902,0.686068798732676,95,0.44810273904935616,0.31670664977155066
