epoch,train_loss,train_pearson,train_spearman,val_pearson,val_spearman,val_kendall,val_pairwise_accuracy,val_mse,val_mae,val_ndcg@10,val_precision@10,val_recall@10,val_ndcg@50,val_precision@50,val_recall@50,val_ndcg@100,val_precision@100,val_recall@100,val_loss
1,5942.189906923111,0.40471408,0.39524190847411506,0.4849250316619873,0.45142549058975845,0.3145379510947352,0.6573178861046528,0.9885692596435547,0.8526480197906494,0.42956475804569805,1.0,0.0017692852087756545,0.5131410251943576,1.0,0.008846426043878274,0.5187956222308864,0.98,0.017338995046001414,5725.018254487411
2,5839.241037832142,0.5691388,0.571858381428655,0.5256145000457764,0.48142526722590717,0.33752985213121717,0.6688174365377203,1.2175878286361694,0.9362340569496155,0.34219074048888665,1.0,0.0017692852087756545,0.49138345753822005,1.0,0.008846426043878274,0.5558664197617552,1.0,0.017692852087756547,5685.195543703826
3,5777.17067291777,0.64079887,0.6505574837935952,0.4657738208770752,0.4255542357465602,0.29688210116351443,0.6484872301276866,1.114400029182434,0.8457804918289185,0.4976676910201045,1.0,0.0017692852087756545,0.5582532850867011,1.0,0.008846426043878274,0.5965862349552744,1.0,0.017692852087756547,5788.916099216627
4,5733.526928573005,0.67159456,0.6818064453966866,0.610601544380188,0.5483001124505221,0.3889686362322392,0.6945448269712328,1.5943304300308228,0.9547659158706665,0.4602313466314911,1.0,0.0017692852087756545,0.5433854188614157,1.0,0.008846426043878274,0.5566201861822487,0.99,0.01751592356687898,5807.707070392111
5,5696.962050615731,0.7057976,0.7204803063840286,0.6004985570907593,0.5514133156450213,0.3916200641655131,0.6958709511047445,1.801891565322876,1.102293610572815,0.5217024024917518,1.0,0.0017692852087756545,0.5773734359840005,1.0,0.008846426043878274,0.610322746251426,1.0,0.017692852087756547,5675.978418764861
6,5659.028398934057,0.72507954,0.7391677136872041,0.6572478413581848,0.6108517788284804,0.4381599001527865,0.7191481026528718,0.836086630821228,0.6987395286560059,0.5979493317302597,1.0,0.0017692852087756545,0.6122177619956928,1.0,0.008846426043878274,0.6288653533268942,1.0,0.017692852087756547,5591.521307240362
7,5630.826006355932,0.74584717,0.7615944173851225,0.6642699241638184,0.6040180566413929,0.4330100769725333,0.7165723946397102,0.6775186657905579,0.6310455799102783,0.51908715089119,1.0,0.0017692852087756545,0.5814599767574605,0.98,0.008669497523000707,0.614503198237731,0.98,0.017338995046001414,5604.607559204102
8,5594.639925681939,0.7660209,0.7805001015328783,0.6604264974594116,0.6108617896861879,0.4391650782635105,0.7196508552791911,1.3696444034576416,0.8994106650352478,0.5155550052585418,1.0,0.0017692852087756545,0.5859374614703339,1.0,0.008846426043878274,0.6470792646073221,1.0,0.017692852087756547,5691.326531451681
9,5566.145900920286,0.7792453,0.7937926219316785,0.6952027082443237,0.6420018651979095,0.4646105917046637,0.7323775563278928,4.163989543914795,1.821382999420166,0.5532149141070178,1.0,0.0017692852087756545,0.576120500056155,1.0,0.008846426043878274,0.6242417172375019,1.0,0.017692852087756547,5660.817400724992
10,5531.589126500706,0.7919829,0.8034332467002923,0.700487494468689,0.6535739554964584,0.4747306707302145,0.7374391921529401,0.7097554802894592,0.6418379545211792,0.5349540492099768,1.0,0.0017692852087756545,0.6248177920407625,1.0,0.008846426043878274,0.6430138442204424,0.99,0.01751592356687898,5556.511024475098
