model,architecture,condition,seed,pearson,spearman,kendall,mse,n_samples,ndcg@100,ndcg@500,ndcg@1000,spearman_extreme,cross_pearson_k562,cross_spearman_k562,cross_pearson_hepg2,cross_spearman_hepg2,cross_pearson_consensus,cross_spearman_consensus,cross_n_samples,cagi5_all_F9_spearman,cagi5_all_F9_pearson,cagi5_all_F9_n,cagi5_highconf_F9_spearman,cagi5_highconf_F9_pearson,cagi5_highconf_F9_n,cagi5_all_GP1BB_spearman,cagi5_all_GP1BB_pearson,cagi5_all_GP1BB_n,cagi5_highconf_GP1BB_spearman,cagi5_highconf_GP1BB_pearson,cagi5_highconf_GP1BB_n,cagi5_all_HBB_spearman,cagi5_all_HBB_pearson,cagi5_all_HBB_n,cagi5_highconf_HBB_spearman,cagi5_highconf_HBB_pearson,cagi5_highconf_HBB_n,cagi5_all_HBG1_spearman,cagi5_all_HBG1_pearson,cagi5_all_HBG1_n,cagi5_highconf_HBG1_spearman,cagi5_highconf_HBG1_pearson,cagi5_highconf_HBG1_n,cagi5_all_HNF4A_spearman,cagi5_all_HNF4A_pearson,cagi5_all_HNF4A_n,cagi5_highconf_HNF4A_spearman,cagi5_highconf_HNF4A_pearson,cagi5_highconf_HNF4A_n,cagi5_all_IRF4_spearman,cagi5_all_IRF4_pearson,cagi5_all_IRF4_n,cagi5_highconf_IRF4_spearman,cagi5_highconf_IRF4_pearson,cagi5_highconf_IRF4_n,cagi5_all_IRF6_spearman,cagi5_all_IRF6_pearson,cagi5_all_IRF6_n,cagi5_highconf_IRF6_spearman,cagi5_highconf_IRF6_pearson,cagi5_highconf_IRF6_n,cagi5_all_LDLR_spearman,cagi5_all_LDLR_pearson,cagi5_all_LDLR_n,cagi5_highconf_LDLR_spearman,cagi5_highconf_LDLR_pearson,cagi5_highconf_LDLR_n,cagi5_all_MSMB_spearman,cagi5_all_MSMB_pearson,cagi5_all_MSMB_n,cagi5_highconf_MSMB_spearman,cagi5_highconf_MSMB_pearson,cagi5_highconf_MSMB_n,cagi5_all_MYCrs6983267_spearman,cagi5_all_MYCrs6983267_pearson,cagi5_all_MYCrs6983267_n,cagi5_highconf_MYCrs6983267_spearman,cagi5_highconf_MYCrs6983267_pearson,cagi5_highconf_MYCrs6983267_n,cagi5_all_PKLR_spearman,cagi5_all_PKLR_pearson,cagi5_all_PKLR_n,cagi5_highconf_PKLR_spearman,cagi5_highconf_PKLR_pearson,cagi5_highconf_PKLR_n,cagi5_all_SORT1_spearman,cagi5_all_SORT1_pearson,cagi5_all_SORT1_n,cagi5_highconf_SORT1_spearman,cagi5_highconf_SORT1_pearson,cagi5_highconf_SORT1_n,cagi5_all_TERT-GBM_spearman,cagi5_all_TERT-GBM_pearson,cagi5_all_TERT-GBM_n,cagi5_highconf_TERT-GBM_spearman,cagi5_highconf_TERT-GBM_pearson,cagi5_highconf_TERT-GBM_n,cagi5_all_TERT-HEK293T_spearman,cagi5_all_TERT-HEK293T_pearson,cagi5_all_TERT-HEK293T_n,cagi5_highconf_TERT-HEK293T_spearman,cagi5_highconf_TERT-HEK293T_pearson,cagi5_highconf_TERT-HEK293T_n,cagi5_all_ZFAND3_spearman,cagi5_all_ZFAND3_pearson,cagi5_all_ZFAND3_n,cagi5_highconf_ZFAND3_spearman,cagi5_highconf_ZFAND3_pearson,cagi5_highconf_ZFAND3_n,cagi5_all_mean_spearman,cagi5_all_mean_pearson,cagi5_highconf_mean_spearman,cagi5_highconf_mean_pearson,cagi5_all_matched_mean_spearman,cagi5_highconf_matched_mean_spearman,probe_experiment_accuracy,probe_activity_r2,probe_activity_spearman,probe_feature_overlap
bilstm_ranking_contrastive_seed456,bilstm,ranking_contrastive,456,0.6591653227806091,0.6395982533748701,0.4602586350425909,0.16417774558067322,22571,0.8189902187232971,0.8550833284915234,0.8719844673694643,0.7712187501215367,0.7752204537391663,0.7808194919009694,0.8186433911323547,0.8349510188838601,0.8360503315925598,0.8447011676974344,2226,0.4219952379612066,0.4346096434692792,671,0.7203365019635515,0.7070404174868046,111,0.32352004769171394,0.5190479339148746,869,0.5852752613076619,0.5025247213338733,143,0.34109989225693443,0.3608916033008904,432,0.545027726657756,0.5383601224929994,64,0.35745262261746275,0.4677841765501861,633,0.5457397577241112,0.5254755696381266,125,0.2080535606390085,0.1262321882767114,672,0.47510553288785234,0.3881742988427424,95,0.24146888918344608,0.17022344347331708,972,0.3535259024372016,0.30744056694931093,462,0.18728588631220747,0.11998838178713964,1357,0.15691368792268376,0.18082826928187634,236,0.3773743249213344,0.6257690173602446,717,0.5344462829852631,0.61593993410369,288,0.11466255139377057,0.13617064468151793,1344,0.22924410320784977,0.28354273886831,263,0.11159406127367291,0.10287687725950478,1364,0.5615019927702377,0.44461617759587146,76,0.30478061050029426,0.37270986621496605,1025,0.5924020970629545,0.5197331430532899,180,0.2876611261462994,0.2752438558968962,1360,0.3917718513320605,0.3715191393122251,523,0.39260028127225766,0.36705297807031934,575,0.5069858462107976,0.4038342730075276,220,0.30731916147353117,0.2741514982081592,575,0.44148789083848233,0.3488309709226845,98,0.19115483792430094,0.26437380899383,1247,0.3297032950675698,0.39535157812697275,214,0.2778682061044961,0.3078083944971891,0.46463118202506887,0.43554746140108697,0.3448405517278923,0.5592856398619084,0.6566694056422898,0.4836891293525696,0.6668498270141444,0.10946695473460959
bilstm_ranking_only_seed123,bilstm,ranking_only,123,0.7298470139503479,0.6961904375190806,0.513871276453318,0.8114385008811951,22571,0.8242083075225038,0.8865073784428612,0.9044291938086172,0.8103136718622311,0.8090601563453674,0.7999611273720615,0.7295056581497192,0.7295046496005378,0.802597165107727,0.7977329295388382,2226,0.3278235203522435,0.536263400689445,671,0.7434318898066603,0.7599393814714281,111,0.3136896835187379,0.4378476955807703,869,0.6900890718759513,0.5083514919655573,143,0.43748390959703837,0.5615617848410797,432,0.6671176037917701,0.6994440712569463,64,0.41904269922976406,0.5445892259105831,633,0.667505529080644,0.6335584745156455,125,0.18253356624695183,0.272323629675276,672,0.5381591865920126,0.589873081769421,95,0.1174534908704228,0.08557687608345481,972,0.18853094217459931,0.20583028408552678,462,0.19360671051122483,0.16247554610180148,1357,0.24914214273457896,0.2597787314644754,236,0.3414944176011602,0.6171483163686113,717,0.4713780638122827,0.6482684808822389,288,0.1488870681341009,0.17421743252691504,1344,0.3370439144397615,0.2826580941910123,263,0.09232292844841887,0.16961056512279765,1364,0.49197423079091707,0.4440070529034892,76,0.3001214278084477,0.5228091931653363,1025,0.6271506273364612,0.67096535675997,180,0.16471199061182165,0.1478604321907783,1360,0.1400041860154877,0.15057483858335632,523,0.4149107653105263,0.31705027893487603,575,0.5323195571282672,0.3768683974537237,220,0.317673877397542,0.24248886632686267,575,0.38197626432093307,0.33299407919875806,98,0.17165634954522235,0.2202184139568958,1247,0.3158909567680098,0.3144537406707298,214,0.2628941603455749,0.3341361104983655,0.4694476111112225,0.4585043704781518,0.367584430038497,0.6629657080212067,0.6224322103533279,0.3988147974014282,0.5996699368114249,0.023308703522426987
bilstm_ranking_only_seed456,bilstm,ranking_only,456,0.7288225889205933,0.6982475439066003,0.5140799827994075,0.963210940361023,22571,0.8308435236180497,0.8841918047893988,0.9035005399927373,0.8127042223438332,0.8145418167114258,0.8088023508751799,0.7479074001312256,0.7491130681527485,0.816643476486206,0.8125106210025992,2226,0.3930307396547865,0.5161698911337128,671,0.7364896698621803,0.721586247657809,111,0.31769535946495825,0.44137985663423596,869,0.5881608170566979,0.3860916938633695,143,0.48065940725641504,0.5683958364702667,432,0.6749773687799396,0.6892062488214956,64,0.3560165992728926,0.5854082493580105,633,0.7050695382366351,0.6645664451985672,125,0.18978581097780903,0.35871736871411775,672,0.5589085391385876,0.5857131965920271,95,0.11970444519517244,0.1647499690493951,972,0.18678631464421344,0.2625589039802208,462,0.12329286304838857,0.08987167997634035,1357,0.09562521376419245,0.12376234449976309,236,0.30383139057433395,0.43068027363859773,717,0.39878868690360597,0.4199820906810594,288,0.19105576817866798,0.26594671060311753,1344,0.4112919293756626,0.38641389082949557,263,0.1623294406295265,0.2651589358252251,1364,0.6395377752003037,0.615183639890355,76,0.3165557085899938,0.45069849153104957,1025,0.5791017017517408,0.5529419820427492,180,0.12617985248309443,0.1134926204704184,1360,0.09160400697479258,0.1336793935153513,523,0.44614390267091153,0.4866021916374995,575,0.5824961509934333,0.5382146029034406,220,0.33240669442862947,0.38615775288126386,575,0.445403045524197,0.48547553008470856,98,0.1672958386315782,0.16267883970139482,1247,0.319460685125419,0.26107744470590766,214,0.26839892140381055,0.35240724450830974,0.4675800962221068,0.45509691035108807,0.36773176864606494,0.6368273564562533,0.6262667762256916,0.3920273780822754,0.5959158711599875,0.06027989496260487
bilstm_ranking_seed42,bilstm,ranking_only,42,0.7381131649017334,0.7011159166720105,0.5179689049156907,0.953896701335907,22571,0.847828574551705,0.8922217024070322,0.9048319002987237,0.8134919307993402,0.8197314739227295,0.8085378262581068,0.7507046461105347,0.7426083557808347,0.8181627988815308,0.8094454308585994,2226,0.36372748144332884,0.5837368813998408,671,0.7353882177723798,0.7754722150135577,111,0.29435473299054615,0.3367464214809112,869,0.5328283358691032,0.3487261149033888,143,0.4209495250423513,0.5006231404063248,432,0.6550186069586695,0.6249997189093335,64,0.4293111664233456,0.663082732739147,633,0.7242340965275075,0.6884093337570542,125,0.17791672452236354,0.41469389209717894,672,0.5004642959596288,0.659035906297716,95,0.11567346304859646,0.1007034303275763,972,0.1443977435513254,0.17507837561601267,462,0.07659243049430522,0.037524080883058156,1357,-0.02286480464919575,0.04086997489062113,236,0.24415542661562623,0.294016795867575,717,0.32357493178565466,0.283993857545076,288,0.09873334188797045,0.12043652450702816,1344,0.18880622402927172,0.16319242518820753,263,0.15977134661551154,0.3192215661024475,1364,0.6539822600813116,0.6094574058792332,76,0.3256324009126799,0.49766477851687474,1025,0.5952222706181519,0.6531230586461423,180,0.1533368194173882,0.1293345582266776,1360,0.17209770441471112,0.17381329510006366,523,0.4163099386067734,0.44233797343924985,575,0.5555113195806307,0.4886804482063597,220,0.2678212037249246,0.32141839072932143,575,0.4478643642679851,0.42509863092272937,98,0.17571016046333549,0.1855957683699741,1247,0.28237102380094237,0.3096468776730278,214,0.24799974414726977,0.32980912900621234,0.43259310603787177,0.42797317590323486,0.3675619563422307,0.626825827493358,0.61873459326212,0.4077696204185486,0.6076297291431748,0.0015121315595716
cnn_baseline_mse_seed42,cnn,baseline_mse,42,0.6542451977729797,0.587633589138107,0.4218670906646359,0.15628965198993683,22571,0.8383124961168267,0.874605506129448,0.8857761289127504,0.7604643760315377,0.7406924366950989,0.7185628148935287,0.676830530166626,0.664928995194734,0.7296232581138611,0.7206120901487149,2226,0.24605490875798372,0.5042075761004101,671,0.722526241377139,0.7642442461085729,111,0.21440442768267332,0.3075293848388394,869,0.5249618101322221,0.4638760407848326,143,0.26220948665853955,0.3156111299400756,432,0.6025208763817128,0.5642420195009386,64,0.3236781428655935,0.448770125837136,633,0.6141170089100636,0.6456979639728164,125,0.12197425125287752,0.16267939728475267,672,0.29159775459275367,0.3102504861975247,95,0.09085887534868206,0.06417877935834221,972,0.0954395594143281,0.09543551142525214,462,0.16239820194782992,0.06570899326261134,1357,0.12076141189244596,0.02087463867409106,236,0.3168951414201813,0.527178741007257,717,0.5012431763647448,0.6070137173669394,288,0.134246782303614,0.14529533418747886,1344,0.28954046749106316,0.27080499841640293,263,0.06899363690879955,0.06108189071553369,1364,0.03165202463508721,0.07137267559922614,76,0.1928771626219654,0.25105865867382027,1025,0.47038046154592056,0.4197909639896422,180,0.11663192867671646,0.0879001433730448,1360,0.11059839204043713,0.1147096533368718,523,0.4302879099333596,0.42890096834407637,575,0.5504948435910563,0.49429897275223217,220,0.3285020960693926,0.3343226294745192,575,0.5077011909304389,0.48322648343367813,98,0.04775633330970896,0.059646168365056346,1247,0.07482897647180246,0.09910391591780715,214,0.2038512857171945,0.2509379947175303,0.36722427971808097,0.36166281916512194,0.24829230495719296,0.5529950392424797,0.6265406737880033,0.34071624279022217,0.5324360873187295,0.007918767396922708
cnn_consensus_only_seed42,cnn,consensus_only,42,0.46865296363830566,0.39650297486391645,0.2754252697033435,29.939847946166992,22571,0.7919543868000191,0.8348152907835058,0.8382983272777074,0.5621609734842822,0.6637896299362183,0.642182220912344,0.6874734163284302,0.6785719619352937,0.7018465995788574,0.6863148199109682,2226,0.20046413867530732,0.18477177060248695,671,0.34770341169461044,0.360008402315373,111,0.15107123324800992,0.18222035396247296,869,0.36038662128784626,0.2821147674810737,143,0.2645059289578016,0.27571512494697525,432,0.5564392804889758,0.45876510169316065,64,0.18730513885552585,0.15107610062004304,633,0.15755989345535815,0.19207427936441132,125,0.10160230223316845,0.09904769591807168,672,0.1656235456646441,0.17293255571331967,95,0.12925673691146602,0.13027778413036065,972,0.19753994269405623,0.19075342209739915,462,0.060199985654814964,0.030175722535815734,1357,-0.06004151157955926,-0.030244820335537388,236,0.16332961023672452,0.16620597521126035,717,0.288430418275829,0.3039581634282723,288,0.06570982414789811,0.05330235177006085,1344,0.10042476400494475,0.11238415643971603,263,0.05629092603645369,0.07341609385031318,1364,0.1415450090423001,0.2081205611320509,76,0.032376038194664,0.03464171530280663,1025,0.07789687700255186,0.05814268053870006,180,0.0312891119455209,0.017509499659443477,1360,0.034635909410010546,0.012299973956787034,523,0.2599370066185547,0.20571070033906408,575,0.2890058200527134,0.20301270982795633,220,0.24687502050298304,0.1993795374375683,575,0.31184143306983225,0.34040219021326024,98,0.07040432618705862,0.06174779019481327,1247,0.043739275383046554,0.06850757194397605,214,0.13470782189373012,0.12434654776543709,0.20084871266314402,0.19554878105399456,0.14719160001622206,0.26043605880216886,0.636674883593536,0.23664051294326782,0.41545513256668587,0.02583508727165477
cnn_contrastive_only_seed42,cnn,contrastive_only,42,0.6250368356704712,0.557971103076972,0.3960815550284347,0.18059876561164856,22571,0.7946808114958288,0.8450887401919337,0.8656064910399182,0.7473843984323647,0.7899964451789856,0.7779229722841589,0.8597226142883301,0.8596060466851398,0.8471225500106812,0.8562306089076184,2226,0.28775781645312515,0.4178905107294566,671,0.7542840452571654,0.7741622023584592,111,0.2664918527050274,0.36366209515000353,869,0.5322824199165829,0.460601033270055,143,0.2717051955311213,0.30947127465410196,432,0.5438132440211001,0.5456804220119775,64,0.17608642089884766,0.25986952168613164,633,0.40309177726949125,0.4007132448098701,125,0.18970152814434407,0.24626750889135052,672,0.4245000896750033,0.4090318131187637,95,0.14363957498819013,0.18804026323611314,972,0.1956497064276138,0.24890747211821007,462,0.13575302622676794,0.10321098071475111,1357,0.13714956717440321,0.13513566244933062,236,0.34795374521256806,0.45292484959326074,717,0.4220082046740258,0.481861455990539,288,0.040678684825949454,0.013942229007083126,1344,0.04411731937341254,0.04128794953547663,263,0.06623648042470763,0.042237830244542626,1364,0.05974764200780509,0.06969585786812472,76,0.198467789014911,0.2743950075321407,1025,0.520477135857286,0.47241661122189565,180,0.26512268341160916,0.23638610854283795,1360,0.3799184457261703,0.3088505702792693,523,0.414431601561957,0.4380726071455905,575,0.5128470422080527,0.48405480053077854,220,0.316445705970195,0.3499393097487824,575,0.47291115189907185,0.45767344644263064,98,0.06565027242989242,0.07114677580120744,1247,0.11205640604334889,0.14198252677961884,214,0.21240815851994757,0.25116379151182355,0.36765694650203556,0.36213700458566667,0.2590836433181728,0.5079821818174031,0.6473568885236921,0.40375208854675293,0.5910080604366309,0.018659604787979952
cnn_full_disentangle_seed42,cnn,full_disentangle,42,0.6226366758346558,0.5528426452601345,0.39147422405319315,1.5669221878051758,22571,0.8335824379026593,0.8705735944268929,0.8870466967268928,0.7406595510839241,0.8130332231521606,0.8048255188402708,0.8541752696037292,0.8681564086849183,0.8693698048591614,0.8749425923452419,2226,0.2407147073886097,0.4290827330921474,671,0.702199842652214,0.7386302869214588,111,0.2798130436845968,0.33885886570772095,869,0.46345185895558183,0.43491057299563873,143,0.3490590061347206,0.4315422800944777,432,0.6363201573075143,0.6317793513945551,64,0.15761156521185313,0.27239570875930974,633,0.39548372110014696,0.4483868862186459,125,0.18203113679022281,0.20961263214666687,672,0.4619638092628101,0.4462300280566358,95,0.08046361924603161,0.13563372783598965,972,0.16793530750558625,0.2173272103630364,462,0.13645147321446935,0.10084748637541077,1357,0.16710458408289133,0.14327433594922717,236,0.2806197052550865,0.35809000256267676,717,0.4138394256020675,0.43233314939805123,288,0.0831684459592306,0.06610919475022366,1344,0.19019228287598083,0.16878046270099467,263,0.03502644768621147,0.04625594777030596,1364,0.06673735012730793,0.10070860355778237,76,0.11135777226123922,0.13634925791535077,1025,0.2692715291783364,0.29426258956492174,180,0.16160286962146184,0.16303022588765909,1360,0.2853206962654263,0.27133659427744566,523,0.3764844271855211,0.39498956595280343,575,0.5181509145978388,0.5086664249853827,220,0.2848204574419724,0.30757823552586994,575,0.43525169982442863,0.5044437576464968,98,0.07118264069584723,0.046403812008012024,1247,0.11219601120037966,0.0904163070720724,214,0.1886938211851383,0.22911864509230834,0.35236127936923406,0.3620991040734897,0.22582552422250965,0.4522696044373268,0.6354423445631334,0.3862830400466919,0.5728973621078561,0.04899035774183888
cnn_multi_mse_seed42,cnn,baseline_mse,42,0.6374050378799438,0.5617015680111023,0.3994061078900312,0.17140871286392212,22571,0.8141323899825609,0.8677631896118224,0.8800863995535754,0.7396580292269428,0.8047761917114258,0.782120715980909,0.8586612939834595,0.850337395086777,0.8558632135391235,0.8525949848346421,2226,0.24371306926199046,0.4167312913489139,671,0.7666238192672019,0.7823164130481363,111,0.2727206693345713,0.33563036070694807,869,0.5322393212887524,0.46089670539896693,143,0.29607785992722874,0.3277584349957139,432,0.5846473583328143,0.5680752688755902,64,0.16814389368002391,0.27635750240217744,633,0.36037481569185625,0.40812146654147097,125,0.168671931423381,0.1941599109028819,672,0.4243249600957783,0.36792369253262014,95,0.18438022909079754,0.1807651709724923,972,0.2517977250239415,0.2698247909165855,462,0.1811830368059458,0.11917020324870403,1357,0.2339226786755815,0.1542981327723431,236,0.2764121926820004,0.43158957087035554,717,0.36950155044796057,0.47710251775846835,288,0.16149991205522513,0.1238296308599153,1344,0.24202283331779734,0.1768137127223773,263,0.07911992735231496,0.04245908864086778,1364,0.002598912999423756,0.05741275052499,76,0.16308834453860757,0.23772654649579955,1025,0.4541230509856601,0.4038705194269505,180,0.16461470228296105,0.15474948591854656,1360,0.27586609711825866,0.23927216200893853,523,0.42149832784264857,0.4631573634788305,575,0.5726412720779446,0.5193098945877386,220,0.3892021810585732,0.3871792119234507,575,0.5101051214133615,0.4834484903625735,98,0.09771846268954586,0.09978390448311884,1247,0.13774375493700694,0.1750419871419431,214,0.21786964933505437,0.2527365118165811,0.38123555144488924,0.36958190030797955,0.2263958188153405,0.47762514473321493,0.6491372226787182,0.3941238522529602,0.5794390283783677,0.17722616741718192
cnn_ranking_contrastive_seed42,cnn,ranking_contrastive,42,0.6292871832847595,0.5676882143954585,0.40244420429171474,0.48629817366600037,22571,0.8238463554967331,0.8694585942517924,0.8795634612362146,0.7455538307942905,0.7874412536621094,0.7755831926590242,0.8309814929962158,0.8387353221031746,0.8440855741500854,0.8440495180087917,2226,0.3100769352232338,0.5299337659434503,671,0.7817764649488009,0.8127365989423869,111,0.24069848522212625,0.3247214386781747,869,0.49357779980913696,0.38657422667104197,143,0.3478467943170327,0.41882137003819897,432,0.6817830544985586,0.668934045085833,64,0.23766244320724783,0.3355521682980985,633,0.516072640472488,0.5130864422708526,125,0.1459892346539407,0.1684076467846149,672,0.4233722551847945,0.3466880184505344,95,0.11251055622829398,0.11413166887718411,972,0.17548554336218497,0.18340186310317677,462,0.12423581484570108,0.06549388014900887,1357,0.161296280008783,0.07291146742560546,236,0.3293481458447102,0.3282777260443015,717,0.3760328561713103,0.3543177615452497,288,0.10473365400390461,0.059154565629310735,1344,0.187776825409483,0.09784321458399622,263,0.06400209430329158,0.05277038186894258,1364,-0.07855556502995067,-0.016897089148937873,76,0.1834438671322977,0.2532654303860162,1025,0.42355488012651576,0.3937449311344575,180,0.2522942892021058,0.2921308881707946,1360,0.42819589877333963,0.40863896728776694,523,0.4525352040747416,0.46239947770156964,575,0.5771500144271455,0.5169254837343182,220,0.35815233306952543,0.3731851201561579,575,0.521716679528486,0.4828459813260404,98,0.11458456497888522,0.1169183794614227,1247,0.23293732753900995,0.2415580596140744,214,0.22520762775380254,0.2596775938791497,0.3934781970153391,0.36422066480175974,0.2716244228783935,0.5287133706857358,0.6380443714050945,0.4001498818397522,0.5910418013928155,0.055793703991232055
cnn_ranking_seed42,cnn,ranking_only,42,0.6294815540313721,0.5826090466915693,0.4156810632435679,0.989223301410675,22571,0.8192018041760185,0.8659799492840144,0.8774223899718061,0.7416309009980878,0.7231926321983337,0.7152995807974809,0.688739538192749,0.6936749606508549,0.7347661852836609,0.7337818382673098,2226,0.2813992693960748,0.45168215146119506,671,0.6997775257057203,0.7296440079419029,111,0.21655007757025138,0.26373502891946043,869,0.5575669482438395,0.48276224242403387,143,0.3350033944739104,0.3603986137437195,432,0.6251606659103175,0.54045958156954,64,0.3435676091950865,0.47090019469214806,633,0.6588466024711075,0.6434601579520324,125,0.23118141572928014,0.2336386732127605,672,0.4464123026276322,0.40071456654132326,95,0.11791944484530116,0.07884226839140951,972,0.17714364535029234,0.1417049282127913,462,0.15731549840372727,0.08876565897170022,1357,0.23237096716509703,0.11263468661094239,236,0.31500953327692854,0.42173842737894796,717,0.46104231395056444,0.5658110354947445,288,0.143251700262765,0.1483490464102786,1344,0.252363340414848,0.27535409916152936,263,0.09923601271866231,0.11302846329741764,1364,0.38582915249866256,0.4239756593380742,76,0.2197127851571698,0.307755775414195,1025,0.47189498014250963,0.49201165537627933,180,0.13306924451135732,0.09845954448158568,1360,0.1457377884040646,0.13174732489751753,523,0.43737638338635626,0.43999377810330675,575,0.5689456924846364,0.519474337699301,220,0.33210081165352495,0.32720608615543456,575,0.4402699844134472,0.4405125136011025,98,0.07654635824421767,0.1147151997263553,1247,0.18237699316770656,0.20012242884121234,214,0.22928263592164094,0.26128059402399434,0.4203825935300297,0.4066926150441551,0.27870846659910453,0.5783672991919435,0.6253081347576006,0.31821000576019287,0.5232966769286519,0.045845620857737586
dilated_cnn_baseline_mse_seed123,dilated_cnn,baseline_mse,123,0.7007156610488892,0.6842060473943131,0.5015777878000617,0.18485605716705322,22571,0.8607254927490064,0.8933619499648637,0.9062921163058058,0.810678832763431,0.8040189146995544,0.810394371704511,0.7572226524353027,0.7697159728260108,0.8097143173217773,0.8244233627762522,2226,0.3239883005348341,0.49765056027300875,671,0.7296308267691195,0.7447668639475211,111,0.22514592153418955,0.1841990072814479,869,0.5378667706940558,0.25809391166854906,143,0.3988717394736861,0.5269591280567757,432,0.7143907675544336,0.745889875728762,64,0.36116504096647234,0.5325952032473605,633,0.6862583428130786,0.6662143226221108,125,0.14641476790711141,0.2868677215755888,672,0.4995746376971659,0.5249941208333648,95,0.08459776338048279,0.08561744006014059,972,0.12012647707329945,0.1553573037417489,462,0.0959059229909536,0.07203512726058836,1357,0.16571630673561763,0.09212256529055146,236,0.3305713319037739,0.5359329760326204,717,0.4807216339337028,0.555082975045301,288,0.07785042063378189,0.12508548744536319,1344,0.1264708586337845,0.20909122536794514,263,0.10152687737761226,0.09624310310956548,1364,0.3396505720457436,0.21544310235118524,76,0.27560675150816977,0.47161756997174503,1025,0.5714107870034371,0.6533755211864514,180,0.1752121681692477,0.13382156008199692,1360,0.1914560731344283,0.16122846279293995,523,0.26102370240272516,0.2895931442565914,575,0.2500681160028781,0.2873109392502847,220,0.1757755209303956,0.20047570698721945,575,0.16091668346693155,0.20820373131591216,98,0.1365897740285901,0.15725162656865327,1247,0.24702397772606888,0.2534150559687272,214,0.2113497335828017,0.27972969081391114,0.388085522085583,0.38203933180742367,0.3151973633706294,0.6274816670162513,0.6279101615995618,0.4152015447616577,0.6071103797016313,0.10466759448920468
dilated_cnn_baseline_mse_seed42,dilated_cnn,baseline_mse,42,0.7360388040542603,0.6773086667868492,0.496910621834269,0.12473074346780777,22571,0.854275083860675,0.8869186840790301,0.902532289798022,0.8158875463987254,0.8336153030395508,0.812013778771565,0.7643793821334839,0.7474426819391982,0.8255611658096313,0.8128606174767141,2226,0.2678923976742462,0.5295548464461867,671,0.6778450255271419,0.7378513646771425,111,0.25584928950114844,0.3499174770842409,869,0.5674919465385322,0.4364857566542111,143,0.5003759781218513,0.5673381770676011,432,0.8065081298064486,0.7951995993495944,64,0.3454239366718127,0.4363298806544932,633,0.6433846724855904,0.6432449848542171,125,0.0946228875297188,0.23574781965216268,672,0.41458075030770064,0.4983617425619692,95,0.04988478686446578,0.02361164317548279,972,0.04998438193624244,0.07313308852293897,462,0.11088061831888273,0.06292436509209728,1357,0.13576174634713845,0.06859217167171414,236,0.3160031908246029,0.5221630619965103,717,0.42766438274795815,0.5115086076382027,288,0.13175617675857992,0.15402373189250515,1344,0.2926689154759467,0.25541686928313956,263,0.13146608028081863,0.17721208645017897,1364,0.5827036514497473,0.5446261403590357,76,0.2921688116550901,0.5723467222433627,1025,0.615355490657591,0.6973546751730284,180,0.12157107947254987,0.13941094822215344,1360,0.16286179745149534,0.18636310584020002,523,0.4384164600507957,0.45091116234828493,575,0.5576126944362951,0.5014545181948405,220,0.3330552984926205,0.33678622762808896,575,0.3988930483294039,0.4305933924871524,98,0.12035700422932173,0.1325472751440803,1247,0.18785343406456195,0.20212538287136472,214,0.23398159976310032,0.3127216950064954,0.4347446711707862,0.43882076000925,0.3484545039874756,0.6581850598720406,0.6225691591344837,0.42023664712905884,0.6078885155209953,0.1005620736007657
dilated_cnn_baseline_mse_seed456,dilated_cnn,baseline_mse,456,0.7396501302719116,0.6832098301960509,0.5013958454208138,0.13107571005821228,22571,0.8510560803669786,0.8920881365529876,0.9082069898927427,0.8073723877089465,0.8201947808265686,0.7965645289075552,0.7798470258712769,0.7713758163321531,0.8313630819320679,0.8184471374866207,2226,0.3250452640173497,0.5447335956847857,671,0.7100855374943319,0.7582479731641039,111,0.25713054017235154,0.37988056986657964,869,0.5714919096643295,0.4312034851328709,143,0.45193135707632853,0.5836044457032707,432,0.7169572214281216,0.7827645590149594,64,0.41140752118211266,0.5512056917517911,633,0.6742194235596494,0.6249827241971255,125,0.2458273007339785,0.3858451597797429,672,0.5481205570583292,0.6182078084146537,95,0.12867182124725046,0.09240408243046616,972,0.16217034549599932,0.16106743695144446,462,0.15371702953141408,0.10332926067648227,1357,0.1518093377024051,0.14614319698135284,236,0.32135495952178217,0.5757403749707573,717,0.46716619801853104,0.5893213331924398,288,0.1303500101424274,0.18207601717928562,1344,0.259978580653099,0.29527023999154534,263,0.1591384541617568,0.15543528125379308,1364,0.542543606363915,0.4394120630898378,76,0.3093983702110579,0.5428156066312669,1025,0.5978232916862071,0.6573652409433896,180,0.14001318898837004,0.12004488789630335,1360,0.15518542496923454,0.14665054786306753,523,0.1876792964019392,0.23879229168893387,575,0.12934697633284872,0.2415380268907744,220,0.08260088131761704,0.14401906733980627,575,0.06775003018846677,0.13333472574787447,98,0.09358076445119574,0.11797373211276597,1247,0.21347710341290774,0.2001313832642755,214,0.22652311727712876,0.3145266709977353,0.3978750362685583,0.4150427163226477,0.3574669471604626,0.6401229615845769,0.6291427006299644,0.41852420568466187,0.6112186787450831,0.019199621608952236
