model,architecture,condition,seed,pearson,spearman,kendall,mse,n_samples,ndcg@100,ndcg@500,ndcg@1000,spearman_extreme,cross_pearson_k562,cross_spearman_k562,cross_pearson_hepg2,cross_spearman_hepg2,cross_pearson_consensus,cross_spearman_consensus,cross_n_samples,e1_raw_spearman_k562,e1_raw_spearman_hepg2,e1_denoised_spearman_k562,e1_denoised_spearman_hepg2,e1_k562norm_spearman_k562,e1_k562norm_spearman_hepg2,e1_hepg2norm_spearman_k562,e1_hepg2norm_spearman_hepg2,e1_n_samples,cagi5_all_F9_spearman,cagi5_all_F9_pearson,cagi5_all_F9_n,cagi5_highconf_F9_spearman,cagi5_highconf_F9_pearson,cagi5_highconf_F9_n,cagi5_matched_bn_all_F9_spearman,cagi5_matched_bn_hc_F9_spearman,cagi5_all_GP1BB_spearman,cagi5_all_GP1BB_pearson,cagi5_all_GP1BB_n,cagi5_highconf_GP1BB_spearman,cagi5_highconf_GP1BB_pearson,cagi5_highconf_GP1BB_n,cagi5_matched_bn_all_GP1BB_spearman,cagi5_matched_bn_hc_GP1BB_spearman,cagi5_all_HBB_spearman,cagi5_all_HBB_pearson,cagi5_all_HBB_n,cagi5_highconf_HBB_spearman,cagi5_highconf_HBB_pearson,cagi5_highconf_HBB_n,cagi5_matched_bn_all_HBB_spearman,cagi5_matched_bn_hc_HBB_spearman,cagi5_all_HBG1_spearman,cagi5_all_HBG1_pearson,cagi5_all_HBG1_n,cagi5_highconf_HBG1_spearman,cagi5_highconf_HBG1_pearson,cagi5_highconf_HBG1_n,cagi5_matched_bn_all_HBG1_spearman,cagi5_matched_bn_hc_HBG1_spearman,cagi5_all_HNF4A_spearman,cagi5_all_HNF4A_pearson,cagi5_all_HNF4A_n,cagi5_highconf_HNF4A_spearman,cagi5_highconf_HNF4A_pearson,cagi5_highconf_HNF4A_n,cagi5_all_IRF4_spearman,cagi5_all_IRF4_pearson,cagi5_all_IRF4_n,cagi5_highconf_IRF4_spearman,cagi5_highconf_IRF4_pearson,cagi5_highconf_IRF4_n,cagi5_all_IRF6_spearman,cagi5_all_IRF6_pearson,cagi5_all_IRF6_n,cagi5_highconf_IRF6_spearman,cagi5_highconf_IRF6_pearson,cagi5_highconf_IRF6_n,cagi5_all_LDLR_spearman,cagi5_all_LDLR_pearson,cagi5_all_LDLR_n,cagi5_highconf_LDLR_spearman,cagi5_highconf_LDLR_pearson,cagi5_highconf_LDLR_n,cagi5_matched_bn_all_LDLR_spearman,cagi5_matched_bn_hc_LDLR_spearman,cagi5_all_MSMB_spearman,cagi5_all_MSMB_pearson,cagi5_all_MSMB_n,cagi5_highconf_MSMB_spearman,cagi5_highconf_MSMB_pearson,cagi5_highconf_MSMB_n,cagi5_all_MYCrs6983267_spearman,cagi5_all_MYCrs6983267_pearson,cagi5_all_MYCrs6983267_n,cagi5_highconf_MYCrs6983267_spearman,cagi5_highconf_MYCrs6983267_pearson,cagi5_highconf_MYCrs6983267_n,cagi5_all_PKLR_spearman,cagi5_all_PKLR_pearson,cagi5_all_PKLR_n,cagi5_highconf_PKLR_spearman,cagi5_highconf_PKLR_pearson,cagi5_highconf_PKLR_n,cagi5_matched_bn_all_PKLR_spearman,cagi5_matched_bn_hc_PKLR_spearman,cagi5_all_SORT1_spearman,cagi5_all_SORT1_pearson,cagi5_all_SORT1_n,cagi5_highconf_SORT1_spearman,cagi5_highconf_SORT1_pearson,cagi5_highconf_SORT1_n,cagi5_matched_bn_all_SORT1_spearman,cagi5_matched_bn_hc_SORT1_spearman,cagi5_all_TERT-GBM_spearman,cagi5_all_TERT-GBM_pearson,cagi5_all_TERT-GBM_n,cagi5_highconf_TERT-GBM_spearman,cagi5_highconf_TERT-GBM_pearson,cagi5_highconf_TERT-GBM_n,cagi5_all_TERT-HEK293T_spearman,cagi5_all_TERT-HEK293T_pearson,cagi5_all_TERT-HEK293T_n,cagi5_highconf_TERT-HEK293T_spearman,cagi5_highconf_TERT-HEK293T_pearson,cagi5_highconf_TERT-HEK293T_n,cagi5_all_ZFAND3_spearman,cagi5_all_ZFAND3_pearson,cagi5_all_ZFAND3_n,cagi5_highconf_ZFAND3_spearman,cagi5_highconf_ZFAND3_pearson,cagi5_highconf_ZFAND3_n,cagi5_all_mean_spearman,cagi5_all_mean_pearson,cagi5_highconf_mean_spearman,cagi5_highconf_mean_pearson,cagi5_all_matched_mean_spearman,cagi5_highconf_matched_mean_spearman,cagi5_matched_bn_all_mean_spearman,cagi5_matched_bn_hc_mean_spearman,probe_experiment_accuracy,probe_activity_r2,probe_activity_spearman,probe_feature_overlap
bilstm_full_disentangle_seed123,bilstm,full_disentangle,123,0.6871321797370911,0.626255798620713,0.45040959077595166,39.605472564697266,22571,0.8503191657159509,0.8851057066209701,0.8989278910516929,0.7725157054928602,0.8321932554244995,0.8213436060467059,0.8718678951263428,0.8814386979871,0.8861371278762817,0.8909227804374628,2226,0.8216679674604379,0.8815081848786056,0.8213436060467059,0.8814386979871,0.8213397775763297,0.8814591464115447,0.821340541312108,0.8814126624336222,2226,0.3163542736664453,0.36730429708703327,671,0.6460740568811018,0.6434858217181286,111,0.31633818291859567,0.6460038447956963,0.2319673250598573,0.31582264703924434,869,0.5350161043104064,0.4430739744021581,143,0.2320077991829892,0.5349483778952441,0.39712370352801013,0.44673974421756196,432,0.6508939489473853,0.7038001513142339,64,0.39707918180666274,0.6508939489473853,0.30162227893710997,0.5333763216721785,633,0.6272252349271973,0.5977793253477208,125,0.301427790085144,0.6273143438241725,0.18307508741262354,0.31368197706824796,672,0.3675619608773792,0.5384597505883963,95,0.12586527675876566,0.17518099498303524,972,0.26375802538667076,0.26049304149009855,462,0.08027545894029889,0.02331042714404216,1357,0.00775399235233283,-0.022551574130707318,236,0.3537160863313828,0.4999152532390262,717,0.4232005786555942,0.5017281390730621,288,0.3537584655848333,0.4232842231754725,0.1696173842416156,0.12143826300782314,1344,0.24655383692214294,0.1872413874474534,263,0.08329679161750286,0.1000961980748682,1364,0.44905113083201303,0.3459508289782499,76,0.2386717058105088,0.20247178614723088,1025,0.42741731410178435,0.31265544047345134,180,0.23873264785303008,0.4272928190269288,0.2658235558627285,0.20687507859481247,1360,0.37740315006460307,0.2695204764883464,523,0.26581493236060877,0.37728923215673715,0.3208192412967919,0.26418840451961634,575,0.4203516101729156,0.25878172249391773,220,0.2959299367460399,0.29237717166799276,575,0.5511377279322117,0.34887041379326833,98,0.1633806369992301,0.11760352341799707,1247,0.17901912175912482,0.17495970440054642,214,0.23516924954726073,0.2653588058587141,0.4114945196081909,0.3709499069252216,0.30075413274229185,0.5267471982697246,0.30073699997026626,0.5267181128316624,0.6294165981922761,0.44582581520080566,0.6277227627471333,0.0964812553627685
bilstm_full_disentangle_seed42,bilstm,full_disentangle,42,0.6820122003555298,0.6254483256177968,0.44967617786646763,24.97331428527832,22571,0.8474160224531843,0.8885453672603242,0.8988477032070227,0.7765640478354235,0.8220028877258301,0.8155716114327844,0.8432063460350037,0.853648263236645,0.8655456304550171,0.8714804493738009,2226,0.815230477206381,0.8540919011912017,0.8155716114327844,0.853648263236645,0.815573277617036,0.8536526791955087,0.8155854402724982,0.8536324929652216,2226,0.30715916614494704,0.42812955409341835,671,0.7375911219519808,0.6815321777528763,111,0.30725777660460846,0.7374375330151562,0.23826429371006916,0.27267990475060544,869,0.5817678539284995,0.48737279907920383,143,0.23816979920926107,0.5814517973244088,0.35305502989080323,0.4168612875740916,432,0.5289873899472062,0.4899578902504951,64,0.3529827247943319,0.5332495365588665,0.30628804756741657,0.44858089505131643,633,0.5370593220704772,0.5619972028244588,125,0.3063910651418034,0.536549250453308,0.08959009734787071,0.15163160183999885,672,0.3001160573262565,0.3121656611772893,95,0.09518976431812955,0.11117612081959437,972,0.1812874399738556,0.19291921084428293,462,0.11629274912497524,0.023693892033250088,1357,0.021818004268630595,-0.03491617508732962,236,0.19828114652721757,0.26368322842035297,717,0.3034768868336361,0.2596182008962116,288,0.19819113089389095,0.3037986544911859,0.13895345158843164,0.15473724295576408,1344,0.3789641936179263,0.2992888669275628,263,0.12387473742849034,0.09504783172656717,1364,0.604643948560672,0.40994106324600305,76,0.2741921461172028,0.41817961801019987,1025,0.6084146330131687,0.5811767590332553,180,0.27413103691172314,0.6087346162220948,0.2604593153146861,0.1930814060938688,1360,0.3757186665970749,0.2599742094184526,523,0.26055800014433794,0.37578258813300564,0.39691553258726636,0.3707576115361738,575,0.4996093386053683,0.3780692216052541,220,0.311051246998305,0.28695396823881525,575,0.38347473557686623,0.3507619061959269,98,0.09215207683868765,0.05724149328459466,1247,0.21993016810565805,0.20420641482273338,214,0.22011458676696657,0.2461623770952408,0.4175239840251519,0.3622710272657785,0.2768141636103346,0.5247165534774348,0.27681164767142247,0.5252862823140036,0.6279101615995618,0.4658370614051819,0.642442582636795,0.3069414592818283
bilstm_full_disentangle_seed456,bilstm,full_disentangle,456,0.6877433657646179,0.6300633706607716,0.4537243459927632,30.82554817199707,22571,0.8299416321799274,0.8833323880453231,0.8982749569085808,0.7760911033525824,0.8163340091705322,0.8061125686586881,0.8520016670227051,0.8594686286599937,0.8681820631027222,0.8698704079319304,2226,0.8057962286465146,0.8603069232190304,0.8061125686586881,0.8594686286599937,0.8060938957540836,0.8594746743568168,0.806124734034007,0.8594604582113448,2226,0.36659576650569764,0.43062155039529093,671,0.7478245333998491,0.7326208762904821,111,0.3666575271662713,0.7482809119549855,0.19509440189697527,0.2922111406818064,869,0.47926084610695013,0.37985320536865264,143,0.1949772144471298,0.47901867286485467,0.31208922593264316,0.3569110280810788,432,0.5053851802159685,0.5423813372539059,64,0.31217938614092344,0.5053851802159685,0.09924699866576255,0.12213733253991607,633,0.165929984329871,0.19648607886080088,125,0.09926791449850436,0.16611127484440708,0.1728592990386286,0.26966570019180786,672,0.520373026525924,0.5062791804631669,95,0.12485082876398493,0.11552242257760645,972,0.2031779762358563,0.20833970211379016,462,0.14334871767098295,0.11059110664181973,1357,0.19495778287008772,0.20185743863635827,236,0.26315705953714735,0.3967987852868009,717,0.28315076613372114,0.35442711763385926,288,0.26307848778257475,0.2829854865719196,0.10744236953987141,0.06162902870250052,1344,0.24055989951005916,0.11250318017070955,263,0.08525352267262039,0.10781799912025057,1364,0.32337316957566853,0.21696500616819142,76,0.20577122726656613,0.24128304446928645,1025,0.40161493817429783,0.47136244668459004,180,0.20577902263252457,0.4010305315419184,0.24112565018261758,0.20602648685022268,1360,0.29885708813711387,0.23736911556387047,523,0.24107376842671105,0.2990116490688098,0.2544062177815677,0.2338249468818831,575,0.3282799469475022,0.3217533868768917,220,0.22346614948952648,0.20202536284208117,575,0.30418966495442895,0.3988780981485161,98,0.10864735421113271,0.11552668684862008,1247,0.13613339720459083,0.1792511140015249,214,0.193556985943715,0.21750617480739812,0.34220454668812594,0.337355152282354,0.24044004714105854,0.41171761949968166,0.24043047444209134,0.41168910100898054,0.6253081347576006,0.46209394931793213,0.6385941474787985,0.016149685486022487
bilstm_hierarchical_contrastive_seed42,bilstm,contrastive_only,42,0.6603233218193054,0.6088447063910377,0.43611081748881403,0.18677015602588654,22571,0.7858567543610057,0.8412388233539603,0.8591529912417964,0.7632799273222979,0.7721337676048279,0.7623394148053663,0.8189061880111694,0.8325856810716181,0.8266690373420715,0.8329419220694373,2226,0.7651432307604693,0.8326393097948186,0.7623394148053663,0.8325856810716181,0.7625954822477526,0.8325776313845937,0.7620921569790274,0.8325554335485071,2226,0.4139264827891855,0.5063064065914595,671,0.8210645149885794,0.790225595477587,111,0.41374868995800695,0.8210645149885794,0.32262554670376226,0.4555806113796371,869,0.6164540400696492,0.432404616976927,143,0.3226683075005174,0.6166777424712458,0.4036651951713904,0.4665002694745526,432,0.5709443278286588,0.6306638211198805,64,0.4037086001271521,0.5719296627980212,0.34809158078283464,0.44645962950496243,633,0.5369671404529166,0.5134103133729164,125,0.34832851647183544,0.5370931219969162,0.24191502072203475,0.21845484028937107,672,0.48012124403685563,0.453741814679833,95,0.1857085867042451,0.1564038237250698,972,0.27895786152359586,0.2694870215241918,462,0.17761413619842342,0.11606538318591507,1357,0.22557886247166115,0.19507019101866255,236,0.2662789598858442,0.33671863084683784,717,0.38720052990641274,0.3663915871170736,288,0.2663972408218098,0.3872002787216683,0.14291310976028884,0.13624777018108652,1344,0.3282570734005907,0.2839517476101899,263,0.10928267919672804,0.08206760942832286,1364,0.46587567288091425,0.38628341670666605,76,0.20886628844538535,0.3851256089224877,1025,0.5363463890606691,0.6386982039301335,180,0.208739473053071,0.536223951755646,0.3661825591340095,0.32766405058583536,1360,0.5036895815303427,0.35992418898280754,523,0.36622062897365787,0.5034320498829579,0.5159802278027835,0.5593794852333354,575,0.6816180423816829,0.5993434759171031,220,0.45469663920388137,0.47924358737027023,575,0.6139459912128139,0.5910167657144875,98,0.19740909416697852,0.21346582281736085,1247,0.33798163595816516,0.3484417923715196,214,0.2903437404445184,0.32571223530243365,0.49233352718023393,0.45727030350133197,0.3328052304160588,0.567523789119604,0.3328302081294358,0.5676601889450049,0.6421528348397699,0.4814057946205139,0.6489954390506694,0.03308990616970457
bilstm_quantile_mse_seed42,bilstm,baseline_mse,42,0.7385258674621582,0.6926767993842787,0.5105326988330782,0.31705594062805176,22571,0.8544807657165311,0.8916399365944506,0.9061445562428667,0.8145051794948475,0.818082869052887,0.806310524185498,0.7464619874954224,0.7426247995587117,0.8152351379394531,0.8080127896102034,2226,0.8062402621258006,0.7441453983841444,0.806310524185498,0.7426247995587117,,,,,2226,0.36030110567714674,0.5942557524685154,671,0.7764052404152714,0.7559116307404652,111,,,0.28983748242132723,0.46271438078220417,869,0.5881054045352014,0.4696182240116081,143,,,0.37354989878082734,0.4964324090795173,432,0.5724567024327964,0.6629004004025636,64,,,0.3660305274069304,0.5248638202579627,633,0.6465434292473375,0.6624067428568459,125,,,0.18872528499553745,0.35660197125641335,672,0.5612903014160474,0.6503272413353196,95,0.04261855774254768,0.049113700629898484,972,0.08109122710204797,0.13693152166272954,462,0.17966918103458446,0.07084469892455936,1357,0.11987348047500189,0.08358976499450659,236,0.316485838910866,0.5758477638787439,717,0.4820581879585449,0.5926446914852126,288,,,0.10465195461067009,0.17624730304973846,1344,0.2810502384259918,0.27418149846122186,263,0.10012793561004425,0.11767410176968454,1364,0.372629410159484,0.27232132215815624,76,0.3237055803567893,0.4258995154737053,1025,0.6050491504524059,0.5805907589038832,180,,,0.11444722703347177,0.1498662112458832,1360,0.16456419069319833,0.2329008558187446,523,,,0.38512436726767096,0.2818649883712873,575,0.5177784263222706,0.37465794060471613,220,0.2660640665945408,0.2374625757549596,575,0.4733192461985601,0.38406685334662294,98,0.1415525187679133,0.16358461403331748,1247,0.22001895208710306,0.2298867389999757,214,0.23685943514739113,0.31221825379842616,0.4308155725280842,0.4241957457188381,0.3382808722414685,0.6030386716669354,,,0.6206518761983019,0.3886566162109375,0.5819777894622324,0.2068672928768693
bilstm_ranking_contrastive_seed123,bilstm,ranking_contrastive,123,0.6687473654747009,0.6397362114370425,0.4591495429090389,0.30865973234176636,22571,0.7778751120940619,0.8453367197842351,0.8618916104809692,0.7729086636612176,0.7799026966094971,0.77304193746846,0.8264108300209045,0.8344885062137762,0.8414364457130432,0.8403511849422716,2226,0.7684892682396158,0.8288681900370183,0.77304193746846,0.8344885062137762,0.7730826569879947,0.8345271183832834,0.773059353799241,0.8344913925253962,2226,0.43210837231033083,0.5590666115728429,671,0.7644296915982765,0.7803489179477592,111,0.4320898778828641,0.7644296915982765,0.3217123864590446,0.4716039267781252,869,0.6404456095619893,0.5516530613225916,143,0.3217081332461053,0.6398073394069749,0.4391743948895345,0.4910924045856864,432,0.6729837840744854,0.7089302274618494,64,0.43932560494982964,0.671792216204559,0.31092558928769953,0.43269640235262347,633,0.5406912778023694,0.5314157108783734,125,0.31077125220967355,0.5403041150086144,0.22176926496450527,0.31143545763206504,672,0.5792025547791779,0.49958740160891724,95,0.19921103901732826,0.12813868603850162,972,0.294175951994335,0.22291530799728138,462,0.17634002304964747,0.08591779077956195,1357,0.17239336838679337,0.13149538583218284,236,0.35257086963258594,0.47520096790408106,717,0.4310237275192866,0.49208898107272636,288,0.3525487438525478,0.4312477843112729,0.1202534806508702,0.12597194806263023,1344,0.23682964925514535,0.20214345622477403,263,0.19291756784191696,0.16438443972771596,1364,0.5850153161702873,0.4651041692591718,76,0.3173448793443366,0.48381843024246746,1025,0.6296322977542415,0.6436295819364791,180,0.3173092792063034,0.6295499869609487,0.2978088694939052,0.2523248084736353,1360,0.4170491405411403,0.3456143373877122,523,0.29770089084288176,0.4170274978163763,0.4041438633994561,0.4513774647332668,575,0.6045186045625833,0.4855849095218807,220,0.2871222805666212,0.38345463922869544,575,0.5080263910753436,0.3994568366438074,98,0.24192799608531151,0.25151897786676936,1247,0.40212775640051374,0.3905298376690417,214,0.28768872513287297,0.3378668637319112,0.49856967476506464,0.45669987485096997,0.35309219448820534,0.5851793612645412,0.3530648260271722,0.5848798044724318,0.6505067104902766,0.4835726022720337,0.6622047077206454,0.09153820152835064
bilstm_ranking_contrastive_seed42,bilstm,ranking_contrastive,42,0.6590000987052917,0.6230639942996179,0.4462443038666404,0.18018053472042084,22571,0.8078617406789674,0.8686735485534965,0.8845629548858124,0.7585707311326869,0.7636986970901489,0.7643625693773389,0.7955420017242432,0.8117916286978166,0.8126171827316284,0.8229354123939491,2226,0.7556847229796252,0.8126356659107122,0.7643625693773389,0.8117916286978166,0.7642580719366239,0.8117630892445299,0.7644252854664398,0.8118343576419825,2226,0.4939985932018279,0.6009838749131722,671,0.8291564578315763,0.7954407030267795,111,0.49421947348002615,0.8295338477906316,0.30852151758261276,0.426330902978277,869,0.5837729662804255,0.5116467205908042,143,0.30864580286738486,0.5835944148222705,0.4422297166297556,0.5041693114043464,432,0.6937445627312829,0.6893499176725465,64,0.4426601925374986,0.6908802168901134,0.3771019827584217,0.4719484152863873,633,0.6140924271453808,0.5852723657951895,125,0.3771269134971247,0.6129094297200183,0.2164675262015277,0.3040162479692388,672,0.5108389722329163,0.4294060234636776,95,0.16364897556728278,0.12614400518190388,972,0.25206843679440355,0.23329747061484643,462,0.22724523955727532,0.12113720713678813,1357,0.17336256036583386,0.14805504057625765,236,0.37024251361273997,0.553064807795808,717,0.45193636459732717,0.5343374686194324,288,0.37016636771631717,0.4516846774834591,0.121750850088026,0.17301096531609375,1344,0.31850583102627816,0.30590731344110933,263,0.13751218068936089,0.13797729510064521,1364,0.3863489350985473,0.35287186338625953,76,0.2994982275833669,0.45812283096396444,1025,0.6419943500219163,0.656965677286233,180,0.29955542517562084,0.6423379975839141,0.3205836578660258,0.25713822345808773,1360,0.428338170328377,0.31299705469739214,523,0.3203813621951377,0.42783963268003555,0.4983020177190486,0.4887823249398027,575,0.6270656974427078,0.6060355834601622,220,0.3818802818013263,0.40480630369832216,575,0.4318211571193561,0.6178201058033873,98,0.17759345506651744,0.24146078661059278,1247,0.26268118592972384,0.3440630524929627,214,0.3024384490616744,0.35127290018356205,0.48038187166307017,0.474897757395136,0.37316802989067865,0.6061478998480408,0.3732507910670157,0.6055400309957776,0.6191454396055875,0.46932119131088257,0.6577899166398641,0.04269210665390638
bilstm_ranking_contrastive_seed456,bilstm,ranking_contrastive,456,0.6591653227806091,0.6395982533748701,0.4602586350425909,0.16417774558067322,22571,0.8189902187232971,0.8550833284915234,0.8719844673694643,0.7712187501215367,0.7752204537391663,0.7808194919009694,0.8186433911323547,0.8349510188838601,0.8360503315925598,0.8447011676974344,2226,0.7673514852481651,0.8376795929753889,0.7808194919009694,0.8349510188838601,0.7808455992620436,0.8347398704472409,0.7807478389065245,0.8351215968543586,2226,0.4219952379612066,0.4346096434692792,671,0.7203365019635515,0.7070404174868046,111,0.42195097847205965,0.7203365019635515,0.32352004769171394,0.5190479339148746,869,0.5852752613076619,0.5025247213338733,143,0.32347322576260384,0.585264999729607,0.34109989225693443,0.3608916033008904,432,0.545027726657756,0.5383601224929994,64,0.3410310250458202,0.545027726657756,0.35745262261746275,0.4677841765501861,633,0.5457397577241112,0.5254755696381266,125,0.35751288576903906,0.5458595938269402,0.2080535606390085,0.1262321882767114,672,0.47510553288785234,0.3881742988427424,95,0.24146888918344608,0.17022344347331708,972,0.3535259024372016,0.30744056694931093,462,0.18728588631220747,0.11998838178713964,1357,0.15691368792268376,0.18082826928187634,236,0.3773743249213344,0.6257690173602446,717,0.5344462829852631,0.61593993410369,288,0.3774722221364701,0.5343922782652216,0.11466255139377057,0.13617064468151793,1344,0.22924410320784977,0.28354273886831,263,0.11159406127367291,0.10287687725950478,1364,0.5615019927702377,0.44461617759587146,76,0.30478061050029426,0.37270986621496605,1025,0.5924020970629545,0.5197331430532899,180,0.30476196625833796,0.5923629994361403,0.2876611261462994,0.2752438558968962,1360,0.3917718513320605,0.3715191393122251,523,0.2876328769755362,0.39185650559673485,0.39260028127225766,0.36705297807031934,575,0.5069858462107976,0.4038342730075276,220,0.30731916147353117,0.2741514982081592,575,0.44148789083848233,0.3488309709226845,98,0.19115483792430094,0.26437380899383,1247,0.3297032950675698,0.39535157812697275,214,0.2778682061044961,0.3078083944971891,0.46463118202506887,0.43554746140108697,0.3448405517278923,0.5592856398619084,0.3448335972028381,0.5593000864965644,0.6566694056422898,0.4836891293525696,0.6668498270141444,0.10946695473460959
bilstm_ranking_only_seed123,bilstm,ranking_only,123,0.7298470139503479,0.6961904375190806,0.513871276453318,0.8114385008811951,22571,0.8242083075225038,0.8865073784428612,0.9044291938086172,0.8103136718622311,0.8090601563453674,0.7999611273720615,0.7295056581497192,0.7295046496005378,0.802597165107727,0.7977329295388382,2226,0.8001518774543411,0.7304692869294286,0.7999611273720615,0.7295046496005378,,,,,2226,0.3278235203522435,0.536263400689445,671,0.7434318898066603,0.7599393814714281,111,,,0.3136896835187379,0.4378476955807703,869,0.6900890718759513,0.5083514919655573,143,,,0.43748390959703837,0.5615617848410797,432,0.6671176037917701,0.6994440712569463,64,,,0.41904269922976406,0.5445892259105831,633,0.667505529080644,0.6335584745156455,125,,,0.18253356624695183,0.272323629675276,672,0.5381591865920126,0.589873081769421,95,0.1174534908704228,0.08557687608345481,972,0.18853094217459931,0.20583028408552678,462,0.19360671051122483,0.16247554610180148,1357,0.24914214273457896,0.2597787314644754,236,0.3414944176011602,0.6171483163686113,717,0.4713780638122827,0.6482684808822389,288,,,0.1488870681341009,0.17421743252691504,1344,0.3370439144397615,0.2826580941910123,263,0.09232292844841887,0.16961056512279765,1364,0.49197423079091707,0.4440070529034892,76,0.3001214278084477,0.5228091931653363,1025,0.6271506273364612,0.67096535675997,180,,,0.16471199061182165,0.1478604321907783,1360,0.1400041860154877,0.15057483858335632,523,,,0.4149107653105263,0.31705027893487603,575,0.5323195571282672,0.3768683974537237,220,0.317673877397542,0.24248886632686267,575,0.38197626432093307,0.33299407919875806,98,0.17165634954522235,0.2202184139568958,1247,0.3158909567680098,0.3144537406707298,214,0.2628941603455749,0.3341361104983655,0.4694476111112225,0.4585043704781518,0.367584430038497,0.6629657080212067,,,0.6224322103533279,0.3988147974014282,0.5996699368114249,0.023308703522426987
bilstm_ranking_only_seed456,bilstm,ranking_only,456,0.7288225889205933,0.6982475439066003,0.5140799827994075,0.963210940361023,22571,0.8308435236180497,0.8841918047893988,0.9035005399927373,0.8127042223438332,0.8145418167114258,0.8088023508751799,0.7479074001312256,0.7491130681527485,0.816643476486206,0.8125106210025992,2226,0.808814752878037,0.7503232927400935,0.8088023508751799,0.7491130681527485,,,,,2226,0.3930307396547865,0.5161698911337128,671,0.7364896698621803,0.721586247657809,111,,,0.31769535946495825,0.44137985663423596,869,0.5881608170566979,0.3860916938633695,143,,,0.48065940725641504,0.5683958364702667,432,0.6749773687799396,0.6892062488214956,64,,,0.3560165992728926,0.5854082493580105,633,0.7050695382366351,0.6645664451985672,125,,,0.18978581097780903,0.35871736871411775,672,0.5589085391385876,0.5857131965920271,95,0.11970444519517244,0.1647499690493951,972,0.18678631464421344,0.2625589039802208,462,0.12329286304838857,0.08987167997634035,1357,0.09562521376419245,0.12376234449976309,236,0.30383139057433395,0.43068027363859773,717,0.39878868690360597,0.4199820906810594,288,,,0.19105576817866798,0.26594671060311753,1344,0.4112919293756626,0.38641389082949557,263,0.1623294406295265,0.2651589358252251,1364,0.6395377752003037,0.615183639890355,76,0.3165557085899938,0.45069849153104957,1025,0.5791017017517408,0.5529419820427492,180,,,0.12617985248309443,0.1134926204704184,1360,0.09160400697479258,0.1336793935153513,523,,,0.44614390267091153,0.4866021916374995,575,0.5824961509934333,0.5382146029034406,220,0.33240669442862947,0.38615775288126386,575,0.445403045524197,0.48547553008470856,98,0.1672958386315782,0.16267883970139482,1247,0.319460685125419,0.26107744470590766,214,0.26839892140381055,0.35240724450830974,0.4675800962221068,0.45509691035108807,0.36773176864606494,0.6368273564562533,,,0.6262667762256916,0.3920273780822754,0.5959158711599875,0.06027989496260487
bilstm_ranking_seed42,bilstm,ranking_only,42,0.7381131649017334,0.7011159166720105,0.5179689049156907,0.953896701335907,22571,0.847828574551705,0.8922217024070322,0.9048319002987237,0.8134919307993402,0.8197314739227295,0.8085378262581068,0.7507046461105347,0.7426083557808347,0.8181627988815308,0.8094454308585994,2226,0.8092210434490269,0.7450768083152438,0.8085378262581068,0.7426083557808347,,,,,2226,0.36372748144332884,0.5837368813998408,671,0.7353882177723798,0.7754722150135577,111,,,0.29435473299054615,0.3367464214809112,869,0.5328283358691032,0.3487261149033888,143,,,0.4209495250423513,0.5006231404063248,432,0.6550186069586695,0.6249997189093335,64,,,0.4293111664233456,0.663082732739147,633,0.7242340965275075,0.6884093337570542,125,,,0.17791672452236354,0.41469389209717894,672,0.5004642959596288,0.659035906297716,95,0.11567346304859646,0.1007034303275763,972,0.1443977435513254,0.17507837561601267,462,0.07659243049430522,0.037524080883058156,1357,-0.02286480464919575,0.04086997489062113,236,0.24415542661562623,0.294016795867575,717,0.32357493178565466,0.283993857545076,288,,,0.09873334188797045,0.12043652450702816,1344,0.18880622402927172,0.16319242518820753,263,0.15977134661551154,0.3192215661024475,1364,0.6539822600813116,0.6094574058792332,76,0.3256324009126799,0.49766477851687474,1025,0.5952222706181519,0.6531230586461423,180,,,0.1533368194173882,0.1293345582266776,1360,0.17209770441471112,0.17381329510006366,523,,,0.4163099386067734,0.44233797343924985,575,0.5555113195806307,0.4886804482063597,220,0.2678212037249246,0.32141839072932143,575,0.4478643642679851,0.42509863092272937,98,0.17571016046333549,0.1855957683699741,1247,0.28237102380094237,0.3096468776730278,214,0.24799974414726977,0.32980912900621234,0.43259310603787177,0.42797317590323486,0.3675619563422307,0.626825827493358,,,0.61873459326212,0.4077696204185486,0.6076297291431748,0.0015121315595716
