model,architecture,condition,seed,pearson,spearman,kendall,mse,n_samples,ndcg@100,ndcg@500,ndcg@1000,spearman_extreme,cross_pearson_k562,cross_spearman_k562,cross_pearson_hepg2,cross_spearman_hepg2,cross_pearson_consensus,cross_spearman_consensus,cross_n_samples,e1_raw_spearman_k562,e1_raw_spearman_hepg2,e1_denoised_spearman_k562,e1_denoised_spearman_hepg2,e1_n_samples,cagi5_all_F9_spearman,cagi5_all_F9_pearson,cagi5_all_F9_n,cagi5_highconf_F9_spearman,cagi5_highconf_F9_pearson,cagi5_highconf_F9_n,cagi5_all_GP1BB_spearman,cagi5_all_GP1BB_pearson,cagi5_all_GP1BB_n,cagi5_highconf_GP1BB_spearman,cagi5_highconf_GP1BB_pearson,cagi5_highconf_GP1BB_n,cagi5_all_HBB_spearman,cagi5_all_HBB_pearson,cagi5_all_HBB_n,cagi5_highconf_HBB_spearman,cagi5_highconf_HBB_pearson,cagi5_highconf_HBB_n,cagi5_all_HBG1_spearman,cagi5_all_HBG1_pearson,cagi5_all_HBG1_n,cagi5_highconf_HBG1_spearman,cagi5_highconf_HBG1_pearson,cagi5_highconf_HBG1_n,cagi5_all_HNF4A_spearman,cagi5_all_HNF4A_pearson,cagi5_all_HNF4A_n,cagi5_highconf_HNF4A_spearman,cagi5_highconf_HNF4A_pearson,cagi5_highconf_HNF4A_n,cagi5_all_IRF4_spearman,cagi5_all_IRF4_pearson,cagi5_all_IRF4_n,cagi5_highconf_IRF4_spearman,cagi5_highconf_IRF4_pearson,cagi5_highconf_IRF4_n,cagi5_all_IRF6_spearman,cagi5_all_IRF6_pearson,cagi5_all_IRF6_n,cagi5_highconf_IRF6_spearman,cagi5_highconf_IRF6_pearson,cagi5_highconf_IRF6_n,cagi5_all_LDLR_spearman,cagi5_all_LDLR_pearson,cagi5_all_LDLR_n,cagi5_highconf_LDLR_spearman,cagi5_highconf_LDLR_pearson,cagi5_highconf_LDLR_n,cagi5_all_MSMB_spearman,cagi5_all_MSMB_pearson,cagi5_all_MSMB_n,cagi5_highconf_MSMB_spearman,cagi5_highconf_MSMB_pearson,cagi5_highconf_MSMB_n,cagi5_all_MYCrs6983267_spearman,cagi5_all_MYCrs6983267_pearson,cagi5_all_MYCrs6983267_n,cagi5_highconf_MYCrs6983267_spearman,cagi5_highconf_MYCrs6983267_pearson,cagi5_highconf_MYCrs6983267_n,cagi5_all_PKLR_spearman,cagi5_all_PKLR_pearson,cagi5_all_PKLR_n,cagi5_highconf_PKLR_spearman,cagi5_highconf_PKLR_pearson,cagi5_highconf_PKLR_n,cagi5_all_SORT1_spearman,cagi5_all_SORT1_pearson,cagi5_all_SORT1_n,cagi5_highconf_SORT1_spearman,cagi5_highconf_SORT1_pearson,cagi5_highconf_SORT1_n,cagi5_all_TERT-GBM_spearman,cagi5_all_TERT-GBM_pearson,cagi5_all_TERT-GBM_n,cagi5_highconf_TERT-GBM_spearman,cagi5_highconf_TERT-GBM_pearson,cagi5_highconf_TERT-GBM_n,cagi5_all_TERT-HEK293T_spearman,cagi5_all_TERT-HEK293T_pearson,cagi5_all_TERT-HEK293T_n,cagi5_highconf_TERT-HEK293T_spearman,cagi5_highconf_TERT-HEK293T_pearson,cagi5_highconf_TERT-HEK293T_n,cagi5_all_ZFAND3_spearman,cagi5_all_ZFAND3_pearson,cagi5_all_ZFAND3_n,cagi5_highconf_ZFAND3_spearman,cagi5_highconf_ZFAND3_pearson,cagi5_highconf_ZFAND3_n,cagi5_all_mean_spearman,cagi5_all_mean_pearson,cagi5_highconf_mean_spearman,cagi5_highconf_mean_pearson,cagi5_all_matched_mean_spearman,cagi5_highconf_matched_mean_spearman,probe_experiment_accuracy,probe_activity_r2,probe_activity_spearman,probe_feature_overlap,e1_k562norm_spearman_k562,e1_k562norm_spearman_hepg2,e1_hepg2norm_spearman_k562,e1_hepg2norm_spearman_hepg2
bilstm_e3_gc_dependent_disentangle_seed42,bilstm,full_disentangle,42,0.7394521473283806,0.7041657082604561,0.5195912459239932,0.6404986381530762,22571,0.823965299811201,0.8814811634789221,0.8995970001796161,0.8126912917409616,0.8197425113237089,0.8120263156793176,0.764616810498887,0.7683955059308034,0.827715613619668,0.8247139815361125,2226,0.8118326161843666,0.7723866493341872,0.8120263156793176,0.7683955059308034,2226,0.36652085513515303,0.5933284125628369,671,0.7089972501705449,0.7557409966138839,111,0.30831204913202653,0.367829519029987,869,0.627692520355368,0.542256613898025,143,0.4409979986398385,0.5212282208661633,432,0.6317372039616429,0.5985152769145725,64,0.39198520666444636,0.5462308810581116,633,0.6884092472228286,0.6619459581596113,125,0.1817863878384387,0.36640566347374964,672,0.528541070100977,0.6367963720415383,95,0.11560171750597739,0.12015552927471797,972,0.1654918432290201,0.2090298269414108,462,0.1433770587279027,0.1235449946086595,1357,0.09918445018855081,0.1559661970852504,236,0.3452067132122,0.5520020798108305,717,0.4534324209348501,0.5668154105366947,288,0.20933780280384584,0.2363139431159609,1344,0.4082146213863134,0.36592172005940604,263,0.1454297742377688,0.21323528143475096,1364,0.6296071918446109,0.5647821504435623,76,0.31552104788709473,0.5879786585941198,1025,0.6168051895044618,0.6923380365698399,180,0.13070916254284481,0.10435343169152558,1360,0.11570540399248598,0.12510755466263318,523,0.3637406789048677,0.26210949746596524,575,0.5111423870891509,0.3434447204431575,220,0.27814444749962897,0.18836912538515568,575,0.28171897258886125,0.27208651516190857,98,0.14928585826094715,0.16121712501971935,1247,0.20529122032367922,0.24199095429942943,214,0.2590637839328654,0.3296201575594836,0.44479806619288975,0.4488492202553949,0.36420407558085155,0.6411610402610753,0.6206518761983019,0.4043049216270447,0.6048413699032806,0.1633589522834856,0.8120104997122546,0.7685250004702625,0.8120477372711644,0.7682826003395467
bilstm_full_disentangle_seed123,bilstm,full_disentangle,123,0.6871323726237163,0.626255963802323,0.45040972253253675,39.60555648803711,22571,0.8503174573215764,0.8851051033547236,0.8989274236981616,0.7725184585449197,0.832193408173841,0.8213437159289191,0.8718677845870827,0.8814360972604026,0.8861371741562243,0.8909213982067845,2226,0.8216690407159157,0.8815068782595872,0.8213437159289191,0.8814360972604026,2226,0.3163480360185135,0.36730129549132556,671,0.6460740568811018,0.6434783175730446,111,0.23194894020392615,0.3158258688344279,869,0.5350161043104064,0.4430800365112359,143,0.39708967940316775,0.4467360352001413,432,0.6508939489473853,0.7038017218688152,64,0.3016878893490931,0.5333752455098311,633,0.6272252349271973,0.5977789900820709,125,0.18311524849962232,0.31368841427642113,672,0.3673167794664642,0.5384604414137183,95,0.12586229716246014,0.17520199813863072,972,0.2636378510223951,0.2605172111416462,462,0.0802295887439454,0.023314805586771407,1357,0.007753079312314894,-0.022548108536993173,236,0.35371310692170876,0.499923315717681,717,0.4233118534973542,0.5017348509013537,288,0.1696304676246574,0.12144137436751419,1344,0.2467646656779266,0.18724335515702467,263,0.08330390381732478,0.10008583172863994,1364,0.44905113083201303,0.34588377496042166,76,0.23869430624247978,0.20246769735953438,1025,0.42741731410178435,0.3126537806959334,180,0.2658553065717779,0.20686292407427687,1360,0.3774950058150547,0.26949724099389416,523,0.3208429138355856,0.2641910440194372,575,0.42030990951876723,0.2587854418745908,220,0.2959242862799156,0.2923737841673679,575,0.5511377279322117,0.3488705462773749,98,0.1634034787688293,0.11760825808939855,1247,0.17901912175912482,0.17496383211670305,214,0.2351766299628672,0.2653598595040933,0.41149491893343354,0.3709467622020556,0.3007624663872382,0.5267762169257548,0.6296904957545878,0.4458264112472534,0.6277167449558653,0.10243337602196566,0.8213423946225047,0.8814612347172947,0.8213445373256606,0.8814160214562857
bilstm_full_disentangle_seed42,bilstm,full_disentangle,42,0.68201224484521,0.6254481502978293,0.4496762219484035,24.973299026489258,22571,0.8474160224531843,0.8885453672603242,0.8988477073853381,0.7765639612712777,0.8220028418254979,0.8155701709966441,0.8432065498573466,0.8536476142789061,0.865545689239414,0.871479524078884,2226,0.8152301105696897,0.8540927949360171,0.8155701709966441,0.8536476142789061,2226,0.3071327058040387,0.4281242013679596,671,0.7375911219519808,0.6815335544315293,111,0.23824051230438717,0.2726824515523112,869,0.5817678539284995,0.48738552069592656,143,0.35309067880094336,0.41685847453917,432,0.5316225881210822,0.48994671734535855,64,0.30627853606881683,0.4485755304880694,633,0.5370593220704772,0.5619973186347206,125,0.08963778368785745,0.15163107774438445,672,0.3001160573262565,0.31217685401447715,95,0.09509712239615752,0.11116381252773797,972,0.18115667809596783,0.1929041951754973,462,0.1163054342756108,0.023704441865049043,1357,0.021840830269079032,-0.03488470279935349,236,0.1982320595317687,0.26368540221312103,717,0.3034495076964987,0.2596204684176131,288,0.13894582250150667,0.15473725204690825,1344,0.3790176431616461,0.2992935528834418,263,0.12388472860134271,0.09505254054756668,1364,0.604643948560672,0.4099683961635547,76,0.2742396761183646,0.4181810318119591,1025,0.6084146330131687,0.5811770418758794,180,0.26047285051552355,0.1930787230991776,1360,0.3757466008115958,0.2599692987403362,523,0.39685464681748905,0.3707525739628382,575,0.49952086559589143,0.37807192214313556,220,0.3107805928276398,0.28693417474317706,575,0.38283708823391593,0.3507331963372651,98,0.09214060397362099,0.05724045361657359,1247,0.21967422531776834,0.20419716346284397,214,0.22008891694833785,0.24616014280840018,0.41763059761029997,0.362272699834815,0.2768124313062633,0.5250930896561862,0.6280471103807176,0.46583491563796997,0.6424418591602125,0.30598836657828776,0.8155693185935353,0.853653201407939,0.8155849322032556,0.8536339127302665
bilstm_full_disentangle_seed456,bilstm,full_disentangle,456,0.6877432983387419,0.6300636802127715,0.45372464016836767,30.825538635253906,22571,0.8299416321799274,0.8833323880453231,0.8982749489450301,0.7760913675460945,0.8163340008772992,0.806114663492365,0.8520019675532234,0.8594672589403067,0.868182192500083,0.8698705504523704,2226,0.8057952059803726,0.8603050530457645,0.806114663492365,0.8594672589403067,2226,0.36660405026107207,0.4306231089002153,671,0.7478245333998491,0.7326270840672678,111,0.19499844392504823,0.29220652496673655,869,0.47926084610695013,0.37983979722007716,143,0.3120664439146961,0.3569017494908835,432,0.5053851802159685,0.5423715176122215,64,0.09928076211974737,0.12212646685365454,633,0.16598222057982207,0.1964842300578545,125,0.17288458784932756,0.269675380717598,672,0.520373026525924,0.5062910024841788,95,0.12482705733556525,0.1155091483982393,972,0.20310136888161678,0.20831648591086913,462,0.14335573509055075,0.11057713484199945,1357,0.19489980482894873,0.20182855739278185,236,0.26312021579893813,0.3968019716161002,717,0.28307842492733987,0.35442987441855844,288,0.10745367894680866,0.061638839526172357,1344,0.24055989951005916,0.11252038287086519,263,0.0852509395458693,0.10781578976838721,1364,0.32337316957566853,0.21695401005220286,76,0.20568886607697967,0.24128084888643797,1025,0.4012383662949829,0.4713558953560778,180,0.2411040926200571,0.2060230753025789,1360,0.298862666591365,0.23736979395100458,523,0.2544604752404828,0.23381620494458963,575,0.3282506437851277,0.3217435845480069,220,0.22347539857653428,0.20202098766948687,575,0.30418966495442895,0.3988760660658538,98,0.10864082526552406,0.11553157984568345,1247,0.13604583782978644,0.17925448367707272,214,0.19354743817114675,0.21750325411525087,0.3421617102671892,0.33735085104565954,0.24040898210236267,0.4116617483023254,0.6259928786633799,0.46209514141082764,0.6385966223374137,0.014631946290600948,0.8060947911309291,0.8594755370952695,0.8061253508975202,0.859459378972322
bilstm_hierarchical_contrastive_seed42,bilstm,contrastive_only,42,0.6603233161992721,0.6088451184959962,0.4361110998941964,0.1867702305316925,22571,0.7858567543610057,0.8412386083506067,0.8591527778230357,0.7632790759188006,0.772133774255701,0.7623421526131814,0.8189061762706428,0.8325861613982598,0.8266689787055421,0.8329438455514044,2226,0.7651382110567098,0.8326360615158306,0.7623421526131814,0.8325861613982598,2226,0.41396013430382417,0.5063117800543184,671,0.8210645149885794,0.7902286834796505,111,0.3225737458741594,0.455583753569228,869,0.6164540400696492,0.4324086576639951,143,0.40362156686251155,0.46649353572760405,432,0.5709443278286588,0.6306576884556527,64,0.3480180677824626,0.44644545976095257,633,0.5369671404529166,0.5133926540394599,125,0.24192028839912633,0.2184594021971471,672,0.48012124403685563,0.4537527802368213,95,0.1857843573155575,0.15642630967042354,972,0.27914454251073395,0.2695273824564501,462,0.17759883572612142,0.11606717423295426,1357,0.22557886247166115,0.19507260935314863,236,0.2662679214172159,0.3367201058968051,717,0.3872193687622411,0.36639763579387885,288,0.14290823424210514,0.13624572553570816,1344,0.32852894021556056,0.2839545743156827,263,0.10926671699592934,0.08206874308096146,1364,0.46587567288091425,0.38629486873962654,76,0.20885236713882396,0.3851259116183407,1025,0.5363463890606691,0.6386959418358064,180,0.3661546132619949,0.32766527813090784,1360,0.5036829125512003,0.3599263303764046,523,0.5160161153715948,0.5593818922597997,575,0.6815938109204885,0.599343111162783,220,0.4547230606572108,0.4792563884053823,575,0.6138503441113712,0.5910231703942215,98,0.19742539856735386,0.21346591353650243,1247,0.3383526917702732,0.348437057999418,214,0.2903394282610661,0.325714491578469,0.4923816535087848,0.4572742097535333,0.3327783452344275,0.5675255276734164,0.6414680909339907,0.4814053177833557,0.6489956718670009,0.03376033798985965,0.7625948360097862,0.8325765820639915,0.7620936431087615,0.8325564540386315
bilstm_ranking_contrastive_seed123,bilstm,ranking_contrastive,123,0.6687474757237574,0.6397360942820781,0.45914959911316083,0.30865994095802307,22571,0.7778751120940619,0.8453365165084792,0.861891554677824,0.7729082650225626,0.7799030773976792,0.7730437614044037,0.8264109961203759,0.8344903497324495,0.8414366183739529,0.8403532068830161,2226,0.7684899014222698,0.8288706542269236,0.7730437614044037,0.8344903497324495,2226,0.43210491577931126,0.5590662640644879,671,0.7644296915982765,0.7803510854155735,111,0.32172565831275407,0.4716142335381767,869,0.6401131344330108,0.551647777995563,143,0.4392374549196034,0.49108922766414276,432,0.6729837840744854,0.7089275850572532,64,0.31087154883296836,0.4327010301329714,633,0.5404362419937847,0.5314227538209451,125,0.22182406068823593,0.31143727837159907,672,0.5792025547791779,0.49958742030050957,95,0.19921461060974802,0.12814756459095109,972,0.2941180249083651,0.22292430889146947,462,0.1763135480211343,0.08592001431023405,1357,0.17239336838679337,0.13149652880080423,236,0.35261546309213304,0.4752028358341317,717,0.4310709502512298,0.4920882790967275,288,0.12024549914407295,0.12597347891296143,1344,0.23691543247346106,0.20214722029439572,263,0.1929174305224797,0.16438645562071327,1364,0.5850153161702873,0.4651079635622488,76,0.31733360698884416,0.4838188717894011,1025,0.6295438136514517,0.6436328744217148,180,0.29781315858292634,0.25232534171867205,1360,0.4170759842307699,0.34561605562499537,523,0.4040936776172136,0.4513720011232659,575,0.6041985238658772,0.48558269156240863,220,0.2871068128101918,0.3834483947167351,575,0.5080263910753436,0.39945984640604876,98,0.2418983236555449,0.2515141339017371,1247,0.40212775640051374,0.3905190674492356,214,0.2876877179718108,0.33786780841934533,0.4985100645528553,0.4567007639133262,0.35310025807264867,0.5850933714618585,0.6496850178033415,0.48357290029525757,0.6622041863004897,0.08761676190936386,0.7730808782016733,0.8345267745934336,0.7730652560986742,0.834492833732291
bilstm_ranking_contrastive_seed42,bilstm,ranking_contrastive,42,0.6590002882422935,0.6230639244000772,0.4462442240233057,0.18018069863319397,22571,0.8078617406789674,0.868673666158933,0.8845630591778145,0.7585710632584585,0.7636987912890812,0.7643630910458656,0.7955418523380403,0.8117901839100927,0.812617042006274,0.8229348972532751,2226,0.755683914976632,0.8126342423888289,0.7643630910458656,0.8117901839100927,2226,0.4940626780815354,0.6009845734617528,671,0.8293012702577254,0.795442584194407,111,0.30853851214098094,0.4263235149770459,869,0.5834774328324446,0.5116377143456283,143,0.442221750368578,0.504172913355003,432,0.6937445627312829,0.6893562225434362,64,0.37707063266975327,0.47194932877935314,633,0.6140924271453808,0.5852681448177498,125,0.21648905238573268,0.3040120365041167,672,0.5108389722329163,0.4293936580719683,95,0.16366585994634725,0.1261347858272109,972,0.2520827360225579,0.23328617596285123,462,0.22723628886503397,0.12113804724555072,1357,0.17336256036583386,0.14805596951151992,236,0.3702015345190269,0.553059957637251,717,0.45194013236849284,0.5343330746956145,288,0.12176018758568107,0.17301548088845103,1344,0.3185520219899866,0.3059107218146413,263,0.1375012577125915,0.13797799033415972,1364,0.38628054265119405,0.3528794752254844,76,0.2995291805911576,0.4581273612371735,1025,0.6419943500219163,0.6569666016399068,180,0.32057063554290777,0.2571343807412483,1360,0.4282968562123063,0.3129919811505329,523,0.4983148008899972,0.4887817894813674,575,0.6271011993509693,0.6060428055127429,220,0.3819195509625472,0.40480953250519935,575,0.4318211571193561,0.6178270470888865,98,0.17760001933854214,0.24146902319876745,1247,0.26268118592972384,0.344075494685971,214,0.3024454627733609,0.3512727144115768,0.4803711604821392,0.4748978447507561,0.3731707034162771,0.6061210045099356,0.6185976444809641,0.46932095289230347,0.6577906501874206,0.04275155398873711,0.7642562926063311,0.8117615242391528,0.764423671503438,0.8118342423200708
bilstm_ranking_contrastive_seed456,bilstm,ranking_contrastive,456,0.659165614210835,0.6395983665338125,0.46025885135199945,0.1641780436038971,22571,0.8190001923554163,0.8550865409490609,0.8719863986365565,0.7712182771173005,0.7752210119579308,0.7808200483836627,0.8186436704020463,0.8349535037446744,0.8360508089609368,0.8447025308891227,2226,0.7673476573217602,0.8376781590670906,0.7808200483836627,0.8349535037446744,2226,0.42200705770808383,0.4346105812845592,671,0.7203365019635515,0.7070393028810509,111,0.32355443011631346,0.5190558752965809,869,0.5852752613076619,0.5025326771807426,143,0.34106758050599006,0.3608882205050394,432,0.545027726657756,0.5383546166320448,64,0.35739510407742275,0.46777491904099194,633,0.5457397577241112,0.5254695795188606,125,0.20801137961568136,0.12623550488971283,672,0.47510553288785234,0.388174654200294,95,0.2414738225062765,0.17022439047691396,972,0.3535546834368484,0.30743839186718025,462,0.1872930934566712,0.1199872978496426,1357,0.15697760072393938,0.18082374574429425,236,0.37739085006242246,0.6257735070006144,717,0.5344837095121756,0.6159443824720702,288,0.11471389017002828,0.1361715841399552,1344,0.22935595132711525,0.28354730296697966,263,0.11160020513470414,0.10287926359305531,1364,0.5615019927702377,0.4446307987644144,76,0.30478680110185236,0.3727074840939553,1025,0.5924020970629545,0.5197351595340662,180,0.28767400738315685,0.2752384871157748,1360,0.39174493651171144,0.3715068808701413,523,0.39262206000794786,0.36704808412826195,575,0.5068601807259991,0.40382702058754805,220,0.3073580518325537,0.2741485933713917,575,0.44148789083848233,0.3488178326987959,98,0.19113442142534937,0.2643798780136869,1247,0.32969900894432763,0.3953613908016686,214,0.27787218367363026,0.30780824472000906,0.46463685549298167,0.43554691578134347,0.3448394044221774,0.5592871415342746,0.6569433032046015,0.4836893081665039,0.6668518549245797,0.10920946718866939,0.780845144501993,0.834740730465837,0.7807506670135843,0.8351243966745447
bilstm_ranking_only_seed123,bilstm,ranking_only,123,0.7298469258712147,0.696190870618166,0.5138716299015366,0.8114354610443115,22571,0.8242083075225038,0.886507566590166,0.9044292042951578,0.8103135015980032,0.8090603160482354,0.7999620836736985,0.7295057525379989,0.7295045538615925,0.8025972416462877,0.7977336339814706,2226,0.800147820515997,0.7304677485786443,0.7999620836736985,0.7295045538615925,2226,0.3278111642471046,0.536263409971441,671,0.7434318898066603,0.7599406761407218,111,0.3136972661284727,0.43784531239779995,869,0.6900890718759513,0.5083506796206624,143,0.43746194654052084,0.5615552869100501,432,0.6671176037917701,0.699439642575527,64,0.41906373336472735,0.5445851514701935,633,0.6676069288599608,0.6335554099830998,125,0.18252934814461913,0.27232224725018106,672,0.5381591865920126,0.589882204851201,95,0.1174792813673916,0.08557212337249771,972,0.18848956568462083,0.20582211164663733,462,0.1935970780024144,0.16247726102670823,1357,0.24914214273457896,0.25978275062171274,236,0.3415224533577649,0.6171461956367851,717,0.47134641453449094,0.6482676218257301,288,0.14888929382925398,0.17421479889022987,1344,0.3370439144397615,0.2826640521348294,263,0.09227185508804658,0.16961131017180217,1364,0.49197423079091707,0.4440095325231969,76,0.300137313861591,0.5228072710221146,1025,0.6271506273364612,0.6709638330183493,180,0.16471122825523576,0.1478606443903959,1360,0.1400000336322481,0.15057655099854006,523,0.4148683572146164,0.3170587927008766,575,0.5323877433330233,0.3768660304025702,220,0.31762808392302117,0.2424907155311865,575,0.38197626432093307,0.3329840757886653,98,0.17164612864715792,0.2202164425663014,1247,0.3158909567680098,0.3144507786303502,214,0.2628876354647958,0.33413513088723756,0.46945377163342666,0.45850373005078615,0.367590064973828,0.6629910579660359,0.6217474664475486,0.3988078236579895,0.5996614320302706,0.03284191508617908,,,,
bilstm_ranking_only_seed456,bilstm,ranking_only,456,0.7288226869872916,0.6982473224454636,0.5140797678124052,0.9632110595703125,22571,0.8308435236180497,0.8841912676955566,0.9035002026815027,0.8127039059761662,0.8145421413730224,0.8088030672854505,0.7479075770725429,0.7491140826591886,0.816643692652454,0.8125114848287767,2226,0.8088134081808545,0.7503242240189276,0.8088030672854505,0.7491140826591886,2226,0.3930160196002722,0.5161643443199787,671,0.7364896698621803,0.7215807560604809,111,0.31774948045627394,0.44138598346302393,869,0.5881608170566979,0.386096209425013,143,0.4806725850903255,0.5684016413329285,432,0.6749773687799396,0.6892107533024836,64,0.3560017168534417,0.5854044616450901,633,0.7050695382366351,0.664564769745599,125,0.18975497724385582,0.35871918034821326,672,0.5589085391385876,0.5857124107120296,95,0.11967830838547515,0.1647370133040527,972,0.1868005530245884,0.2625403620476859,462,0.1233072437151998,0.08987232765646648,1357,0.09567335479957279,0.12376127825483334,236,0.30389198818529944,0.43069122027633666,717,0.39878868690360597,0.4199946902165248,288,0.1910547003404977,0.26594459347390736,1344,0.4112665243456229,0.38640832162166805,263,0.16235590776727923,0.26515515567326603,1364,0.6395377752003037,0.6151796291246343,76,0.31654761233071027,0.4507035419389578,1025,0.5791017017517408,0.5529447038946232,180,0.12618602237084756,0.1134843869763793,1360,0.09158110595207726,0.1336672377657612,523,0.4461610100256132,0.4866163996443869,575,0.582506857918147,0.5382229175744064,220,0.3323424243223227,0.3861699329007762,575,0.445403045524197,0.4854807287387975,98,0.16726120952509257,0.1626729908467512,1247,0.3192990370488571,0.2610659504547346,214,0.26839874708083383,0.35240821158670094,0.4675709717028502,0.45509538126261845,0.36774284868268786,0.6368273564562533,0.6266776225691592,0.39202624559402466,0.595916398282659,0.06312172503264969,,,,
bilstm_ranking_seed42,bilstm,ranking_only,42,0.7381131563883887,0.7011157201108509,0.517968745794059,0.9538993835449219,22571,0.847828574551705,0.892221831799367,0.9048320058823279,0.8134918871971858,0.8197317434804968,0.8085365082675957,0.7507049108493139,0.7426063398932722,0.8181630547351316,0.8094437280087594,2226,0.8092220769945959,0.7450779615343608,0.8085365082675957,0.7426063398932722,2226,0.36382525756791656,0.5837356455588211,671,0.7353882177723798,0.7754714171883436,111,0.29437143485469053,0.33674399232299623,869,0.5328283358691032,0.3487240805147084,143,0.4209404420155881,0.5006243463955309,432,0.6550186069586695,0.6249994853480333,64,0.42928367298709447,0.6630840589929188,633,0.7242340965275075,0.6884102676889277,125,0.17787852572028304,0.41469260401760943,672,0.5004642959596288,0.6590374799654715,95,0.11568569507553479,0.10070529351109342,972,0.14437808971858562,0.17508077475789716,462,0.07657321535308355,0.03752012275445312,1357,-0.022854304688989472,0.04086641426383598,236,0.2441339683536024,0.29401476848199826,717,0.32357493178565466,0.2839927873282121,288,0.0987210911833497,0.12043217765789271,1344,0.18873759745461915,0.16319021243683074,263,0.15977353525111446,0.31922452932702755,1364,0.6539822600813116,0.6094566597990011,76,0.3255983665343568,0.4976596263963902,1025,0.5952984081019479,0.6531215200374131,180,0.1533766640524936,0.1293300787295069,1360,0.17212966518267647,0.1738031507310529,523,0.4162982285909169,0.442345502042903,575,0.5553456440087442,0.4886840101456498,220,0.2678431111187246,0.321421414341795,575,0.4478643642679851,0.42509011529006874,98,0.1757203052498502,0.18559628248420826,1247,0.28237102380094237,0.3096468927608134,214,0.24800156759390665,0.3298086962010096,0.4325840821867177,0.4279716845504173,0.36754847909793253,0.626844861864307,0.6185976444809641,0.4077722430229187,0.607632149630625,0.0020293764219056942,,,,
bilstm_two_stage_seed42,bilstm,two_stage,42,0.7301450202312731,0.6675679287132941,0.48763118539444444,0.15262891352176666,22571,0.8460836665373256,0.8908697962319397,0.9027770842430246,0.8019135818681562,0.8456503533984635,0.8266288817493399,0.832717654920321,0.828204239361662,0.8716794444564591,0.863735717864209,2226,0.8233164302132944,0.8361124840614119,0.8266288817493399,0.828204239361662,2226,0.3173944511218832,0.41664559996670153,671,0.7228158662294372,0.6733575825735133,111,0.20168412879782746,0.1384441792519734,869,0.4931981214211059,0.33111309091176033,143,0.3053971942883192,0.3365606836699019,432,0.4114346366256048,0.4575085798559143,64,0.26115260326786927,0.4412389764853498,633,0.48090842609366086,0.5263251997645316,125,0.057362072639066355,0.10648128702953133,672,0.2037807783861818,0.2751651691196228,95,0.1402182535304106,0.16633192767582458,972,0.24634637246927954,0.25057928243729677,462,0.11176646066896447,0.0847360710106496,1357,0.14940667289520299,0.1199336028054806,236,0.12667644028011718,0.3374601206235105,717,0.20950691566814025,0.3354694612698217,288,0.08920758009101984,0.10686042239620716,1344,0.31372539621790674,0.22955024337470614,263,0.09195980850464827,0.042388412903990105,1364,0.3180795941505264,0.1982011754811455,76,0.2837973074164642,0.3815320318823967,1025,0.6195965542820069,0.5968617362752602,180,0.16446072346760043,0.13108039334388738,1360,0.2398769562068677,0.18950018998183607,523,0.25463934494360796,0.2140272190513398,575,0.3575819822773043,0.3000456221082817,220,0.20480537463030868,0.1777791736505814,575,0.24121561336465977,0.2986606207284978,98,0.023222406973478733,0.026378710738322934,1247,0.0839131085319262,0.1357235631235553,214,0.17558294337477237,0.20719634731201125,0.33942579965465414,0.3278663413207484,0.26300780844262,0.5012844346055946,0.6202410298548343,0.4463353157043457,0.6361580388438769,0.2085283016990298,0.8266088913461206,0.8281923965628911,0.8266464259133889,0.8282026368222664
bilstm_variant_contrastive_seed42,bilstm,full_disentangle,42,0.6265826300037953,0.6229649159448007,0.44762534222027756,0.7124290466308594,22571,0.8168302404556623,0.8713687346621101,0.8898603453735875,0.7734219428537203,0.7280544487816094,0.8000854357054497,0.737660866400362,0.8352116170298292,0.7552678283190274,0.8537463432797742,2226,0.8010722470637163,0.8366448529795018,0.8000854357054497,0.8352116170298292,2226,0.41581764228954227,0.458231207642435,671,0.7710778984351205,0.7272280374633721,111,0.25884155743100695,0.22218762145087784,869,0.41886324999146024,0.3161780569629358,143,0.4510690651421398,0.4808828370304483,432,0.6409489401868445,0.5356216946469536,64,0.35298988425950634,0.5440798606700026,633,0.6008828013489304,0.5673296588215578,125,0.14123569076783724,0.221775873112463,672,0.25916375652028817,0.3407302886201775,95,0.09487997124699006,0.09643022811748427,972,0.1467035093031544,0.1700369061441355,462,0.1530453793840746,0.02265343287015,1357,0.02393169191015553,-0.022171914827282438,236,0.22941067003840215,0.24086135796720137,717,0.24007559668960873,0.23217960950920202,288,0.2132946478455228,0.18670161053029213,1344,0.35229815026902783,0.2879070350656255,263,0.04388692282147526,0.06287632298099649,1364,0.2891769458990401,0.25148691315236366,76,0.23450597702755868,0.2832164213272119,1025,0.4971170649772812,0.3740571389236185,180,0.19622253075620313,0.15507324103724607,1360,0.2825103716775228,0.21644637326054206,523,0.4135069837600606,0.4262993952649553,575,0.571071298801495,0.5386303101289759,220,0.3497640109235938,0.36410659632949277,575,0.49577718561726875,0.6104763398692814,98,0.15966883519957373,0.11580674495573832,1247,0.24263804904268615,0.2341537849125778,214,0.24720931792623252,0.2587455167524664,0.3888157673779923,0.35868601551026913,0.30555104670633704,0.49306798904382404,0.6211996713229252,0.4644020199775696,0.6461972963152532,0.13420511577381222,0.8001509113612196,0.8352967207928571,0.8000397089296184,0.8350822356363967
