experiment,cell_type,all_F9_spearman,all_F9_pearson,all_F9_kendall,all_F9_n,highconf_F9_spearman,highconf_F9_pearson,highconf_F9_kendall,highconf_F9_n,all_GP1BB_spearman,all_GP1BB_pearson,all_GP1BB_kendall,all_GP1BB_n,highconf_GP1BB_spearman,highconf_GP1BB_pearson,highconf_GP1BB_kendall,highconf_GP1BB_n,all_IRF4_spearman,all_IRF4_pearson,all_IRF4_kendall,all_IRF4_n,highconf_IRF4_spearman,highconf_IRF4_pearson,highconf_IRF4_kendall,highconf_IRF4_n,all_ZFAND3_spearman,all_ZFAND3_pearson,all_ZFAND3_kendall,all_ZFAND3_n,highconf_ZFAND3_spearman,highconf_ZFAND3_pearson,highconf_ZFAND3_kendall,highconf_ZFAND3_n,all_IRF6_spearman,all_IRF6_pearson,all_IRF6_kendall,all_IRF6_n,highconf_IRF6_spearman,highconf_IRF6_pearson,highconf_IRF6_kendall,highconf_IRF6_n,all_HBG1_spearman,all_HBG1_pearson,all_HBG1_kendall,all_HBG1_n,highconf_HBG1_spearman,highconf_HBG1_pearson,highconf_HBG1_kendall,highconf_HBG1_n,all_LDLR_spearman,all_LDLR_pearson,all_LDLR_kendall,all_LDLR_n,highconf_LDLR_spearman,highconf_LDLR_pearson,highconf_LDLR_kendall,highconf_LDLR_n,all_TERT-HEK293T_spearman,all_TERT-HEK293T_pearson,all_TERT-HEK293T_kendall,all_TERT-HEK293T_n,highconf_TERT-HEK293T_spearman,highconf_TERT-HEK293T_pearson,highconf_TERT-HEK293T_kendall,highconf_TERT-HEK293T_n,all_TERT-GBM_spearman,all_TERT-GBM_pearson,all_TERT-GBM_kendall,all_TERT-GBM_n,highconf_TERT-GBM_spearman,highconf_TERT-GBM_pearson,highconf_TERT-GBM_kendall,highconf_TERT-GBM_n,all_MSMB_spearman,all_MSMB_pearson,all_MSMB_kendall,all_MSMB_n,highconf_MSMB_spearman,highconf_MSMB_pearson,highconf_MSMB_kendall,highconf_MSMB_n,all_HBB_spearman,all_HBB_pearson,all_HBB_kendall,all_HBB_n,highconf_HBB_spearman,highconf_HBB_pearson,highconf_HBB_kendall,highconf_HBB_n,all_MYCrs6983267_spearman,all_MYCrs6983267_pearson,all_MYCrs6983267_kendall,all_MYCrs6983267_n,highconf_MYCrs6983267_spearman,highconf_MYCrs6983267_pearson,highconf_MYCrs6983267_kendall,highconf_MYCrs6983267_n,all_SORT1_spearman,all_SORT1_pearson,all_SORT1_kendall,all_SORT1_n,highconf_SORT1_spearman,highconf_SORT1_pearson,highconf_SORT1_kendall,highconf_SORT1_n,all_PKLR_spearman,all_PKLR_pearson,all_PKLR_kendall,all_PKLR_n,highconf_PKLR_spearman,highconf_PKLR_pearson,highconf_PKLR_kendall,highconf_PKLR_n,all_HNF4A_spearman,all_HNF4A_pearson,all_HNF4A_kendall,all_HNF4A_n,highconf_HNF4A_spearman,highconf_HNF4A_pearson,highconf_HNF4A_kendall,highconf_HNF4A_n,all_mean_spearman,all_mean_pearson,highconf_mean_spearman,highconf_mean_pearson,all_matched_mean_spearman,highconf_matched_mean_spearman
B1_baseline_mse,K562,0.3699522766420189,0.6070437421825312,0.2612882192637598,671,0.7521952357163484,0.767478077517465,0.5743943939662896,111,0.3401753277210431,0.5438423084415339,0.23523040057043346,869,0.7188810075823703,0.630056435988975,0.5420146349225101,143,0.13285930407609137,0.08698876925571951,0.08889242761262713,972,0.16571320745040488,0.16876165493763462,0.11134750606577763,462,0.09717560361598143,0.13288217747779382,0.0669518388291138,1247,0.2396708271524624,0.23989589338419737,0.16601827260009516,214,0.16836351431538,0.12383055581089106,0.1160055930867285,1357,0.1392011680947084,0.13758571203943012,0.10120236916100298,236,0.44436211921885754,0.6120979837765925,0.31569300015750024,633,0.6964905023623179,0.6517315618407219,0.5214632799414748,125,0.33442178746286666,0.5725104205397954,0.2294818585952524,717,0.4674588282457329,0.5872356224129167,0.3324975568392915,288,0.4516009413722041,0.4915242616463349,0.32031837529067086,575,0.6532952087462753,0.6702975675631382,0.48173526543087547,98,0.523430638592243,0.5775785161975586,0.37713272486499316,575,0.7502776059145705,0.6873355921501937,0.5466893418296451,220,0.15228434123760887,0.1762004184661435,0.10485557214840786,1344,0.29968961202417876,0.31836906654973113,0.20662614207185256,263,0.404690460430043,0.5320270603468115,0.2917131194696799,432,0.6707610517017378,0.714896709563138,0.5290562264359464,64,0.17207435948199196,0.20009409672566045,0.11878426144313943,1364,0.6339843084752192,0.5315294956665597,0.4323065191462015,76,0.1401300821698006,0.12844974495248038,0.09389608408370585,1360,0.20719259897412437,0.20053607733971732,0.142923223203602,523,0.35507889711779916,0.5943182231611498,0.24788686193097076,1025,0.6611696782044095,0.7050801038444757,0.48429535375118193,180,0.2059054177637088,0.2670018541355069,0.14471181909144185,672,0.5018863481429355,0.496722276466697,0.3421731922107748,95,0.28616700474784257,0.3764260088744335,0.5038578125858532,0.500500789817666,0.3860767011219357,0.6868255599627089
B2_soft_classification_20260121,K562,-0.32482472144620506,-0.45651687121218915,-0.22479871083627648,671,-0.6573387083333649,-0.6753401162118328,-0.484912563978414,111,-0.30954248076862595,-0.3958075487648317,-0.2143303300879329,869,-0.6215027364726566,-0.4918356123425584,-0.4307204351320641,143,-0.16756990867662835,-0.19635438120270166,-0.11272260157462625,972,-0.23962676964899837,-0.30411873064055756,-0.1641207997052074,462,-0.12009744381414382,-0.13484624432935,-0.08320013285370884,1247,-0.2593214776111811,-0.25722111501194994,-0.1764219667938345,214,-0.18385428408822072,-0.11069415301277266,-0.12507763938390382,1357,-0.18472762598910886,-0.15326196325780198,-0.12617720275223762,236,-0.09867271236224472,-0.05111866330990682,-0.06942454712434677,633,-0.016454418734587493,-0.08437987197912729,-0.012187356617229894,125,0.14900128721492084,0.24412811655407402,0.09807141667219203,717,0.3510789077409517,0.3748285936897676,0.22674806045336446,288,-0.10683036415992986,-0.012394288181638197,-0.08032842570007387,575,0.20999002298038477,0.13108025101483223,0.12650566593296556,98,-0.23905672268404543,-0.13438619770888338,-0.17935367655223824,575,-0.1135570799918153,-0.0702838888182943,-0.10993707117627663,220,-0.16434752369044103,-0.1958728898216953,-0.11278592599978236,1344,-0.31487951043970835,-0.32100955348916854,-0.2192270839369634,263,-0.3414253921996277,-0.44846155754522277,-0.23792358915211925,432,-0.5782541384153238,-0.5767407368823358,-0.3913910734981978,64,-0.12425916925906832,-0.23246260601861907,-0.08540299139915238,1364,-0.5805561286028551,-0.6082411364696612,-0.3813219665196224,76,-0.10726846089624802,-0.10043685404512948,-0.07291134873706415,1360,-0.1812599590045054,-0.18487852292976464,-0.1235906133016655,523,-0.3036197863406184,-0.4347864776403663,-0.20845710656309127,1025,-0.6152042445749153,-0.6045337626745472,-0.42806583926478725,180,-0.2496825868561872,-0.3682032335252218,-0.1760345268553283,672,-0.6164981499709288,-0.6339356026392162,-0.44518819835380646,95,-0.1794700180018209,-0.20188092331763027,-0.29454080113790754,-0.29732478457614775,-0.2633150929177792,-0.4578538845493708
C1_pl_linear_curriculum_20260121,K562,0.33635976141209967,0.5666319325845195,0.23510374298258666,671,0.7898245252384193,0.7752553269967136,0.6000546246245774,111,0.2780709459580539,0.44283858975573887,0.19186382721814021,869,0.5599968899272382,0.47929234194035303,0.39586673555356144,143,0.0770772102836013,0.05759299678457729,0.05255295898555925,972,0.12321523205019141,0.12234157378234749,0.08383081013172805,462,0.21728685173427223,0.23324058317637875,0.15020553384899848,1247,0.34191935861108075,0.36693378154967854,0.23946130025589932,214,0.13323722847693123,0.0832737527991013,0.08997266356144652,1357,0.1032556956285334,0.11003743296673325,0.07007431569946417,236,0.374674373854601,0.5688636834159472,0.2643110761010311,633,0.679292485246074,0.6921259150667741,0.49501412302748654,125,0.24114190839916935,0.5719886611860988,0.16340790385638587,717,0.39121220145889407,0.5736079771466158,0.2715982595166302,288,0.35242102424282223,0.3320822874734583,0.239996055894337,575,0.5718612665780957,0.6211649548183318,0.40528275947472603,98,0.4769886525781551,0.41990392012472777,0.32724361123790524,575,0.6667032962554112,0.6197570831267929,0.46296739360607636,220,0.19370561444026502,0.24099547843594263,0.13346704115418845,1344,0.36906975925611746,0.3563361531998857,0.255154420510512,263,0.42776536876460275,0.5437959594430956,0.3098385612009307,432,0.6621909289449583,0.684080503481987,0.5049397032935672,64,0.1318969663390362,0.1322476162510142,0.09036655396065674,1364,0.45177315023667264,0.3617480915042711,0.31334256301751706,76,0.14473125609043988,0.12671432257120627,0.09591949557902743,1360,0.1364509623170825,0.14611559842673183,0.09228530045894004,523,0.32268772510330457,0.5855920349566941,0.2245921623883617,1025,0.6369600161271405,0.7398240925010173,0.4717307940982486,180,0.21247781529699755,0.3261743527366098,0.14898516383716798,672,0.5663410384808957,0.5717423292847233,0.4070681079748873,95,0.26136818019829017,0.34879574477967407,0.47000445375712036,0.4813575437195305,0.3507996034201406,0.6346100800613528
C2_pl_stepped_curriculum,K562,0.32072754028077877,0.5468208553577827,0.22358688214311281,671,0.7241279545754545,0.7289287940582369,0.5398517757724405,111,0.22185697142175323,0.39023323533143345,0.15210219415440965,869,0.5119480768430067,0.4565576940022979,0.36358745696665273,143,0.09520656375256248,0.12765070669193251,0.06438918116475098,972,0.17888103199493194,0.217814877191757,0.12217714341148501,462,0.15937035496258847,0.19713062058532008,0.10975813896164642,1247,0.3148880039293416,0.3265223675435845,0.22315042376571473,214,0.11528569191745995,0.09861091299068517,0.07891282003842351,1357,0.13420364355652842,0.13012369590790326,0.09222590723255923,236,0.3631528495320519,0.5838483088091622,0.2597160266070617,633,0.6665130403315735,0.667124330810347,0.5038305086654826,125,0.37714053080702375,0.6552655248969234,0.2631150863280381,717,0.49583843421993606,0.646058219545969,0.3580985353316205,288,0.40843475783608235,0.4741054824622032,0.2859398852343108,575,0.6705053105325032,0.6451273299125433,0.49356217242961686,98,0.5118991768049069,0.5650180201203631,0.3624995587889171,575,0.6931544719995857,0.6583768440192104,0.5029974702417985,220,0.24753629831823434,0.2580201211702076,0.17093944886557713,1344,0.44355235830056644,0.39891459319625383,0.30714063183308565,263,0.36877885284587475,0.4879259061956447,0.26076512303646526,432,0.6296061306558127,0.635831798716564,0.4617309326634708,64,0.14554401234378306,0.24248852155906025,0.10044995976742015,1364,0.6873714528791716,0.6207109606044562,0.500285922648307,76,0.12629507925782077,0.13491214360805287,0.08520194178767886,1360,0.13692232072967386,0.15937322195013867,0.09304920297786157,523,0.3151476615590933,0.5995786054234173,0.2185932313764022,1025,0.6955148855907809,0.7570018573827684,0.5175105758039857,180,0.14801582635345137,0.28223880499093823,0.10246503279714995,672,0.41737581839213134,0.5598816144337496,0.309498829028844,95,0.2616261445328977,0.37625651801287513,0.49336019563539996,0.5072232132850519,0.3172340838396933,0.6258955333552935
C3_combined_curriculum,K562,0.35343230312717444,0.5189340488461727,0.24699761719326693,671,0.7116214268625797,0.7236662501846338,0.5266926831271647,111,0.2472711500948115,0.36477187445533243,0.17143337727973493,869,0.6032535460598346,0.5628442720280263,0.43963189241065853,143,0.10004759750788401,0.10990061879361654,0.06643821828947777,972,0.16106687101694142,0.18867669606434365,0.10759950983656758,462,0.19518072385722127,0.24092428395018534,0.13481650316522734,1247,0.3291142592734313,0.347160975811706,0.22597176456401694,214,0.1682068914085128,0.06415366625987161,0.11493055247804933,1357,0.14485288580574052,0.0342606565701631,0.10518386437119981,236,0.3885017740951601,0.5979058628058533,0.2757886229730292,633,0.6881142660466343,0.687280319004426,0.5160178652827125,125,0.2488377073062201,0.5074727296650688,0.17021771063783164,717,0.39265802084754114,0.5559241387057172,0.27601054937042174,288,0.3880941214949282,0.4337111014384991,0.2690498490893922,575,0.6444446636261255,0.6798533977889196,0.4779337596098515,98,0.5239520972767904,0.5547245843769394,0.3671865545786753,575,0.7221522052585755,0.6891788313123821,0.5168124239248129,220,0.1929022803713414,0.2253792161561255,0.1336909392991234,1344,0.3296896531464633,0.3460091829625961,0.22778400259885265,263,0.45130150128603,0.5054638786754249,0.32555162399672716,432,0.5986024512709927,0.6354394196135965,0.44565325056855126,64,0.1653226634318087,0.30645938238688325,0.11408924004671182,1364,0.6580994854119776,0.6499474208922871,0.46487998332429364,76,0.11843739660682488,0.1020747020988525,0.0792622499788316,1360,0.10397114644678179,0.11982998248618301,0.06957389095408152,523,0.29383636246255657,0.44124684294079375,0.20383340941658096,1025,0.6036210581887744,0.6205678615482016,0.43727155623822356,180,0.1687638781329152,0.26211020477620917,0.11767154829614476,672,0.5017952807617386,0.5475749750172271,0.3553336996034969,95,0.26693922989734536,0.34901553317505524,0.4795371480016088,0.492547625332694,0.34522769698463956,0.623397830391559
D1_domain_adversarial,K562,0.027202700472726365,0.034973764120483496,0.017809393535086555,671,0.13742260416013657,0.15169803670957654,0.08948182998787557,111,-0.08214840234167427,-0.08562188573149286,-0.05568613491878778,869,-0.37476514445836256,-0.28327800558181226,-0.25843226107923845,143,-0.05529826902577725,-0.07325503246456917,-0.036605771336335115,972,-0.042738080737647274,-0.09325809674781015,-0.02806288633931134,462,0.007245953238986257,-0.011855173166639617,0.004517182223210047,1247,-0.09017697149870064,-0.08113914732916813,-0.05880732226461151,214,0.07072015188098582,0.04698048994257118,0.047975120067517876,1357,0.06603379321728199,0.08051326652764185,0.04531665457424025,236,0.12475104110155796,0.04081662215779056,0.08235316225759837,633,-0.09463979402899995,-0.08472989887878966,-0.06560428136508858,125,0.06505974095872372,0.09844088754653148,0.04413429498735381,717,0.05364879125875779,0.09253701631351625,0.032122439869636255,288,-0.051751577525704445,-0.06497176598722146,-0.036546227884070095,575,-0.2151173933655779,-0.11267528486926914,-0.1423602501394213,98,-0.061333591084570184,-0.08586635331535852,-0.0401559886039408,575,-0.2122298440644402,-0.17432256426539003,-0.14364222925832965,220,-0.02919928920057717,-0.017687578748435052,-0.02012596662266018,1344,0.006804588825167409,0.021297818692200418,0.0013773122503725813,263,0.1845860143915288,0.16423239751912544,0.12232499854237984,432,0.27153998574288035,0.29540138981635133,0.1663035241693241,64,-0.003938401959574275,0.016748332752307978,-0.0028262576057257673,1364,0.23185039652754033,0.21606286471893554,0.1646376178566615,76,-0.05591144463066721,-0.11607553428073393,-0.03667709268050088,1360,-0.1437655321950531,-0.15715804730561023,-0.09705969120219946,523,-0.005121265685556453,0.008124066546987024,-0.0021298886606957155,1025,0.0618812543975892,0.027834056929388548,0.03868889160457682,180,0.10850224630440598,0.129028781186298,0.07685655986302825,672,0.3643185610701326,0.3222331025791347,0.24914201926222196,95,0.01622437379298758,0.005600801205176305,0.0013378143233803079,0.014734433820593036,0.05551684686646401,-0.03399592458672324
D1_domain_adversarial,K562,0.32545504172925466,0.5296551504008411,0.2300499685066523,671,0.7463413030956554,0.7443993048125197,0.5641960971662008,111,0.28607656287304745,0.4242608205480719,0.19660604033583284,869,0.5872844782908101,0.5069392529766191,0.4178483301740944,143,0.13762979829875055,0.07614731961741693,0.09083293219062027,972,0.17524857701691937,0.16752532379267174,0.11744090562087894,462,0.16922761401865824,0.17136587011221577,0.11573062585030175,1247,0.27930338416618766,0.28573735213526963,0.18400432018927168,214,0.15932607556681597,0.11301459206833395,0.10734544064626479,1357,0.13614385359464523,0.1391448127772579,0.09114004490250555,236,0.37707590157865783,0.608153394544144,0.26793437806572046,633,0.7010074016227928,0.6845366152871836,0.5243156400008265,125,0.3180166205271491,0.6324106283291007,0.22126772530012145,717,0.4694565005177813,0.6294421647974057,0.33589162595759275,288,0.399317746528075,0.37680774735279915,0.2771956582785901,575,0.6082709298605564,0.5311701238423527,0.43442763743591006,98,0.526396807703092,0.4639734412014735,0.365494366488347,575,0.6494285185132851,0.5085307398056054,0.45888948559121073,220,0.16073988596419972,0.21949855500644444,0.11015794833762581,1344,0.3613215550294771,0.3593768185958207,0.2487660360300605,263,0.3651427385500841,0.4820966126244324,0.25970019900189534,432,0.5373512798034215,0.6164049154541081,0.3923959286291303,64,0.15906241944228913,0.2578408924096952,0.11010958759254344,1364,0.6631468480266479,0.5990948036945776,0.4854154281322214,76,0.1472626704040829,0.1505774628886447,0.09776781521368941,1360,0.1561836746773387,0.18578922879070395,0.10480154942280777,523,0.29314203800137617,0.558012865706018,0.2025215756299406,1025,0.6367583546835728,0.6864918732200701,0.4651375103199767,180,0.22585139785770578,0.38233833267099304,0.1578682655745605,672,0.5722884389913758,0.6433295391809561,0.4061604867753892,95,0.26998155460288253,0.363076912365375,0.48530233985936444,0.48586085794420814,0.33035931025079135,0.6156003786001493
D2_bias_factorized,K562,0.32009870988178935,0.5244104812451338,0.22405366060270177,671,0.741325527244492,0.7558775740056369,0.5497210952563973,111,0.29049901710054,0.4593394814898041,0.2009298228843173,869,0.5633832106853529,0.49145362680611504,0.40814474335962486,143,0.09798525947031483,0.0810890154257954,0.06472571740768948,972,0.1451601053791785,0.17362378117917418,0.0965815309718044,462,0.1375477489743939,0.14661333368198468,0.0950225272057938,1247,0.17871358240229,0.1915652305499688,0.12096498672720687,214,0.0794687775972575,0.03005603142571657,0.053499065458326334,1357,0.020128423715437556,0.03856316547833617,0.01744618810286246,236,0.36695424732210297,0.5801947807442729,0.25989302135067116,633,0.7044365577960514,0.685219315469334,0.5302796655794709,125,0.32269841278992756,0.5525741983633254,0.22241315362971945,717,0.37294353500018973,0.528259462539677,0.2645192010698877,288,0.45471185442551193,0.5038637535506777,0.31578749791556976,575,0.6301613631440393,0.6732876823003943,0.4475217130416594,98,0.5504177115776673,0.6153794627525001,0.3924963318433692,575,0.7259621798896151,0.7158900394793171,0.524885017341996,220,0.1642951689247844,0.1968500287634794,0.11223968773641463,1344,0.30790071569426897,0.3249344577459415,0.20779832271046753,263,0.4018322105901671,0.5344228425389063,0.28580170442063896,432,0.6752981755141505,0.729313389548311,0.5079542686863645,64,0.14572143598745646,0.1753090258437594,0.10057426987602941,1364,0.5313682804663928,0.48408694115222,0.372116422295379,76,0.13551870794623908,0.11715188164827116,0.09112205219495849,1360,0.14749609201807445,0.1536963070108054,0.09939547005813251,523,0.3325865304273286,0.5528511460756339,0.23119251879551767,1025,0.6550354663342574,0.7168029565214312,0.4947450865318393,180,0.12318088596289913,0.26945111257360826,0.08513957489144643,672,0.5084572099554567,0.5298647551081055,0.3648637221982267,95,0.2615677785985587,0.3559704384081913,0.4605180283492832,0.4794959123263179,0.34796800136003464,0.6495383525824531
D3_full_advanced,K562,0.30209587762684287,0.4943285882812372,0.21220962921915967,671,0.6360381169234369,0.704474826496911,0.4661608569588959,111,0.31799106295122537,0.4909993073259382,0.22151338819267324,869,0.6499663016813191,0.5583500178081678,0.47309936530137986,143,0.12059480215171288,0.09058359734463692,0.08209780346722335,972,0.1708417016876761,0.18333811555094795,0.11654573199171718,462,0.18798110844876276,0.15314624802031263,0.1309828046367969,1247,0.21947039549603903,0.2078840089527764,0.15407503786719148,214,0.18555875334045,0.087607276150238,0.1267607846849181,1357,0.1155210187094946,0.07307578227033078,0.07955751338193297,236,0.4450718615658675,0.5953063925033865,0.3179703711786342,633,0.6663225316552814,0.6699393023126833,0.4965699557871329,125,0.4332447035562586,0.5993291919243946,0.3009612936018795,717,0.5586501937689052,0.6237231795872458,0.4018820269577058,288,0.4108120888655868,0.4151161374373128,0.2848041127386655,575,0.5626663918927527,0.6362000394094733,0.41330816065244336,98,0.4877425819379663,0.48139849488961167,0.33935675620104644,575,0.6606116196156334,0.6146240202227035,0.47004131567268015,220,0.13256823225814313,0.15831083454667844,0.09175413827357688,1344,0.2849791098248521,0.28477683522680775,0.1948457266537722,263,0.3613056808999182,0.46179466446129647,0.25457117712110977,432,0.6004356326093412,0.617780956539028,0.45067752622321366,64,0.13193114806890732,0.17345413184517627,0.09039181840867162,1364,0.6698903433356791,0.5950127198286722,0.4939128535699845,76,0.11411832451569492,0.09616050165481352,0.07630328263083443,1360,0.09639833188592055,0.11507637348023665,0.06529897493473234,523,0.3059148889527863,0.43498023125919827,0.21327869616296907,1025,0.584616524902364,0.6168690250081243,0.41724290174196355,180,0.14253942104470063,0.2815978135380446,0.09745953687114634,672,0.4424333585876408,0.46357753074484254,0.30768358662984785,95,0.27196470241232157,0.33427422741215174,0.46125610483842233,0.46431351556259676,0.3575708735924493,0.6253352477120764
H1_HepG2_baseline_mse,HepG2,0.48173370869766535,0.6237778334146276,0.34226530549360645,671,0.8269140593539346,0.7939813390901842,0.6599284961605824,111,0.18724300739782965,0.45062974296945046,0.12781712765690448,869,0.5196093710187899,0.4826617554917856,0.36992449325365323,143,0.3110337332222115,0.3301150478370361,0.21522983719271446,972,0.4018055121385522,0.42345611484476126,0.27983782901307913,462,0.1937149306796473,0.19278591478373347,0.13037756312833154,1247,0.2884683402645924,0.36664502834518775,0.20022702977950935,214,0.2093972446209462,0.13497076637892833,0.13987967501287601,1357,0.26578321010150485,0.2596187588770002,0.1713490756824707,236,0.23919152307916372,0.40697009010181145,0.16311921860445075,633,0.5448855414013819,0.4986540833308382,0.3850686080124764,125,0.39371891052701363,0.5762917167760964,0.2760286139343281,717,0.4783665257704028,0.6009425529895213,0.3403524025130743,288,0.3699827045237542,0.45402827862622236,0.2545168461881246,575,0.6150682505364063,0.5866042148950952,0.4361171955785874,98,0.5041296917558935,0.5712667903001427,0.35201773184091256,575,0.688061920492308,0.6391391221913921,0.49142952709758786,220,0.16798932447559528,0.15015876745464737,0.116995827118215,1344,0.32108691609121626,0.2951363638592895,0.2213956181184011,263,0.2909280815566676,0.3010869301603235,0.20152057368467927,432,0.6606785543408208,0.6146298260408669,0.4928814417223774,64,0.14098627350655418,0.11959554319390026,0.09650657201358297,1364,0.4745615136947778,0.4247459425675677,0.30980196908511576,76,0.4658277361727283,0.5368816551843796,0.3328818310459156,1360,0.62782671426531,0.6529071933267607,0.45391969100299084,523,0.21444282802014764,0.2330692601349877,0.14597781869268278,1025,0.42479983087507056,0.38961977995250824,0.2925925178584074,180,0.11647636082978004,0.1491406649962556,0.08129356462029289,672,0.2799341246163703,0.37763336890726384,0.18470091409785855,95,0.2857864039377065,0.34871793348750285,0.4945233589974293,0.4937583629806682,0.4470934517991358,0.6443690997965491
