epoch,batch,global_step,loss,lr
1,0,1,3040.941162109375,0.00020000065662354165
1,50,2,3013.091552734375,0.0002017076753620733
1,100,3,3000.573974609375,0.00020669510193741664
1,150,4,2997.36572265625,0.0002149561144984321
2,0,5,2989.45654296875,0.000220774421292343
2,50,6,2975.742431640625,0.0002340530850332258
2,100,7,2973.0380859375,0.0002505679142413451
2,150,8,2974.173828125,0.0002702963197708354
3,0,9,2967.160888671875,0.000282276540925247
3,50,10,2959.632080078125,0.00030689954119671094
3,100,11,2974.273681640625,0.00033465906683598657
3,150,12,2965.284423828125,0.00036551714809079667
4,0,13,2947.794921875,0.0003834542022951798
4,50,14,2945.23779296875,0.0004190000345941176
4,100,15,2937.74267578125,0.000457529060103116
4,150,16,2936.36328125,0.0004989885784420249
5,0,17,2931.476318359375,0.0005225754133860892
5,50,18,2909.12451171875,0.0005684355926288149
5,100,19,2922.9248046875,0.0006170745656551273
5,150,20,2910.287109375,0.0006684258035991953
6,0,21,2907.005859375,0.0006972586521939005
6,50,22,2932.619140625,0.000752648128961129
6,100,23,2908.29931640625,0.0008105644317924054
6,150,24,2934.087158203125,0.0008709283421989194
7,0,25,2917.203125,0.0009045136343924405
7,50,26,2905.146240234375,0.0009684842336598089
7,100,27,2886.420654296875,0.0010346864362437555
7,150,28,2899.422607421875,0.0011030296901202667
8,0,29,2885.992919921875,0.001140792501990181
8,50,30,2883.81494140625,0.001212249154295786
8,100,31,2904.39892578125,0.0012856039858612843
8,150,32,2900.315185546875,0.0013607566612263726
9,0,33,2883.388671875,0.001402050556713805
9,50,34,2904.20556640625,0.00147977004391234
9,100,35,2905.885986328125,0.0015590217926659939
9,150,36,2879.422607421875,0.0016396974016531186
10,0,37,2870.125732421875,0.0016838154984648076
10,50,38,2872.755859375,0.0017664673931724315
10,100,39,2886.642822265625,0.001850259401980235
10,150,40,2865.0419921875,0.0019350769133541995
11,0,41,2845.111572265625,0.0019812639836028164
11,50,42,2868.8212890625,0.002067433423884521
11,100,43,2855.9169921875,0.0021543313139685974
11,150,44,2868.209716796875,0.0022418387940660606
12,0,45,2872.700927734375,0.002289304192506079
12,50,46,2855.042724609375,0.002377516101941093
12,100,47,2864.10302734375,0.0024660323270407395
12,150,48,2883.6220703125,0.0025547317944414768
13,0,49,2869.824951171875,0.0026026629929908696
13,50,50,2870.9130859375,0.002691407331509145
13,100,51,2871.14013671875,0.0027800266421800866
13,150,52,2859.134521484375,0.002868399710638695
14,0,53,2852.73876953125,0.002915976207498118
14,50,54,2854.91943359375,0.00300373382073591
14,100,55,2838.416015625,0.003090939202881636
14,150,56,2892.46435546875,0.0031774730735556417
15,0,57,2869.374267578125,0.0032238804388243
15,50,58,2839.52978515625,0.0033091490635011787
15,100,59,2853.853271484375,0.003393447707112163
15,150,60,2834.834228515625,0.0034766610651431667
16,0,61,2855.0205078125,0.003521104882493945
16,50,62,2841.303466796875,0.003602424862642768
16,100,63,2835.02734375,0.0036823737162022894
16,150,64,2843.888671875,0.0037608420883440486
17,0,65,2828.785400390625,0.003802561554099809
17,50,66,2812.52783203125,0.0038785408279308833
17,100,67,2811.976318359375,0.00395277130103882
17,150,68,2825.891357421875,0.004025151440252195
18,0,69,2830.2490234375,0.004063432387069825
18,50,70,2812.918212890625,0.00413277031673603
18,100,71,2793.198486328125,0.004200011708083117
18,150,72,2843.10888671875,0.004265064587674458
19,0,73,2784.21826171875,0.00429925170989303
19,50,74,2823.74658203125,0.004360761346230238
