epoch,train_loss,train_pearson,train_spearman,train_mean_pred_var,train_mean_true_var,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,-0.12411894675049573,0.39218365962461843,0.35340463344494544,0.23238456047187417,0.07076575689144053,0.25847721164641174,0.45909771820619305,0.43242247314721366,-0.06200504078739013,0.07912080798039467
2,-0.23624650014322357,0.5179171525028208,0.4545779451348421,0.16979786416905074,0.07039165980903442,0.20421512813671774,0.58429520202869,0.5247685767312825,-0.025988172683904825,0.1358683963090192
3,-0.29458797466283465,0.5825209092673722,0.5096470664706461,0.15319052262831542,0.07029163483845985,0.17333246832308563,0.6292420275477523,0.5658494055669199,-0.03067901384038815,0.15171034192943117
4,-0.34018428775213533,0.623197685926371,0.5474066805700567,0.14277862664838295,0.07070461900557502,0.24696694962356402,0.6341773423713788,0.5748929279955582,-0.037073961248811835,0.16484877299839545
5,-0.3744711945791029,0.6550177740030315,0.5798229132564338,0.13481754822246098,0.07021196460151403,0.21100562422171884,0.657291447285725,0.6119680778069514,-0.01578912073177748,0.1598552279676846
6,-0.41847675920879773,0.6822152559403214,0.6080889802858304,0.12483471581491373,0.0704508658056542,0.1618350187073583,0.6962526006423176,0.638659140065555,0.01755479798274775,0.16055044466326973
7,-0.4482916406655716,0.7081792594322727,0.6329554783588184,0.11846953508375728,0.0705987305543517,0.13984273892381918,0.7185175173083551,0.6585924846906034,-0.015360283791670006,0.1660593218846933
8,-0.4789427298273744,0.7251134481249167,0.6529762685050395,0.11240730531471597,0.07059934949975903,0.18740587908288706,0.7033796697384903,0.646772681856816,-0.034077925138462514,0.17087371547969354
9,-0.4969595093174843,0.7355696582264457,0.6647043262253474,0.10938857415806776,0.07097880239203824,0.14331971497639365,0.7347524407276815,0.6805548771253417,0.01725942823094056,0.15125467696591088
10,-0.5219474748029547,0.7474130274795121,0.6801462301978188,0.10449804702384324,0.07054161183578146,0.2358625906965007,0.7162457100460989,0.6632546854448921,-0.05833739825701136,0.15577004440288067
11,-0.5365445837799439,0.7566768411312791,0.6883439016191609,0.10157673140871996,0.07058190680661444,0.12952987331411112,0.7435770385307267,0.6842545506174968,0.016587478461052952,0.1578883223277593
12,-0.5555704704112252,0.7643318477376403,0.698100471427407,0.09916462063115869,0.07054563077156153,0.1403550298317619,0.7427338357850916,0.6844372792485864,0.006398664058995208,0.1572380241372603
13,-0.5862257470518856,0.7795468633896283,0.7160942471762444,0.09322506601864335,0.0703097088946461,0.1464448597120202,0.7391737347125439,0.6808350851809181,-0.0017345555846450956,0.15794221095137928
14,-0.6027837318215666,0.7863295729363088,0.723274880282601,0.0907545719443068,0.07047783608658839,0.13437712743230487,0.750798844699384,0.6958885984401795,0.03424959080136477,0.1482742804259335
