epoch,train_loss,train_pearson,train_spearman,train_alpha,train_mean_pred_var,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
12,-0.6447127589398185,0.7699911322895336,0.7131475000728235,0.014285714285714247,0.11391661977027095,0.13299023360013962,0.7426949214664689,0.6836101979235604,0.010366285994037773,0.15756878814910236
13,-0.6571736413206758,0.7783168875860134,0.7225065608739308,0.021428571428571377,0.11021539615204105,0.13563360954108444,0.7307237161777389,0.6703893040587648,-0.005128511724759267,0.14148111503708505
14,-0.6602839197816148,0.7829312443315734,0.7255304119809806,0.028571428571428494,0.10900500138937416,0.17343698506769928,0.7165567613305087,0.6646491715566639,0.018676672888471108,0.1546412375502676
15,-0.6756131362780339,0.7904939618838536,0.7365276471764348,0.03571428571428564,0.10506770890311333,0.16574040055274963,0.7292875246115735,0.672328127816178,-0.040841673789224424,0.15517741938344887
16,-0.6808304099713341,0.7945999749605506,0.7399939029373555,0.04285714285714275,0.1034924281855761,0.2641454844371132,0.7091428349958262,0.6627084962097424,-0.029740898683015687,0.1684595575959692
17,-0.6832383692601306,0.7983547537107869,0.7445122802616696,0.04999999999999995,0.102415183506443,0.13305346052283826,0.7459067787735562,0.6914932831550791,-0.009405407502184097,0.1487213301475313
18,-0.6961067985680144,0.8042237077536271,0.7509350894326975,0.05714285714285699,0.09923411691087787,0.13296153363974197,0.7532469783583261,0.6963791230146237,0.03901166831952294,0.15884363640426236
19,-0.6909093243927605,0.8053009971017844,0.7519264219623168,0.06428571428571436,0.09986495091921865,0.14351820038712543,0.7433725186581558,0.6878695028639078,0.001194324837125422,0.15583157635891665
20,-0.709618456956357,0.8128119563638266,0.7606879739643376,0.07142857142857129,0.09461509832049493,0.11736546553995299,0.7635953313785613,0.70673293990211,0.03392840366174085,0.1627922379185035
21,-0.7165953378892888,0.8170449086256623,0.7652005960024788,0.07857142857142876,0.09281487880790301,0.1414941957463389,0.7531771408101755,0.6983101013261374,0.019238723154120577,0.16102682594382967
22,-0.722621218969593,0.8220421889625993,0.7706302380532983,0.0857142857142855,0.09141189158804673,0.13134536341480588,0.7562934413314749,0.6989149212748487,0.026857426592612556,0.1675644761354066
23,-0.7323841011456851,0.8271025096203583,0.7754908550394903,0.09285714285714304,0.0889098503663715,0.15283517928227133,0.7593550697548345,0.7015102737176687,0.011914757210977237,0.17215240309080548
24,-0.7437671453265821,0.831713070521042,0.7819471712400848,0.0999999999999999,0.08617302682776909,0.1385962499872498,0.7583572760872258,0.7027558848302186,-0.0022440454647738037,0.167916468126167
25,-0.7541944573154558,0.8374303947465848,0.787752844045572,0.10714285714285737,0.08373537541782788,0.1306138281588969,0.7645282909265971,0.7078301912788931,0.02452592902194028,0.17331467894260066
26,-0.7638925987448396,0.8420631610160185,0.7936223315395864,0.11428571428571398,0.08162647851948011,0.13099912100512048,0.7497933937211628,0.7072003070141768,0.008786226080086956,0.17238639382341803
27,-0.776186099160189,0.8472032240179804,0.7992463620152209,0.12142857142857118,0.07893190724448969,0.11613327621117882,0.7668285243757107,0.7125361960067073,0.01714915604641171,0.1576971218029728
28,-0.7821789956362234,0.8505271720491916,0.8031193760771662,0.12857142857142873,0.0774108711103935,0.11924236397380414,0.7679215724981767,0.7120163818781482,0.027043410130264435,0.17221200936769254
29,-0.7940024757115854,0.8554814654995571,0.8087470773361991,0.13571428571428604,0.07525854105245595,0.1264070288642593,0.7590961796873141,0.7049855267478353,0.02431684917602566,0.16445098915943923
30,-0.7994515528786654,0.858142573726521,0.8117839988633729,0.14285714285714257,0.07399028274467435,0.16040690372819486,0.7492040751144696,0.6982530543059909,-0.0023600022807374298,0.166688984069721
31,-0.8126942454758337,0.8635533814556163,0.8174372816882804,0.14999999999999958,0.07119681721942572,0.11725045643422914,0.767924200670017,0.7097145744722488,0.038092608857855204,0.16332629611831795
32,-0.8281511007729223,0.8691339241225152,0.8239079436418996,0.15714285714285753,0.06845814328493371,0.12282460733600285,0.7588985275471136,0.7042750212281996,0.03033714165221694,0.15604210107973826
33,-0.8352899830893609,0.871479781884961,0.8281320734469267,0.16428571428571453,0.06735417404669826,0.12010060250759125,0.7637824602052641,0.7075387042558342,0.03417749191269441,0.16902066559135065
34,-0.8464912883305954,0.8753516614760865,0.8321233866339924,0.171428571428571,0.06554861977107107,0.11787946133509926,0.7692048948538989,0.7093528260333221,0.02708304376069159,0.16497140428924562
35,-0.8511559916081402,0.8772306714253765,0.8361355097573507,0.17857142857142788,0.0644733657018613,0.12963860903097235,0.756418063981599,0.7017536471734005,0.025558567358529963,0.1618073660379008
36,-0.871418602049014,0.8829662429643462,0.8422918318817227,0.18571428571428608,0.061567756163198394,0.11885169310414273,0.7659250633452179,0.7102312005152002,0.034809536951170894,0.1594890871332958
37,-0.8823977173384974,0.8866980556744695,0.8467663060355547,0.19285714285714303,0.05968528432445337,0.12302514068458391,0.7642540772428148,0.7047641438479488,0.02283840146761614,0.1592974136783718
38,-0.8963310617511555,0.8906775045646504,0.8516854277985979,0.1999999999999998,0.057806413894319265,0.1175456843946291,0.7612058043208285,0.7069143339649885,0.028454461930586632,0.17053464727690648
39,-0.9100690649054145,0.8944889076196937,0.8559550100264746,0.20714285714285627,0.05563086871120889,0.13426299619933832,0.7577071414573332,0.7101819113672739,0.03092486722953217,0.17057165333586344
40,-0.9251146171726076,0.8982160389136271,0.8612758839560445,0.21428571428571475,0.053956834041634524,0.1187574319217516,0.7646146118392741,0.7080286197028615,0.025078205485684353,0.1642275922106532
41,-0.9414170542679264,0.9024977096835415,0.8666732733104535,0.22142857142857086,0.051821511091485535,0.11710366185592569,0.7673217592805285,0.7088222856272147,0.04078869556314894,0.18025431403744518
42,-0.9531482144937677,0.9053161889020043,0.8702285277647008,0.22857142857142795,0.05043184849838753,0.12327952780153441,0.7676491417776792,0.7073819178960475,0.04367866048902009,0.17032291180040315
43,-0.9721363089178915,0.9091919245962176,0.875504717417227,0.2357142857142855,0.048197123079986894,0.12923417791076328,0.7606132555262409,0.7067976255540096,0.017364181827288706,0.17115866976148808
44,-0.990759471042008,0.9132966200321618,0.8803431400733674,0.24285714285714236,0.04628590599628492,0.12186129455981047,0.7649872647183199,0.7079843679867136,0.033833882370263205,0.17171660593251814
45,-1.0024674480917763,0.9156948922450884,0.8844779956319176,0.25,0.04515097818553111,0.1227838617304097,0.7644412959605417,0.7022081666515576,0.04114191208184686,0.16922544484977176
46,-1.0241480412456276,0.9197447412664621,0.8893653960425558,0.25714285714285745,0.042957783776656384,0.13690020500317865,0.7655921909129639,0.7092673820654127,0.022461072784759315,0.17650522754065268
47,-1.040655283604638,0.9226688529200201,0.8936558845951359,0.2642857142857143,0.04153030207854206,0.1241614795897318,0.76455970568713,0.7088298447917248,0.037440436375150016,0.17317035393146407
48,-1.0539888338854084,0.9251048409587134,0.8978306189292993,0.2714285714285721,0.04027576390969551,0.12499903531178184,0.7655246607108972,0.7118926882324272,0.030169140893559012,0.1722970552780395
49,-1.0721408145575873,0.9280766339779609,0.901419652954934,0.27857142857142975,0.03872608509188318,0.12574426570664282,0.764205640382186,0.7073922011659468,0.03185348511083183,0.1710444086538111
50,-1.0969249272750596,0.9318163407881745,0.9064988399840486,0.28571428571428514,0.03671502555578442,0.12228615841139918,0.7606309646506262,0.7037018787697804,0.04313476823201281,0.1812704724499049
51,-1.1150669532980622,0.934985475216297,0.9105608300489335,0.2928571428571439,0.035132525330882965,0.1251188325493232,0.7629834347362427,0.7102782934126607,0.03261841226904862,0.16623113510201992
52,-1.1419038954427687,0.9382446892885885,0.9156361298122787,0.29999999999999916,0.03341242454230449,0.12420705058004546,0.7637231354786301,0.7078833278118287,0.03652672455483231,0.17471841954373812
53,-1.1635032313018194,0.9412321090083011,0.9194080583768449,0.307142857142857,0.03182386483807685,0.1236237640614095,0.7642764739741006,0.7062386630645294,0.05074082687806803,0.18294864665743793
54,-1.1827617506522916,0.9438340447138069,0.9226311029413454,0.31428571428571506,0.030403682151756716,0.11810528810905374,0.7659542459051786,0.7081781723810349,0.04099197406010935,0.17942476494376558
55,-1.2034519634677865,0.9463619559376893,0.9263570999271541,0.3214285714285709,0.029087966813121813,0.12329726763393568,0.7681217765602882,0.710287664387207,0.043067475441389357,0.179523924565396
56,-1.2205759697714769,0.9484123999766851,0.9293183204617443,0.32857142857142907,0.027937791904823928,0.11836002896661343,0.7648100526611055,0.709433620100446,0.037938295676916596,0.1763354297929357
57,-1.2451533557331496,0.9508826008007212,0.933251038278652,0.3357142857142871,0.026610945882854488,0.12471918016672134,0.7665672645602742,0.7103764007174062,0.04258046436362344,0.1772333740244043
58,-1.2686283116960255,0.9534552519442943,0.9366237273887409,0.342857142857142,0.02524843378423971,0.12548975516920505,0.7669469845835962,0.7126287598688261,0.04426480885418718,0.17601589605389956
59,-1.2846583983318953,0.9551114905111251,0.939008381781142,0.350000000000001,0.02433483488857746,0.12259703259105267,0.764266982515846,0.7073996878065156,0.04845268764625312,0.1774713914473406
60,-1.30536785368192,0.9573399590990549,0.9417344565600881,0.35714285714285576,0.02317753096379466,0.11824722847212916,0.76957223343605,0.7126952705694077,0.03786783563510948,0.17787433076196335
61,-1.3208295086682853,0.9587951851761748,0.9439186519201962,0.36428571428571394,0.022388350439526267,0.12419177980526634,0.7665522979129575,0.7105027520083477,0.04081269962690958,0.17828267571895318
62,-1.3461514010941242,0.9609239219124239,0.9467640744714891,0.37142857142857216,0.021232660102137063,0.11990715304146642,0.7663109241472439,0.709396893369964,0.041580730809490464,0.18083693147657776
63,-1.3606680025488644,0.9623488317202346,0.9490889985198501,0.3785714285714279,0.020542247999606834,0.1205505155350851,0.7664492689032096,0.7102149709191211,0.04059627386822271,0.17657813655218713
64,-1.3777211224291959,0.9638197298088641,0.9512487690413048,0.38571428571428606,0.019653910802582563,0.1224479153752327,0.7691887255547235,0.7140513006666497,0.04124252515423663,0.18197608802871945
65,-1.3966180793309615,0.965364597289887,0.9529646198110523,0.3928571428571438,0.018882322561858737,0.11687835986199586,0.7695375990576477,0.7121788351455299,0.044153282863967656,0.18060984396955226
66,-1.4079682739441004,0.9663221774989937,0.9546515177909725,0.3999999999999996,0.01827205192445025,0.12001636170822641,0.7692138998052908,0.7131193536213075,0.044487905226473695,0.1794425266538704
67,-1.4211421518002527,0.9672064321183931,0.9561196633200739,0.40714285714285803,0.017861736143839225,0.1206113365681275,0.7698092472574726,0.7139210451993765,0.043334009628276965,0.1820820080306672
68,-1.4331434291634857,0.9682195592364987,0.9574279209482895,0.41428571428571254,0.017257652608519893,0.11645042021637378,0.7687675250492708,0.7105253505137165,0.04360436667190517,0.18136201072993474
69,-1.444656185511142,0.9691961605586493,0.9586522556519429,0.42142857142857193,0.0167439816267056,0.11897627847350162,0.7680005317153534,0.7106782007640917,0.045659737797815854,0.18306374071064113
70,-1.456877556897826,0.9700561997909344,0.9597273427364068,0.4285714285714295,0.016317301503472072,0.11872843652963638,0.7677770880216277,0.7125718847324436,0.044687894957009346,0.1816590615214856
71,-1.4653737477663547,0.970747107120403,0.9607585368214547,0.4357142857142845,0.01584586181209586,0.12164733137773431,0.7676142088856072,0.7103958702738908,0.04546245864017362,0.18403313100360763
72,-1.4709856961406558,0.9713418153927493,0.9614826863906922,0.44285714285714173,0.01563357591292279,0.11998746511728867,0.768320972224175,0.7123645081367339,0.04300332772628321,0.1820539450254749
73,-1.4807275803075672,0.9719510598819958,0.9622434710271814,0.45000000000000145,0.015251694205032904,0.11907919075178064,0.7700037602087839,0.7132887657714008,0.04470161863218049,0.18096658548554634
74,-1.4777327365120925,0.9721518421832096,0.9625827038698214,0.4571428571428559,0.015188525115155567,0.1185018578949182,0.7697939543942494,0.713949612862181,0.046122690538782624,0.17943792301843586
75,-1.4852702368450703,0.9727066476581264,0.9633127401695332,0.4642857142857134,0.014843595545675796,0.11975050102109494,0.7689539999395107,0.7133152209509106,0.04655585046205345,0.18064829246670544
76,-1.488028780888703,0.9729899262223398,0.9638218261314266,0.471428571428571,0.014668495373242656,0.11823330884394438,0.7693377927374461,0.7134170472766682,0.045544046351113546,0.1808327081833042
77,-1.49043309755918,0.9732158043761794,0.9641528084605189,0.4785714285714278,0.014557486973534532,0.11848108729590541,0.769446408047996,0.7136144542449627,0.04613760043369569,0.18007903275110904
78,-1.4886155364203588,0.9733168831932292,0.9641686423431283,0.4857142857142847,0.014511098164412598,0.11870692670345306,0.7695624852674783,0.713554367817025,0.045146311296650254,0.18084638754592297
79,-1.4838643323230205,0.97327362329652,0.9640898087292643,0.4928571428571433,0.014481292432437173,0.11855106736006944,0.7697489937930511,0.7135182519615209,0.0454034050125487,0.18086783340755186
80,-1.4833736985416737,0.973494698623911,0.9643929143342768,0.5,0.014511458296854953,0.11892425430857617,0.7695505690531108,0.7136567081829438,0.04513520848293333,0.18083737679383827
