epoch,train_loss,train_pearson,train_spearman,train_mean_pred_var,train_mean_true_var,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,-0.06599559990615494,0.41703765080281263,0.3820888361216898,0.2422974707379853,0.07644325296925959,0.26549225462519604,0.4800852868993546,0.44575300563156267,-0.059056214907254136,0.07976341730259662
2,-0.18347230913527943,0.5571046450304853,0.4994908517529005,0.18784541211559275,0.07647254317998886,0.3325980396374412,0.5382249386156185,0.501798020792657,-0.05674069164963376,0.09187117569303277
3,-0.24914883784318376,0.6188831353585493,0.5546343399371454,0.16848568323641847,0.07645242459188073,0.1842026218124058,0.6129116934607932,0.5617561115917743,-0.03706697487388358,0.1492919737351287
4,-0.281238710897117,0.64592759473252,0.5802784368718067,0.16035892995400616,0.07646670554485699,0.16490517427092014,0.6739751474197857,0.6150029038738143,-0.0014833293529880674,0.14716821564482296
5,-0.3251342570545983,0.6784410661639436,0.6131508958556882,0.14871637346380848,0.07646732352210978,0.2489576164795005,0.6148975283386459,0.5748948407731007,-0.039975694582732486,0.09792446298371194
6,-0.36752335752471016,0.7063603413150266,0.6433539136438087,0.1384812108540939,0.076472990172731,0.16181269352850708,0.6766118267201248,0.6150401488263829,-0.02495637265154273,0.10433150941407598
7,-0.3976030321107746,0.724748935377214,0.6624112297801577,0.13186104006349703,0.07652682949930935,0.13855958049711975,0.7031305286304862,0.643532577989511,-0.0009716859440580088,0.16438214115697714
8,-0.42793955186666066,0.7419180827156231,0.6834424209760908,0.12523064173042436,0.07650937110522373,0.13617215402748273,0.7319502820667677,0.6775911542325926,-0.0191516930750642,0.15914568701716347
9,-0.4476657447505132,0.7549122032704695,0.6959209682751654,0.12112840732275429,0.0764775250086003,0.14935170502766318,0.7368667562975362,0.6796472080870904,-0.014767666196300088,0.15887335791960033
10,-0.47243911027908325,0.7650185033436365,0.7077648566306527,0.11576220410018317,0.07647452848610906,0.1805488512567852,0.6290865835194854,0.548173417935498,-0.06497198441530097,0.07742361650365504
11,-0.49071963459758433,0.7731956360780711,0.7182044427197238,0.11263127898597448,0.0764726819628376,0.22397931697575943,0.7178656104732497,0.6673543333811973,-0.05640946684104892,0.15436941208002908
12,-0.5138355069241282,0.7850224228161792,0.7297949517055623,0.10816303236504733,0.07651567757971543,0.1281476697844008,0.7450196992888461,0.6872586830085764,0.015005549153061168,0.16348507661363887
13,-0.5366433687129263,0.7940044471698919,0.7401040060112432,0.10340112384598134,0.07647585191127271,0.12449763391328894,0.7629900990466478,0.7029351110704889,0.014691881256916483,0.15136477609245047
14,-0.5537035551111577,0.802442289303351,0.749034770385365,0.10018641413268396,0.07649206349068442,0.14593445736428964,0.7305533611263287,0.6755391904080594,0.01999334741423854,0.15650582895818455
15,-0.5736860190070955,0.810261958614315,0.75737531824378,0.09669504003167825,0.07643282036744269,0.16619098834369495,0.7313211661598199,0.6794647493868484,-0.02857635539630669,0.15429029502458924
16,-0.5982944076344118,0.8196447057923837,0.767690486645249,0.09263009110749779,0.07649775165117394,0.18854493226694025,0.7353977640373003,0.6841690914972979,-0.005453578530512233,0.1652461438512045
17,-0.6169852890537284,0.8271865658783634,0.7764930675836953,0.08926731402759498,0.07648418616440336,0.11622861999532451,0.7673134875866019,0.7060950511489981,0.013245267876515959,0.15631960815532553
18,-0.6455343598026341,0.8362254415027189,0.7864222136324664,0.08450896431834011,0.07650066663821538,0.11693112519772156,0.7634725457422513,0.7045446482066695,0.010793359078157965,0.15200245933216472
19,-0.6579469385120155,0.8417659437158572,0.7933866094272819,0.0831167933631078,0.07647953249808759,0.11756392309199208,0.767439793334797,0.7134153138949514,0.03241085533273621,0.15201075497446803
20,-0.6839966831234215,0.8496664349194838,0.8029687049285935,0.07843051375137211,0.07652885887750797,0.11992105809242828,0.758382063668986,0.7014378332025987,0.017651042248239778,0.14651720194475282
21,-0.6976522200525144,0.8538871333437879,0.8068923516608193,0.07668242776124491,0.07647552454875688,0.11246531262345937,0.7730998949486124,0.7154810257834529,0.028601121795477337,0.1570622071406481
22,-0.7194172002501407,0.8600703734372724,0.8149312863089262,0.07345384108902371,0.076513961757307,0.12137286138275395,0.7597661506722817,0.7093551287455603,0.0087738003215263,0.16223551870969666
23,-0.7353371900353728,0.8647366975124066,0.8214330064607304,0.0712623262388558,0.07644830867227188,0.12016050355589908,0.7622083127411623,0.6984807359091865,0.011276852605701692,0.14980466055440855
24,-0.7623201191088574,0.8713759072956713,0.8289807432963792,0.06765270468878881,0.07646614586734503,0.12613384166489477,0.7684631128973782,0.7085274765045244,0.003575114106497267,0.16660697463761132
25,-0.7698105438954412,0.8742723291121824,0.8334131260334204,0.06686536279522766,0.07650474143230308,0.16448261556418045,0.7583138197761554,0.7073246073128594,0.005348523694271282,0.1641400282783685
26,-0.7897179662171057,0.8789103892972836,0.8382321110969413,0.06412973814764938,0.0764427156855831,0.11706087738275528,0.7638484137819967,0.7103043711387098,0.02400940790483913,0.15613882933732814
27,-0.8156769390160081,0.8847323794041558,0.8454450557545272,0.06093097444476381,0.0764938043167362,0.11586061929878981,0.7698690885593277,0.7152430188707501,0.030517149727304255,0.15512548858371644
28,-0.833485567973832,0.8886391709065982,0.8512929174972763,0.05914014161138211,0.07647864827833607,0.11454822738533435,0.7714022256798497,0.7144014507922041,0.03335087687427729,0.15350190501896765
29,-0.850609436210266,0.8924574440220111,0.856098568692307,0.05727829108551397,0.0764748866191018,0.1322507693067841,0.7632100965346501,0.7100914918858917,0.03078190110234167,0.1608085555997537
30,-0.8659187578885569,0.8959395953066644,0.860538790264784,0.055589391918337276,0.07650799813580378,0.1324820625393287,0.7645896312386575,0.7092452830020574,0.01867891286075994,0.16420796030146123
31,-0.8855180935671101,0.8998204183716914,0.8654357377910736,0.05360745156636346,0.07647990389058819,0.13569640206254047,0.7662725120752217,0.7095009369246379,0.01270946868869979,0.16031989294378723
32,-0.9051561914594833,0.9034866379160281,0.8706432354104446,0.051652215063403555,0.07647070764316677,0.11828888758369115,0.7660499680860864,0.7119524257556924,0.02417817319581907,0.15998945426240996
33,-0.9247654774094706,0.9068573574923947,0.8752647258096832,0.04988143235276648,0.07651000831928631,0.13144991708838422,0.7570295507690066,0.7080656074782011,0.03045212629207327,0.17181675510013605
34,-0.9456310120679564,0.9106608397547247,0.880018173955217,0.048097720211845336,0.07647444088916994,0.11972269513036894,0.7719065551054832,0.7120553924345705,0.03873645066652859,0.1669144342547183
35,-0.9628250137560785,0.9133827988883406,0.8841670972439876,0.04666195207901594,0.07653845257341525,0.1226360801121463,0.7662925103144784,0.7115095242555212,0.03676140558605423,0.16255928684803833
36,-0.9932720917092879,0.9182857940502271,0.890458764617108,0.04395155389766909,0.07652895729252174,0.1242697290752245,0.7607140313295924,0.7002377115767392,0.032079292025481654,0.15518856405995096
37,-1.0084747247776742,0.9209280045207714,0.8942514807445017,0.04270461370042489,0.07647217094561475,0.12094001245239507,0.7703365977685763,0.7106528247742441,0.02294768879756791,0.16938424872325408
38,-1.0330626408932573,0.9243980540304342,0.8991244948982501,0.040944750215542516,0.07646598843699795,0.1238142219574555,0.7639546833046311,0.7087795410367475,0.03339471772973278,0.16104430475494713
39,-1.0590608746318493,0.9275443257120533,0.9046483785598229,0.03910689916735315,0.07651028348564429,0.12192079586827237,0.7653404663611133,0.7094025818123649,0.027015690360455508,0.17399059912482373
40,-1.0801051733857494,0.9310989540366611,0.9081397017542756,0.037365683222894616,0.07651514290584682,0.12062905955573787,0.7629389156300281,0.7068477490017625,0.03520178305423579,0.1705058271070965
41,-1.107488983095029,0.9345380492792112,0.912954400350002,0.035596788866119194,0.07650060593913503,0.11819068504416425,0.7680618441614259,0.7099664277172781,0.03183891651057242,0.173828753658276
42,-1.1247003293980313,0.9366824423465107,0.9157916093953347,0.03453112933469021,0.0764792769052888,0.12309745018896849,0.7699735325470832,0.7103292977575645,0.029810282129512193,0.1741556275358408
43,-1.1559332461006897,0.9402686525767684,0.9212493986010898,0.032473603747574624,0.07644255766592457,0.14571285766103995,0.7553905389317499,0.7049506975695287,0.026976391261892347,0.17192362615393741
44,-1.183582328133664,0.9435215844074438,0.9258457438450868,0.03076838834558503,0.07651858658945493,0.12667361063801724,0.7643806904695248,0.7057076491830376,0.042922466882493716,0.1795103120478514
45,-1.1996269084639468,0.9453256564764951,0.9282950159212484,0.029968818123478673,0.0765114760836639,0.1198257586878279,0.7677699398369907,0.7073337945806542,0.029024340440360452,0.16997251566239058
46,-1.2365061704721827,0.949264533425847,0.9332286414868909,0.027626985589326438,0.076485514135684,0.127597328113473,0.7682695067736669,0.7073925058339952,0.026927698704683443,0.17221207108618497
47,-1.2597041924794514,0.951213168868401,0.9362157112673901,0.02671270791209687,0.0765360308821592,0.1197462907951811,0.7726794251986838,0.7123437169185188,0.02552520705361222,0.1639765930788939
48,-1.2850126654414806,0.9534898536180582,0.9393676545349557,0.025402526334349047,0.07653458669023999,0.11705298754184143,0.7691522687929254,0.7075772301290236,0.032118489347223916,0.16578177058209387
49,-1.309853527505519,0.9557112152339209,0.9426389737906301,0.024195444133490493,0.07648941015793105,0.14442917769369873,0.7654325583240503,0.7094225483186287,0.016106452292034796,0.16604279209363804
50,-1.3354574542934612,0.9579291967139156,0.9455287111769058,0.02309286165035377,0.07655077621256565,0.1267501715084781,0.7648503826051314,0.7048602683070945,0.029896764903200077,0.17372098033849404
51,-1.3590991921344047,0.9596534027052069,0.9482955381493257,0.02205014678170789,0.0765016377814072,0.11789063526236493,0.7717853168006463,0.7156486229368209,0.03962348893269073,0.17335520484776035
52,-1.3916653152239524,0.9622160810620942,0.9515638094303478,0.020796979509167753,0.07645216630508671,0.12070846525223358,0.7667349354668449,0.7118813909018382,0.03831993810166199,0.1695838084854181
53,-1.4183732358749304,0.9640744320188721,0.9535213176174322,0.019649893319034308,0.07648639519840984,0.11763376774995224,0.7674524322820729,0.710204210984873,0.04567206913231404,0.17893290974132714
54,-1.4476923235392167,0.9660868812800821,0.9568958553321254,0.0186989319400262,0.07646064123528151,0.11493547552305719,0.7720117836999358,0.7130470314381055,0.036615540324328885,0.1735844532650731
55,-1.4707016325266349,0.9675776642456227,0.95865413698723,0.017786529304533356,0.07652194924273734,0.11481664783280829,0.7742206067519327,0.7144149357373554,0.038491393858549286,0.17673284740639295
56,-1.5006794808274608,0.9694063423551809,0.9611859911683335,0.016800118457673298,0.0764599486680354,0.11576007015031317,0.7719512998249274,0.7121972595995226,0.038297479524271996,0.173307639958315
57,-1.5277158351941298,0.9710298609997261,0.9632154775970322,0.0159229814827358,0.07652514373178536,0.11709641146919002,0.7725200707055324,0.7158308573945569,0.032425733246234774,0.1687630745098596
58,-1.5519666698692882,0.9721951973803964,0.9645406264796037,0.015221592864958243,0.0765185127150541,0.11655582422795503,0.7743052013643514,0.7158883264835323,0.04324867801658968,0.17303568495729704
59,-1.569175782850233,0.9730793427438551,0.9662145320113315,0.014770686437012785,0.07648130923004473,0.1174131343546121,0.7722239089159122,0.715009796632006,0.04232817321530244,0.17493910856564165
60,-1.5973820039781474,0.9746642972402026,0.9678722142659444,0.013940578047712307,0.07649803367880105,0.11719375492438026,0.7714258574021537,0.713282753733282,0.03895241822530744,0.18223527193326672
61,-1.6206067544592302,0.9758321093985275,0.9693770186031764,0.013287194651988266,0.0764755802386898,0.11818910973227542,0.7748512194070399,0.7189799207558186,0.0428502425644849,0.17621219637854413
62,-1.641475076729295,0.9767673376060203,0.9705771772112107,0.012732208343380588,0.07647899092085618,0.11703286514334056,0.7758681940593468,0.7174191166529297,0.049758899971318715,0.17837434630002713
63,-1.6624974847513403,0.9776164594282208,0.9719132681970669,0.012320359221706956,0.0764783109396191,0.1139838695526123,0.776822338528477,0.7175968705276441,0.03902995050551568,0.17458572340759881
64,-1.6838494101486636,0.9786663257736039,0.9731003736487023,0.011731753452012769,0.07650939240462362,0.1169580525678137,0.7759229358471912,0.7184410819849667,0.03645275889331448,0.17579977605439745
65,-1.7029477202959653,0.9793720607487837,0.9741730056292037,0.011321163078570097,0.07647943601938291,0.11357647601677023,0.7746915219793534,0.7161826757111974,0.0404265417773189,0.17734068269026826
66,-1.7190532233081968,0.980179326084728,0.9751360682780561,0.010892735204875133,0.07650688463180079,0.11581053552420242,0.7758217874304251,0.717662869165439,0.04274691005353003,0.17668422710638487
67,-1.741362263927352,0.9809622952475853,0.9760580970328162,0.010539004721252595,0.0764770809203218,0.11607895597167638,0.7761868824936922,0.7192666421525473,0.042800985186701467,0.17787267138114748
68,-1.7537125369249764,0.9813637552015586,0.9764894280729478,0.010217672566446545,0.07652054028322468,0.11351325492496075,0.7765114508741859,0.7184299093833472,0.04300967762211747,0.17871168663141446
69,-1.7691104748828264,0.9819920863625434,0.9773429961154363,0.009855885911038366,0.07643095547028181,0.11313065109045609,0.7776752503357802,0.7206129828386696,0.040696004563139605,0.17676526806946224
70,-1.7853156786180486,0.9824535217326131,0.9779644406445669,0.009624714384350063,0.07649325465751906,0.11351592903551848,0.77714511872128,0.7210432958433344,0.040125635157126936,0.17685125049967632
71,-1.7934988629346513,0.9827888651623726,0.978356728056138,0.009448508737282564,0.07652695885317473,0.11421066101478494,0.7774253360908978,0.7193641912959103,0.04016479084578475,0.1779897444286287
72,-1.805455350606455,0.9832003949297973,0.9788502309468126,0.00920986442558341,0.07646659117634014,0.11326728048531906,0.7778829811514985,0.7203340699569739,0.03847452595246485,0.1773439045276416
73,-1.8132022194943185,0.9834244185797816,0.9791294530967444,0.009096118158497715,0.07651773179318272,0.11325477970683057,0.7786650923848936,0.7210696106203105,0.04127412131763749,0.17705924669858186
74,-1.8175628582636516,0.9835409387120195,0.9793793649015342,0.009047232557740589,0.07644163072109222,0.11385130461143411,0.7776351028282598,0.7208329223546698,0.04182128942416559,0.1772570345456177
75,-1.8293100797523887,0.9839073956586651,0.9798598061330639,0.008806577557434806,0.07649639173079345,0.1136034224992213,0.7779890255038849,0.7206769847431426,0.04027524296890637,0.17671022872433417
76,-1.8334589920474984,0.9840963432950329,0.9800039318773903,0.008735231550063118,0.07648136180504567,0.11341574010641678,0.7779263911516551,0.7207707458180583,0.040950929484638396,0.17661293699050196
77,-1.838253172103968,0.9841464911769312,0.9800609674512228,0.008655472227114405,0.07649717000076327,0.113443816161674,0.7781252203901249,0.7210429652878604,0.04153363456043197,0.1769753751705666
78,-1.8430149245396845,0.9842579134907709,0.980292840997192,0.008632453221638324,0.07649603178777263,0.11334234022575876,0.7781630275429989,0.720905869249146,0.041083692323838454,0.1772244270923008
79,-1.8420391203993458,0.9843258532734432,0.9801317028118839,0.008568883057957315,0.07655016000324723,0.11301186097704846,0.7782651977598388,0.7207781199944692,0.041307919586306266,0.17740034342887767
80,-1.8431933269662373,0.9843461243334727,0.9803253439968969,0.008571762717881445,0.0764847032852092,0.11348601754592813,0.7782068365575361,0.72106772059419,0.04096314137202532,0.1768845304676756
