epoch,train_loss,train_pearson,train_spearman,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,0.237481887983737,0.3818173183500476,0.347770084407729,0.21470586890759674,0.49969928286685406,0.4578667706273941,-0.050664795795009474,0.12561414186692382
2,0.19698843671440405,0.536886754455799,0.48488213901207367,0.2379990595838298,0.5789799470554367,0.5221868497270551,-0.0293128194451766,0.16372699633385507
3,0.1769936665640039,0.6009582401531335,0.5398706964126017,0.18553395504536835,0.6286618335370577,0.56863187601308,0.0057281139796432935,0.1721600758241562
4,0.16767413611129178,0.6304043607974913,0.5693327415397106,0.16202160132967908,0.64400729849188,0.5802799038452429,-0.019197047489818323,0.1589397361962389
5,0.15702430179900367,0.659133741219412,0.6002017495253202,0.173565281474072,0.6785606579781424,0.6224168965899104,0.00786620487103351,0.16943764850399778
6,0.1455748310617808,0.6896974520834497,0.6330813907045288,0.15149597046167954,0.6851482501626042,0.6226288890128887,-0.002153784093305477,0.15830521492475969
7,0.14012308940712342,0.7056784858630469,0.6466093718271264,0.21254653451235397,0.6758806319518318,0.6078058872125502,-0.05734314200241729,0.1487130901492335
8,0.12939665967461753,0.7297290279963542,0.6730893373592074,0.19134009078792905,0.7006346853010093,0.640030676162438,-0.04086243990369085,0.1639769131858062
9,0.12330132373477105,0.7451989004618278,0.6870052695121147,0.13884048487829126,0.7107960645736457,0.6458462253569215,-0.009221534508517596,0.15046326503523355
10,0.11626739130686906,0.7618888193806763,0.7047551176002016,0.2000828022542207,0.7216975879354312,0.6600613500834025,-0.03714582139432133,0.17074960734475741
11,0.11210719100331183,0.7724740677860558,0.7118364820118959,0.1519489586353302,0.6917683943196923,0.6330686536482387,-0.027823651985523733,0.14181563893406468
12,0.11079617505524791,0.7762664205864027,0.7159119095229053,0.14123027156228604,0.7366069526653958,0.6754180640915275,0.0026407199236175927,0.14400174011541422
