epoch,train_loss,train_pearson,train_spearman,train_alpha,train_mean_pred_var,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,-0.2732035843076679,0.43393058460264977,0.39478471255583747,0.0,0.23263966995107252,0.2075131321730821,0.515164395105015,0.46423123850797976,-0.05027272570803735,0.10572580781602897
2,-0.3654672926933752,0.5528798466604387,0.49401466689908263,0.0,0.18935787130547108,0.24490551002647565,0.4632592656719452,0.4446237506943001,-0.06819824256840287,0.05846076091131175
3,-0.42729505778706006,0.6132024185536761,0.5498118287612964,0.0,0.17081697941836665,0.18708327866118887,0.623225352952258,0.5678964217250986,-0.02990237073497196,0.12740916434401167
4,-0.4687332012559061,0.6499546264284168,0.5848543910466285,0.0,0.15803878463931004,0.16185385053572449,0.6660794850752303,0.6103028571184874,-0.012379803620890766,0.1479748823886723
5,-0.5066172664111617,0.6808938120665414,0.6177001722036023,0.0,0.14804817824545552,0.15959366702515146,0.6663667520866696,0.6029788233708571,-0.02957118256343604,0.13225615589659923
6,-0.5360927506018494,0.7019405406445943,0.6376877102691332,0.0,0.1408589576176331,0.1722578801538633,0.6781007329248124,0.6094760601549047,-0.03506227248566691,0.15508938041218068
7,-0.5702095218634201,0.7249642125314557,0.6637684037576493,0.0,0.13212162584571516,0.21495776267155356,0.6521031652793783,0.5690406725195154,-0.06278442903834482,0.09144960456207618
8,-0.6042571495481803,0.7435879411160761,0.6841539590154362,0.0,0.12428981229915458,0.1397596004864444,0.720564758683512,0.66577436120104,0.015562905343728008,0.1612452288280407
9,-0.6158132502588175,0.7506601908941485,0.6923262397591425,0.0,0.12206896188232184,0.1233546785686327,0.7464531112274576,0.6890424707060776,-0.001746532417847063,0.15412734156786856
10,-0.6413697593629697,0.7644805257170526,0.7068182006509,0.0,0.11581905068314008,0.1411998090536698,0.7386509400765103,0.6775216881392697,0.0045699609216939335,0.16493715291851863
11,-0.6556314085162965,0.7740228668099611,0.7185436919916053,0.0071428571428571236,0.11269643919616096,0.12465587873821674,0.7420363724114062,0.6809453027968689,0.0056961813436886555,0.15170605490465738
12,-0.6696620812523837,0.7821952798428258,0.7281229341920753,0.014285714285714247,0.10951405073289817,0.12310009903233984,0.7453707338709035,0.6871021165544682,0.009712825102330047,0.15170517005694162
13,-0.6851517349313208,0.7900717843040024,0.7360945148626421,0.021428571428571377,0.10505770761414436,0.16503614316815915,0.7440838734701607,0.6860582951523242,-0.00472664013335297,0.16572348204967913
14,-0.6998258616964695,0.7995312722779423,0.7455305542866363,0.028571428571428494,0.10166498147330041,0.12132454177607661,0.7626873736173375,0.7087186375442471,0.03074858485326181,0.15074154228039927
15,-0.7197867743039535,0.8096722649054655,0.7567387461790063,0.03571428571428564,0.09672514067194556,0.11862496221842973,0.7648339517282702,0.7106161082031413,0.019643617111614803,0.16210727884773302
16,-0.7372500061315331,0.8178207554334814,0.7666115388691275,0.04285714285714275,0.09303806473811467,0.1179516956858013,0.7699513234566259,0.7133821894237268,0.02629143020976992,0.15021652191803636
17,-0.7564320022103477,0.8269360775721146,0.7773485903111781,0.04999999999999995,0.08928932489480003,0.11639796521352685,0.7687224561899744,0.7167424271708492,0.025055675720498972,0.14818352685989067
18,-0.769819866129234,0.8334037472832923,0.7846628457352439,0.05714285714285699,0.08626142320996624,0.11910331087267917,0.7632261098739075,0.7100088968429304,0.028436487727473956,0.16069136333741407
19,-0.7842708529725586,0.8393642670550923,0.7909578129682086,0.06428571428571436,0.0832515727244528,0.12828970311776453,0.7693431341111705,0.7130206479918704,0.03546334382130691,0.15643454747303698
20,-0.8086444752364509,0.8488497820850055,0.801545210037787,0.07142857142857129,0.07848668864554605,0.12597627289917157,0.7649045764493311,0.7175296053791211,0.009939061698411196,0.16586349093744734
21,-0.8194693256232698,0.8535989762162977,0.8075083186400335,0.07857142857142876,0.07678468357034995,0.12928125553804895,0.7669120801257255,0.7105109784196033,0.020740720236076583,0.16703137245246769
22,-0.8366255143941459,0.8597054752718013,0.814166525751162,0.0857142857142855,0.07310401402035002,0.12861560641423517,0.7604157984074628,0.7055774529743047,0.02074984056041348,0.1613947761249832
23,-0.8477061003614954,0.8646863635973178,0.820340155009299,0.09285714285714304,0.07150025200624924,0.11768385217241618,0.7664062163338675,0.7114116577340276,0.0248369959330281,0.14976474646236282
24,-0.862663674489253,0.8695757669379527,0.8272108957480807,0.0999999999999999,0.06868184174774057,0.1405056455860967,0.7543773175272994,0.7047616924585383,0.023746447523502922,0.15489208930815002
25,-0.8848431558258789,0.8758218489938894,0.8348702440253428,0.10714285714285737,0.06543494733629254,0.11936901185823523,0.7685925630560513,0.716443802787215,0.03045261813748793,0.15959180534108797
26,-0.8954289424217353,0.8802442904466151,0.8392460118305465,0.11428571428571398,0.06343766318707816,0.12855621556872907,0.7560388479784741,0.7047586535548658,0.016373544541946634,0.15502397191355555
27,-0.9096918796415383,0.884283293466459,0.8451930763187818,0.12142857142857118,0.061458818172499284,0.14331041341242584,0.7597423141483548,0.7085250783119736,-0.004439375176877184,0.15986842669165469
28,-0.9225290670233258,0.8882589974291243,0.8493691424226345,0.12857142857142873,0.05955613840181949,0.12273239344358444,0.7640865730055628,0.7117825098530014,0.0285324318638784,0.16270517477786017
29,-0.9338538818440195,0.891414174056496,0.854755732262306,0.13571428571428604,0.05813047266696806,0.13531869617493256,0.7625970985642581,0.7129033376412311,0.029777112559573042,0.16668762075831933
30,-0.950184205494358,0.8953413502714713,0.859716464664178,0.14285714285714257,0.05591972490067536,0.12376812132804291,0.7544862767482217,0.6975194478491763,0.012137858502593628,0.14908795974464328
31,-0.9678128644571466,0.8995843893496936,0.8651219448427782,0.14999999999999958,0.05358031743579665,0.12148942668800769,0.7643566800952353,0.7099813686530151,0.016967804279734836,0.1644350088024411
32,-0.9851931326806882,0.9039526770421941,0.8706938656708478,0.15714285714285753,0.051371461843366675,0.11834835520257121,0.7676728575400095,0.7123606584636124,0.023659358859962842,0.15702822840334552
33,-1.0001875178962103,0.9073186485884827,0.8753526599255206,0.16428571428571453,0.04965125586269265,0.12571827289850815,0.7654725999950852,0.7112421138182401,0.034357641092576906,0.16033896412760906
34,-1.019540739261498,0.9113939615008394,0.8802196456184319,0.171428571428571,0.047620656926416406,0.11937895611576411,0.7644732505479417,0.7058935368477877,0.01602108428299452,0.15855702720365494
