model,element,stratification,stratum,n_variants,spearman
bilstm_full_disentangle_seed42,SORT1,effect_size,1,320,0.06962110093992141
bilstm_full_disentangle_seed42,SORT1,effect_size,2,347,0.24001733162586772
bilstm_full_disentangle_seed42,SORT1,effect_size,3,330,0.4188848226850135
bilstm_full_disentangle_seed42,SORT1,gc_context,0,439,0.3118128162750204
bilstm_full_disentangle_seed42,SORT1,gc_context,1,394,0.28554232772260457
bilstm_full_disentangle_seed42,SORT1,gc_context,2,273,0.21786596275523712
bilstm_full_disentangle_seed42,SORT1,gc_context,3,254,0.3102111679961962
bilstm_full_disentangle_seed42,TERT-GBM,position,0,96,0.1625986024619063
bilstm_full_disentangle_seed42,TERT-GBM,position,1,144,0.5733049721435765
bilstm_full_disentangle_seed42,TERT-GBM,position,2,144,0.42919633732543977
bilstm_full_disentangle_seed42,TERT-GBM,position,3,96,0.601348514202857
bilstm_full_disentangle_seed42,TERT-GBM,position,4,95,0.3569268279814405
bilstm_full_disentangle_seed42,TERT-GBM,mutation_type,False,383,0.39889957111975544
bilstm_full_disentangle_seed42,TERT-GBM,mutation_type,True,192,0.39128534910992624
bilstm_full_disentangle_seed42,TERT-GBM,effect_size,0,150,0.06286601072342338
bilstm_full_disentangle_seed42,TERT-GBM,effect_size,1,147,0.19358917884611088
bilstm_full_disentangle_seed42,TERT-GBM,effect_size,2,139,0.29154068525167137
bilstm_full_disentangle_seed42,TERT-GBM,effect_size,3,139,0.5697355252989705
bilstm_full_disentangle_seed42,TERT-GBM,gc_context,0,186,0.40107688826557253
bilstm_full_disentangle_seed42,TERT-GBM,gc_context,1,119,0.34440334827471214
bilstm_full_disentangle_seed42,TERT-GBM,gc_context,2,243,0.38788059817941595
bilstm_full_disentangle_seed42,TERT-GBM,gc_context,3,27,0.6782661782661782
bilstm_full_disentangle_seed42,TERT-HEK293T,position,0,96,0.11936603050118974
bilstm_full_disentangle_seed42,TERT-HEK293T,position,1,144,0.568668044846168
bilstm_full_disentangle_seed42,TERT-HEK293T,position,2,144,0.4060809509431871
bilstm_full_disentangle_seed42,TERT-HEK293T,position,3,96,0.5539627577033935
bilstm_full_disentangle_seed42,TERT-HEK293T,position,4,95,0.2701710139889494
bilstm_full_disentangle_seed42,TERT-HEK293T,mutation_type,False,383,0.32820801045496373
bilstm_full_disentangle_seed42,TERT-HEK293T,mutation_type,True,192,0.27392568178733284
bilstm_full_disentangle_seed42,TERT-HEK293T,effect_size,0,159,-0.014431633015215743
bilstm_full_disentangle_seed42,TERT-HEK293T,effect_size,1,153,0.24780409071031706
bilstm_full_disentangle_seed42,TERT-HEK293T,effect_size,2,119,0.17274048343256368
bilstm_full_disentangle_seed42,TERT-HEK293T,effect_size,3,144,0.3597913594853072
bilstm_full_disentangle_seed42,TERT-HEK293T,gc_context,0,186,0.24366562886473672
bilstm_full_disentangle_seed42,TERT-HEK293T,gc_context,1,119,0.3408713676618294
bilstm_full_disentangle_seed42,TERT-HEK293T,gc_context,2,243,0.26279295861635665
bilstm_full_disentangle_seed42,TERT-HEK293T,gc_context,3,27,0.7382408219217572
bilstm_full_disentangle_seed42,ZFAND3,position,0,288,0.1050109125399515
bilstm_full_disentangle_seed42,ZFAND3,position,1,240,0.21128046772895495
bilstm_full_disentangle_seed42,ZFAND3,position,2,192,0.30298693981865027
bilstm_full_disentangle_seed42,ZFAND3,position,3,239,-0.013705255769086317
bilstm_full_disentangle_seed42,ZFAND3,position,4,288,0.03026576124702126
bilstm_full_disentangle_seed42,ZFAND3,mutation_type,False,831,0.0901065857847984
bilstm_full_disentangle_seed42,ZFAND3,mutation_type,True,416,0.10024841269648965
bilstm_full_disentangle_seed42,ZFAND3,effect_size,0,386,0.081914064103225
bilstm_full_disentangle_seed42,ZFAND3,effect_size,1,244,-0.022745351788582644
bilstm_full_disentangle_seed42,ZFAND3,effect_size,2,316,0.07320865649170526
bilstm_full_disentangle_seed42,ZFAND3,effect_size,3,301,0.21996517457757161
bilstm_full_disentangle_seed42,ZFAND3,gc_context,0,336,0.11426331763327958
bilstm_full_disentangle_seed42,ZFAND3,gc_context,1,477,0.03620107255114103
bilstm_full_disentangle_seed42,ZFAND3,gc_context,2,240,0.12738785434138777
bilstm_full_disentangle_seed42,ZFAND3,gc_context,3,194,0.12841780886554496
bilstm_ranking_contrastive_seed42,F9,position,0,144,0.2579266044571963
bilstm_ranking_contrastive_seed42,F9,position,1,105,0.7554889885540321
bilstm_ranking_contrastive_seed42,F9,position,2,126,0.15822627326921537
bilstm_ranking_contrastive_seed42,F9,position,3,170,0.483804084653456
bilstm_ranking_contrastive_seed42,F9,position,4,126,0.521968129876009
bilstm_ranking_contrastive_seed42,F9,mutation_type,False,447,0.4949714930336261
bilstm_ranking_contrastive_seed42,F9,mutation_type,True,224,0.49200105239682407
bilstm_ranking_contrastive_seed42,F9,effect_size,0,171,0.15009879950880764
bilstm_ranking_contrastive_seed42,F9,effect_size,1,168,0.3306671588998463
bilstm_ranking_contrastive_seed42,F9,effect_size,2,169,0.4565995994989408
bilstm_ranking_contrastive_seed42,F9,effect_size,3,163,0.6931211728015095
bilstm_ranking_contrastive_seed42,F9,gc_context,0,206,0.4016014307648323
bilstm_ranking_contrastive_seed42,F9,gc_context,1,162,0.7023480173050383
bilstm_ranking_contrastive_seed42,F9,gc_context,2,225,0.4355719204890615
bilstm_ranking_contrastive_seed42,F9,gc_context,3,78,0.27396534736409206
bilstm_ranking_contrastive_seed42,GP1BB,position,0,186,0.07267144122383129
bilstm_ranking_contrastive_seed42,GP1BB,position,1,150,0.5243636446535608
bilstm_ranking_contrastive_seed42,GP1BB,position,2,168,0.41986850429248973
bilstm_ranking_contrastive_seed42,GP1BB,position,3,183,0.449773412090415
bilstm_ranking_contrastive_seed42,GP1BB,position,4,182,-0.03744822778114685
bilstm_ranking_contrastive_seed42,GP1BB,mutation_type,False,579,0.30255471042319243
bilstm_ranking_contrastive_seed42,GP1BB,mutation_type,True,290,0.332180118470178
bilstm_ranking_contrastive_seed42,GP1BB,effect_size,0,239,-0.08979195614811794
bilstm_ranking_contrastive_seed42,GP1BB,effect_size,1,210,0.03871063212312595
bilstm_ranking_contrastive_seed42,GP1BB,effect_size,2,207,0.21132500185530997
bilstm_ranking_contrastive_seed42,GP1BB,effect_size,3,213,0.5441027511637094
bilstm_ranking_contrastive_seed42,GP1BB,gc_context,0,239,0.21166433136989668
bilstm_ranking_contrastive_seed42,GP1BB,gc_context,1,228,0.18783380847405354
bilstm_ranking_contrastive_seed42,GP1BB,gc_context,2,276,0.3056308700600442
bilstm_ranking_contrastive_seed42,GP1BB,gc_context,3,126,0.6885373427479048
bilstm_ranking_contrastive_seed42,HBB,position,0,60,0.14054467431910908
bilstm_ranking_contrastive_seed42,HBB,position,1,105,0.3465359635867212
bilstm_ranking_contrastive_seed42,HBB,position,2,75,0.3624458367728066
bilstm_ranking_contrastive_seed42,HBB,position,3,87,0.5986388501697242
bilstm_ranking_contrastive_seed42,HBB,position,4,105,0.5003373870888442
bilstm_ranking_contrastive_seed42,HBB,mutation_type,False,288,0.4418844490372008
bilstm_ranking_contrastive_seed42,HBB,mutation_type,True,144,0.4436060391735058
bilstm_ranking_contrastive_seed42,HBB,effect_size,0,109,-0.06621825504474399
bilstm_ranking_contrastive_seed42,HBB,effect_size,1,108,0.17082339893057147
bilstm_ranking_contrastive_seed42,HBB,effect_size,2,115,0.495107995138743
bilstm_ranking_contrastive_seed42,HBB,effect_size,3,100,0.5539628805279962
bilstm_ranking_contrastive_seed42,HBB,gc_context,0,156,0.23101242548863085
bilstm_ranking_contrastive_seed42,HBB,gc_context,1,99,0.4151098468386567
bilstm_ranking_contrastive_seed42,HBB,gc_context,2,84,0.44316822345357165
bilstm_ranking_contrastive_seed42,HBB,gc_context,3,93,0.7129968874191026
bilstm_ranking_contrastive_seed42,HBG1,position,0,117,0.14737648187559246
bilstm_ranking_contrastive_seed42,HBG1,position,1,117,0.2707051067074433
bilstm_ranking_contrastive_seed42,HBG1,position,2,117,0.41114961239485803
bilstm_ranking_contrastive_seed42,HBG1,position,3,165,0.572187641789032
bilstm_ranking_contrastive_seed42,HBG1,position,4,117,0.3031392806330921
bilstm_ranking_contrastive_seed42,HBG1,mutation_type,False,422,0.36092320802381883
bilstm_ranking_contrastive_seed42,HBG1,mutation_type,True,211,0.4225032523809543
bilstm_ranking_contrastive_seed42,HBG1,effect_size,0,184,0.05307560067629228
bilstm_ranking_contrastive_seed42,HBG1,effect_size,1,141,0.1422685400056572
bilstm_ranking_contrastive_seed42,HBG1,effect_size,2,150,0.2897582049248306
bilstm_ranking_contrastive_seed42,HBG1,effect_size,3,158,0.6085223416447184
bilstm_ranking_contrastive_seed42,HBG1,gc_context,0,198,0.2398679496487233
bilstm_ranking_contrastive_seed42,HBG1,gc_context,1,219,0.5774197068067076
bilstm_ranking_contrastive_seed42,HBG1,gc_context,2,84,0.1404426011461298
bilstm_ranking_contrastive_seed42,HBG1,gc_context,3,132,0.28923784812105846
bilstm_ranking_contrastive_seed42,HNF4A,position,0,144,0.07531637017815844
bilstm_ranking_contrastive_seed42,HNF4A,position,1,135,0.25219365782363384
bilstm_ranking_contrastive_seed42,HNF4A,position,2,162,0.2382906182051299
bilstm_ranking_contrastive_seed42,HNF4A,position,3,87,0.41618664417074347
bilstm_ranking_contrastive_seed42,HNF4A,position,4,144,0.2592857774177786
bilstm_ranking_contrastive_seed42,HNF4A,mutation_type,False,448,0.21134062143191942
bilstm_ranking_contrastive_seed42,HNF4A,mutation_type,True,224,0.2209477929833223
bilstm_ranking_contrastive_seed42,HNF4A,effect_size,0,168,0.00906186531371715
bilstm_ranking_contrastive_seed42,HNF4A,effect_size,1,229,0.13456054976099402
bilstm_ranking_contrastive_seed42,HNF4A,effect_size,2,128,0.09722112136656709
bilstm_ranking_contrastive_seed42,HNF4A,effect_size,3,147,0.3592814500004511
bilstm_ranking_contrastive_seed42,HNF4A,gc_context,0,189,0.13967175867112622
bilstm_ranking_contrastive_seed42,HNF4A,gc_context,1,150,0.33929393812634323
bilstm_ranking_contrastive_seed42,HNF4A,gc_context,2,222,0.21365521053867248
bilstm_ranking_contrastive_seed42,HNF4A,gc_context,3,111,0.24672904274120075
bilstm_ranking_contrastive_seed42,IRF4,position,0,168,0.26388163204887694
bilstm_ranking_contrastive_seed42,IRF4,position,1,216,0.31588138939074906
bilstm_ranking_contrastive_seed42,IRF4,position,2,162,0.042866821050713974
bilstm_ranking_contrastive_seed42,IRF4,position,3,213,0.09001874536201833
bilstm_ranking_contrastive_seed42,IRF4,position,4,213,0.24980505391761995
bilstm_ranking_contrastive_seed42,IRF4,mutation_type,False,648,0.14285480268467285
bilstm_ranking_contrastive_seed42,IRF4,mutation_type,True,324,0.19669219029350118
bilstm_ranking_contrastive_seed42,IRF4,effect_size,0,245,0.07882739927876237
bilstm_ranking_contrastive_seed42,IRF4,effect_size,1,243,0.0783564925186102
bilstm_ranking_contrastive_seed42,IRF4,effect_size,2,241,0.1146512260871734
bilstm_ranking_contrastive_seed42,IRF4,effect_size,3,243,0.23406919687646796
bilstm_ranking_contrastive_seed42,IRF4,gc_context,0,291,0.15314289893399952
bilstm_ranking_contrastive_seed42,IRF4,gc_context,1,273,0.17602360775942133
bilstm_ranking_contrastive_seed42,IRF4,gc_context,2,261,0.0862334475268057
bilstm_ranking_contrastive_seed42,IRF4,gc_context,3,147,0.271531190636778
bilstm_ranking_contrastive_seed42,IRF6,position,0,312,0.308870584729976
bilstm_ranking_contrastive_seed42,IRF6,position,1,357,0.15356712913136777
bilstm_ranking_contrastive_seed42,IRF6,position,2,236,0.1904806997337885
bilstm_ranking_contrastive_seed42,IRF6,position,3,190,0.30658942231991027
bilstm_ranking_contrastive_seed42,IRF6,position,4,262,0.2439940019074894
bilstm_ranking_contrastive_seed42,IRF6,mutation_type,False,900,0.21320169440312697
bilstm_ranking_contrastive_seed42,IRF6,mutation_type,True,457,0.261093349822179
bilstm_ranking_contrastive_seed42,IRF6,effect_size,0,425,0.16705935228074345
bilstm_ranking_contrastive_seed42,IRF6,effect_size,1,290,0.16499522514250162
bilstm_ranking_contrastive_seed42,IRF6,effect_size,2,304,0.2749480555663031
bilstm_ranking_contrastive_seed42,IRF6,effect_size,3,338,0.2174670955888215
bilstm_ranking_contrastive_seed42,IRF6,gc_context,0,542,0.2650457787934342
bilstm_ranking_contrastive_seed42,IRF6,gc_context,1,210,0.39726060201343116
bilstm_ranking_contrastive_seed42,IRF6,gc_context,2,424,0.1414391054177568
bilstm_ranking_contrastive_seed42,IRF6,gc_context,3,181,0.19191664960990681
bilstm_ranking_contrastive_seed42,LDLR,position,0,144,-0.03192787160542471
bilstm_ranking_contrastive_seed42,LDLR,position,1,123,0.41568651501431375
bilstm_ranking_contrastive_seed42,LDLR,position,2,135,0.5278985035158433
bilstm_ranking_contrastive_seed42,LDLR,position,3,174,0.48790909738507054
bilstm_ranking_contrastive_seed42,LDLR,position,4,141,0.053700111910170135
bilstm_ranking_contrastive_seed42,LDLR,mutation_type,False,478,0.3458678468370292
bilstm_ranking_contrastive_seed42,LDLR,mutation_type,True,239,0.4246695277708882
bilstm_ranking_contrastive_seed42,LDLR,effect_size,0,202,-0.0007704978526712324
bilstm_ranking_contrastive_seed42,LDLR,effect_size,1,171,0.03176577502607113
bilstm_ranking_contrastive_seed42,LDLR,effect_size,2,168,0.3560348850610289
bilstm_ranking_contrastive_seed42,LDLR,effect_size,3,176,0.3751113695272529
bilstm_ranking_contrastive_seed42,LDLR,gc_context,0,198,0.24487369749408247
bilstm_ranking_contrastive_seed42,LDLR,gc_context,1,207,0.518472616706017
bilstm_ranking_contrastive_seed42,LDLR,gc_context,2,222,0.5030132354409163
bilstm_ranking_contrastive_seed42,LDLR,gc_context,3,90,0.2737192513772825
bilstm_ranking_contrastive_seed42,MSMB,position,0,300,0.06424679190227019
bilstm_ranking_contrastive_seed42,MSMB,position,1,201,0.15691419613027938
bilstm_ranking_contrastive_seed42,MSMB,position,2,345,0.0035353032024741243
bilstm_ranking_contrastive_seed42,MSMB,position,3,297,0.21080547157241242
bilstm_ranking_contrastive_seed42,MSMB,position,4,201,0.2567203450308569
bilstm_ranking_contrastive_seed42,MSMB,mutation_type,False,896,0.12134175796073315
bilstm_ranking_contrastive_seed42,MSMB,mutation_type,True,448,0.11329299397959192
bilstm_ranking_contrastive_seed42,MSMB,effect_size,0,438,-0.014884589949404893
bilstm_ranking_contrastive_seed42,MSMB,effect_size,1,270,0.08611048464630114
bilstm_ranking_contrastive_seed42,MSMB,effect_size,2,311,0.06794768485787274
bilstm_ranking_contrastive_seed42,MSMB,effect_size,3,325,0.25319308264503326
bilstm_ranking_contrastive_seed42,MSMB,gc_context,0,528,0.15910455432827983
bilstm_ranking_contrastive_seed42,MSMB,gc_context,1,225,0.17997598093856776
bilstm_ranking_contrastive_seed42,MSMB,gc_context,2,324,0.04252946822814961
bilstm_ranking_contrastive_seed42,MSMB,gc_context,3,267,0.08897862718907906
bilstm_ranking_contrastive_seed42,MYCrs6983267,position,0,302,0.23279769023391836
bilstm_ranking_contrastive_seed42,MYCrs6983267,position,1,270,0.09959221156754697
bilstm_ranking_contrastive_seed42,MYCrs6983267,position,2,285,0.22825325517678016
bilstm_ranking_contrastive_seed42,MYCrs6983267,position,3,303,0.03808628844762471
bilstm_ranking_contrastive_seed42,MYCrs6983267,position,4,204,0.05187157629707967
bilstm_ranking_contrastive_seed42,MYCrs6983267,mutation_type,False,907,0.11793588410884814
bilstm_ranking_contrastive_seed42,MYCrs6983267,mutation_type,True,457,0.18419084583891338
bilstm_ranking_contrastive_seed42,MYCrs6983267,effect_size,0,483,0.009045151036201066
bilstm_ranking_contrastive_seed42,MYCrs6983267,effect_size,1,297,-0.023540151477705815
bilstm_ranking_contrastive_seed42,MYCrs6983267,effect_size,2,285,0.1431100166159303
bilstm_ranking_contrastive_seed42,MYCrs6983267,effect_size,3,299,0.2654378945191095
bilstm_ranking_contrastive_seed42,MYCrs6983267,gc_context,0,550,-0.005215809403482873
bilstm_ranking_contrastive_seed42,MYCrs6983267,gc_context,1,255,0.16345679770654117
bilstm_ranking_contrastive_seed42,MYCrs6983267,gc_context,2,248,0.23682749752955806
bilstm_ranking_contrastive_seed42,MYCrs6983267,gc_context,3,311,0.24102143474454385
bilstm_ranking_contrastive_seed42,PKLR,position,0,236,0.47806944620891695
bilstm_ranking_contrastive_seed42,PKLR,position,1,185,0.4519350869718108
bilstm_ranking_contrastive_seed42,PKLR,position,2,186,-0.20420187766001116
bilstm_ranking_contrastive_seed42,PKLR,position,3,231,0.36239481184467154
bilstm_ranking_contrastive_seed42,PKLR,position,4,187,0.304401490872398
bilstm_ranking_contrastive_seed42,PKLR,mutation_type,False,682,0.30902518731410095
bilstm_ranking_contrastive_seed42,PKLR,mutation_type,True,343,0.2664924822633678
bilstm_ranking_contrastive_seed42,PKLR,effect_size,0,272,0.03500178584199922
bilstm_ranking_contrastive_seed42,PKLR,effect_size,1,261,-0.00788094249482045
bilstm_ranking_contrastive_seed42,PKLR,effect_size,2,241,0.13357553607845604
bilstm_ranking_contrastive_seed42,PKLR,effect_size,3,251,0.5835176418075655
bilstm_ranking_contrastive_seed42,PKLR,gc_context,0,315,-0.010161606337892294
bilstm_ranking_contrastive_seed42,PKLR,gc_context,1,263,0.277760168265334
bilstm_ranking_contrastive_seed42,PKLR,gc_context,2,222,0.41430294581021215
bilstm_ranking_contrastive_seed42,PKLR,gc_context,3,225,0.535940782960628
bilstm_ranking_contrastive_seed42,SORT1,position,0,309,0.003023776622487182
bilstm_ranking_contrastive_seed42,SORT1,position,1,215,0.4954622510568903
bilstm_ranking_contrastive_seed42,SORT1,position,2,216,0.2281645984042901
bilstm_ranking_contrastive_seed42,SORT1,position,3,265,0.3268357962285243
bilstm_ranking_contrastive_seed42,SORT1,position,4,355,0.47197588398971246
bilstm_ranking_contrastive_seed42,SORT1,mutation_type,False,905,0.3333212478799825
bilstm_ranking_contrastive_seed42,SORT1,mutation_type,True,455,0.2896469333690688
bilstm_ranking_contrastive_seed42,SORT1,effect_size,0,363,0.01013671024166699
bilstm_ranking_contrastive_seed42,SORT1,effect_size,1,320,0.0690939755396774
bilstm_ranking_contrastive_seed42,SORT1,effect_size,2,347,0.30980601184093715
bilstm_ranking_contrastive_seed42,SORT1,effect_size,3,330,0.41290473486949336
bilstm_ranking_contrastive_seed42,SORT1,gc_context,0,439,0.37627880148980797
bilstm_ranking_contrastive_seed42,SORT1,gc_context,1,394,0.2782008055660587
bilstm_ranking_contrastive_seed42,SORT1,gc_context,2,273,0.29022209707698077
bilstm_ranking_contrastive_seed42,SORT1,gc_context,3,254,0.3821816328917405
bilstm_ranking_contrastive_seed42,TERT-GBM,position,0,96,0.19265542736932312
bilstm_ranking_contrastive_seed42,TERT-GBM,position,1,144,0.5679795111043925
bilstm_ranking_contrastive_seed42,TERT-GBM,position,2,144,0.5222982100789784
bilstm_ranking_contrastive_seed42,TERT-GBM,position,3,96,0.8433273251395366
bilstm_ranking_contrastive_seed42,TERT-GBM,position,4,95,0.22627124193705894
bilstm_ranking_contrastive_seed42,TERT-GBM,mutation_type,False,383,0.4933362704108618
bilstm_ranking_contrastive_seed42,TERT-GBM,mutation_type,True,192,0.4771685902853638
bilstm_ranking_contrastive_seed42,TERT-GBM,effect_size,0,150,0.0379416080477072
bilstm_ranking_contrastive_seed42,TERT-GBM,effect_size,1,147,0.3051578984368636
bilstm_ranking_contrastive_seed42,TERT-GBM,effect_size,2,139,0.33994116459985296
bilstm_ranking_contrastive_seed42,TERT-GBM,effect_size,3,139,0.5284077912788053
bilstm_ranking_contrastive_seed42,TERT-GBM,gc_context,0,186,0.5477565425490876
bilstm_ranking_contrastive_seed42,TERT-GBM,gc_context,1,119,0.3210747982783209
bilstm_ranking_contrastive_seed42,TERT-GBM,gc_context,2,243,0.5046976577583203
bilstm_ranking_contrastive_seed42,TERT-GBM,gc_context,3,27,0.8186813186813187
bilstm_ranking_contrastive_seed42,TERT-HEK293T,position,0,96,0.1741876940292755
bilstm_ranking_contrastive_seed42,TERT-HEK293T,position,1,144,0.4986464394655054
bilstm_ranking_contrastive_seed42,TERT-HEK293T,position,2,144,0.38729663403274667
bilstm_ranking_contrastive_seed42,TERT-HEK293T,position,3,96,0.6500087568431232
bilstm_ranking_contrastive_seed42,TERT-HEK293T,position,4,95,0.08152774685620891
bilstm_ranking_contrastive_seed42,TERT-HEK293T,mutation_type,False,383,0.3536495024070787
bilstm_ranking_contrastive_seed42,TERT-HEK293T,mutation_type,True,192,0.4162965073424735
bilstm_ranking_contrastive_seed42,TERT-HEK293T,effect_size,0,159,0.01477667205819907
bilstm_ranking_contrastive_seed42,TERT-HEK293T,effect_size,1,153,0.2173996398057595
bilstm_ranking_contrastive_seed42,TERT-HEK293T,effect_size,2,119,0.23946231562574624
bilstm_ranking_contrastive_seed42,TERT-HEK293T,effect_size,3,144,0.4104035104282091
bilstm_ranking_contrastive_seed42,TERT-HEK293T,gc_context,0,186,0.39715014908505303
bilstm_ranking_contrastive_seed42,TERT-HEK293T,gc_context,1,119,0.3376685398780107
bilstm_ranking_contrastive_seed42,TERT-HEK293T,gc_context,2,243,0.33273843620255733
bilstm_ranking_contrastive_seed42,TERT-HEK293T,gc_context,3,27,0.6841785027326174
bilstm_ranking_contrastive_seed42,ZFAND3,position,0,288,0.2767831235481456
bilstm_ranking_contrastive_seed42,ZFAND3,position,1,240,0.11571832745814427
bilstm_ranking_contrastive_seed42,ZFAND3,position,2,192,0.3921568113598367
bilstm_ranking_contrastive_seed42,ZFAND3,position,3,239,0.10143946838077755
bilstm_ranking_contrastive_seed42,ZFAND3,position,4,288,0.058004995067807145
bilstm_ranking_contrastive_seed42,ZFAND3,mutation_type,False,831,0.19626487554056157
bilstm_ranking_contrastive_seed42,ZFAND3,mutation_type,True,416,0.13959209560731697
bilstm_ranking_contrastive_seed42,ZFAND3,effect_size,0,386,0.14025971943013002
bilstm_ranking_contrastive_seed42,ZFAND3,effect_size,1,244,-0.025925920648105227
bilstm_ranking_contrastive_seed42,ZFAND3,effect_size,2,316,0.224126805606386
bilstm_ranking_contrastive_seed42,ZFAND3,effect_size,3,301,0.2621840209862534
bilstm_ranking_contrastive_seed42,ZFAND3,gc_context,0,336,0.3167111572435159
bilstm_ranking_contrastive_seed42,ZFAND3,gc_context,1,477,0.09065723788494107
bilstm_ranking_contrastive_seed42,ZFAND3,gc_context,2,240,0.10686029241062552
bilstm_ranking_contrastive_seed42,ZFAND3,gc_context,3,194,0.2641996730939735
dilated_cnn_baseline_mse_seed42,F9,position,0,144,0.07911269363896697
dilated_cnn_baseline_mse_seed42,F9,position,1,105,0.6836095054247072
dilated_cnn_baseline_mse_seed42,F9,position,2,126,0.04829088911579797
dilated_cnn_baseline_mse_seed42,F9,position,3,170,0.30207241259864287
dilated_cnn_baseline_mse_seed42,F9,position,4,126,0.2120172015045749
dilated_cnn_baseline_mse_seed42,F9,mutation_type,False,447,0.26692533409427177
dilated_cnn_baseline_mse_seed42,F9,mutation_type,True,224,0.2674922542678354
dilated_cnn_baseline_mse_seed42,F9,effect_size,0,171,0.030552655047946645
dilated_cnn_baseline_mse_seed42,F9,effect_size,1,168,0.1566743771429654
dilated_cnn_baseline_mse_seed42,F9,effect_size,2,169,0.25877413979718583
dilated_cnn_baseline_mse_seed42,F9,effect_size,3,163,0.5134578917926281
dilated_cnn_baseline_mse_seed42,F9,gc_context,0,206,0.22050079189253108
dilated_cnn_baseline_mse_seed42,F9,gc_context,1,162,0.49858765875111405
dilated_cnn_baseline_mse_seed42,F9,gc_context,2,225,0.22070825367713348
dilated_cnn_baseline_mse_seed42,F9,gc_context,3,78,0.1177914365213826
dilated_cnn_baseline_mse_seed42,GP1BB,position,0,186,-0.013873112716742804
dilated_cnn_baseline_mse_seed42,GP1BB,position,1,150,0.5290562430829384
dilated_cnn_baseline_mse_seed42,GP1BB,position,2,168,0.3526664577738302
dilated_cnn_baseline_mse_seed42,GP1BB,position,3,183,0.34225601727847393
dilated_cnn_baseline_mse_seed42,GP1BB,position,4,182,-0.12005478847238482
dilated_cnn_baseline_mse_seed42,GP1BB,mutation_type,False,579,0.250832752826027
dilated_cnn_baseline_mse_seed42,GP1BB,mutation_type,True,290,0.27811547232663536
dilated_cnn_baseline_mse_seed42,GP1BB,effect_size,0,239,-0.154394786351106
dilated_cnn_baseline_mse_seed42,GP1BB,effect_size,1,210,0.05201765701045701
dilated_cnn_baseline_mse_seed42,GP1BB,effect_size,2,207,0.10737715700761935
dilated_cnn_baseline_mse_seed42,GP1BB,effect_size,3,213,0.5272750935447873
dilated_cnn_baseline_mse_seed42,GP1BB,gc_context,0,239,0.2687588618750229
dilated_cnn_baseline_mse_seed42,GP1BB,gc_context,1,228,0.08208114689662566
dilated_cnn_baseline_mse_seed42,GP1BB,gc_context,2,276,0.3460854113130327
dilated_cnn_baseline_mse_seed42,GP1BB,gc_context,3,126,0.3574111704693889
dilated_cnn_baseline_mse_seed42,HBB,position,0,60,0.07940927076609072
dilated_cnn_baseline_mse_seed42,HBB,position,1,105,0.2559144931287948
dilated_cnn_baseline_mse_seed42,HBB,position,2,75,0.41733944033117043
dilated_cnn_baseline_mse_seed42,HBB,position,3,87,0.7323454058245316
dilated_cnn_baseline_mse_seed42,HBB,position,4,105,0.5404083710575124
dilated_cnn_baseline_mse_seed42,HBB,mutation_type,False,288,0.4723315542640938
dilated_cnn_baseline_mse_seed42,HBB,mutation_type,True,144,0.565128030069105
dilated_cnn_baseline_mse_seed42,HBB,effect_size,0,109,0.07389919772120085
dilated_cnn_baseline_mse_seed42,HBB,effect_size,1,108,0.13474450537532545
dilated_cnn_baseline_mse_seed42,HBB,effect_size,2,115,0.4069344992026393
dilated_cnn_baseline_mse_seed42,HBB,effect_size,3,100,0.6531016780699332
dilated_cnn_baseline_mse_seed42,HBB,gc_context,0,156,0.16917524693037525
dilated_cnn_baseline_mse_seed42,HBB,gc_context,1,99,0.5650130314889562
dilated_cnn_baseline_mse_seed42,HBB,gc_context,2,84,0.6247626627952162
dilated_cnn_baseline_mse_seed42,HBB,gc_context,3,93,0.6341458696769416
dilated_cnn_baseline_mse_seed42,HBG1,position,0,117,0.16434008801401548
dilated_cnn_baseline_mse_seed42,HBG1,position,1,117,0.32009115616048045
dilated_cnn_baseline_mse_seed42,HBG1,position,2,117,0.31181718507656697
dilated_cnn_baseline_mse_seed42,HBG1,position,3,165,0.5286798709528642
dilated_cnn_baseline_mse_seed42,HBG1,position,4,117,0.2184383235575947
dilated_cnn_baseline_mse_seed42,HBG1,mutation_type,False,422,0.35507403283613687
dilated_cnn_baseline_mse_seed42,HBG1,mutation_type,True,211,0.329672223195319
dilated_cnn_baseline_mse_seed42,HBG1,effect_size,0,184,0.020169714882215504
dilated_cnn_baseline_mse_seed42,HBG1,effect_size,1,141,0.10292059575690427
dilated_cnn_baseline_mse_seed42,HBG1,effect_size,2,150,0.37627638175736605
dilated_cnn_baseline_mse_seed42,HBG1,effect_size,3,158,0.5682583878738301
dilated_cnn_baseline_mse_seed42,HBG1,gc_context,0,198,0.24715511442363552
dilated_cnn_baseline_mse_seed42,HBG1,gc_context,1,219,0.509671419442695
dilated_cnn_baseline_mse_seed42,HBG1,gc_context,2,84,0.184244808831925
dilated_cnn_baseline_mse_seed42,HBG1,gc_context,3,132,0.20348544778882566
dilated_cnn_baseline_mse_seed42,HNF4A,position,0,144,-0.1231295035135941
dilated_cnn_baseline_mse_seed42,HNF4A,position,1,135,0.10133339376569103
dilated_cnn_baseline_mse_seed42,HNF4A,position,2,162,0.22959807658158068
dilated_cnn_baseline_mse_seed42,HNF4A,position,3,87,0.22309737387745782
