epoch,train_loss,train_pearson,train_spearman,train_mean_pred_var,train_mean_true_var,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,31.09309143669861,0.2674882,0.2416147410958206,0.09572885020262441,0.07650780774610864,0.2739999171184457,0.3704420030117035,0.3407801834994904,-0.06530749052762985,0.08495263436119666
2,21.627242126033803,0.49093905,0.4344205324074056,0.04042164560428447,0.07650138454585426,0.3019619370284288,0.5550004839897156,0.5083639720991379,-0.050288956612348557,0.16969382888229273
3,21.157887992212327,0.5981392,0.5266796164561188,0.040292625815349786,0.07649735879089872,0.21117449778577554,0.6037254929542542,0.5374243104967112,0.0012323580449447036,0.1411638716706014
4,20.510048925539866,0.65741086,0.5833743074543343,0.03970242048597942,0.07650331134176523,0.20845529437065125,0.6605847477912903,0.5921331468137677,-0.02022031880915165,0.14681677630740686
5,20.21681542046326,0.68557495,0.6135899818827126,0.039641800352324875,0.07644768475981081,0.20318456188492154,0.6879022121429443,0.6237202289246548,-0.001118520158343017,0.16436408586087603
6,19.872782755706268,0.7090734,0.6376736497439773,0.03938311599405472,0.07649276763369135,0.13758397620657217,0.7159970998764038,0.649705190700591,0.00575996283441782,0.17683663519015458
7,19.547037803520592,0.72554284,0.6549980721400376,0.039404180532289765,0.07649636672715009,0.13091714939345483,0.7265856862068176,0.6580211888258268,-0.003719224128872156,0.18152139963576963
8,19.135154874984828,0.74271804,0.6724719906312241,0.039618070895052225,0.07646879183370514,0.1361585531545722,0.7333573698997498,0.6671024090083689,-0.0029090694151818752,0.17540373672228582
9,18.664377956067103,0.7550029,0.68468478213793,0.03974707136298977,0.07648195966152148,0.12583308343006216,0.7394782304763794,0.6723819222423967,0.005513466894626617,0.17590029161573462
10,18.29800642412261,0.76252663,0.6920175368735993,0.03971832041433976,0.07650128078494368,0.12487951698510544,0.7397671341896057,0.6723202728629935,0.007114230189472437,0.1742091454022453
