epoch,train_loss,train_pearson,train_spearman,val_loss,val_pearson,val_spearman,residual_noise_corr,noise_performance_gap
1,0.2630511947439215,0.41869813524084576,0.37791500222774105,0.24854572829992874,0.49636374198388744,0.45144391479146456,-0.059266030659241575,0.10269161400861088
2,0.20729627565475506,0.5506704338504055,0.4918999159428225,0.2104565546564434,0.5776714168551914,0.5178067909489593,-0.007893924299643171,0.15506458148675106
3,0.18776647856006515,0.610461808302739,0.5448292636925901,0.20668078375899274,0.6102981941555038,0.5485243706812677,-0.04155412348612503,0.1456116751034835
4,0.17531960419679093,0.6462601060125747,0.577774865729406,0.31329158207644586,0.6174439564867132,0.5589221938460635,-0.07904654770744779,0.17227142917504712
5,0.16384338103445237,0.6775569439008295,0.6092483611200785,0.2852756951166236,0.6506030817269741,0.6091419014814641,-0.03063848874744178,0.1754602535145109
6,0.15449982738427523,0.7017517041527074,0.632058168169248,0.1582437092843263,0.7088065236422763,0.6576572672453458,-0.0025194973326717117,0.16002832302695358
7,0.14501978322274267,0.725981189466358,0.6581181412945379,0.15000687215639197,0.7163379578020778,0.6497349400820878,0.0341596455855295,0.1803637228771603
8,0.13809018156959513,0.74244848577064,0.6780996737037843,0.1483944032503211,0.7373087416065862,0.6765760733323288,0.030573798049227274,0.1689264522631111
9,0.13230982713275036,0.7563126905875531,0.6925330921438801,0.14011265467042508,0.7336593038810841,0.6755210296607439,0.0033742702489866225,0.17206931092844457
10,0.1295303744448107,0.7630040166115607,0.6999084616822875,0.1442701032628184,0.6974528026665702,0.6268677112241746,-0.02235357192678301,0.13187260950844037
11,0.1248302651663958,0.7739546968236124,0.7135017607106635,0.16028418683487436,0.7444568558491321,0.6847314905141679,-0.025303314884639574,0.16844219980076036
12,0.12131194757708048,0.7821891790367435,0.720637750389048,0.12957073035447494,0.7500335768178436,0.6967149490064629,0.03114114436340738,0.16250691677173068
13,0.11654147842509599,0.7929416605377325,0.7314579572746742,0.1307953090771385,0.7496726082192007,0.6867642651213414,0.013237456032816628,0.15856368599872306
14,0.11298937434698902,0.8010963697014488,0.7392337865694004,0.12387863449428392,0.7572181241354039,0.6988433655723801,0.013504097716437655,0.16802551139143085
15,0.10908485595452583,0.8097446252102682,0.7484043798001453,0.1256369656842688,0.7551201560012517,0.6917642746326405,0.005476220031104178,0.17965799263260673
16,0.10509665209358021,0.8186005500515012,0.7559669766959785,0.12690579599660376,0.7659252142981073,0.7089231401631725,0.005043603204474651,0.1630567124582133
17,0.10190953701566167,0.8255488272428546,0.7630542924645402,0.11405941908774168,0.7715461656399225,0.7135584057838424,0.009263638234294262,0.15908353937001163
18,0.09645341260958526,0.8372868611656726,0.7757322937562209,0.12485480535289516,0.7599892641532329,0.7113134546991786,0.029557372981115684,0.1692067184685474
19,0.09374464825216659,0.8430101128506977,0.7808144079546161,0.12218779228303743,0.7588072019524316,0.7085441514249893,0.03962420839797504,0.17615604437746957
20,0.08968790014416485,0.8516921493429616,0.790513573943523,0.11967761458262154,0.7649577534031642,0.7072641952008022,0.03579993264202044,0.16838818225700036
21,0.08636453474140436,0.8584656561174991,0.7976563803880158,0.12270617323077243,0.7629187182569739,0.7043108558923884,0.02711098731380309,0.1819478268609922
22,0.08242903704528755,0.8672097552168584,0.8060703817306646,0.11349876127813173,0.7734559352306872,0.7147182473391471,0.03843288066960468,0.17802437514743252
23,0.08126582634651054,0.869391398597617,0.8103347592159552,0.11851023947415144,0.7682309599391487,0.713114475019161,0.02264432599256392,0.1616212782733415
24,0.07693998292509445,0.8778055022821577,0.8204762406751367,0.1485752152360004,0.7703499219470629,0.7139321772622537,-0.01227283884637431,0.16206289142023378
25,0.07349849784862524,0.8847144909759833,0.8282288440060871,0.14444111287593842,0.7663148332895238,0.7128106131464076,0.01246941044429543,0.16774317081162582
26,0.0709135348640256,0.8899284250660958,0.8352688303018284,0.13567078437494196,0.7402398085650926,0.7056287219505347,0.0060360572289276946,0.16071865275903885
27,0.06879614485101511,0.8940816236151133,0.8407710736647164,0.11768109189427417,0.768893167416954,0.7133309321835621,0.024909564084307216,0.16829973722122293
28,0.6349340923298887,0.3616291994363405,0.358057549566506,0.27187390431113867,0.0,0.0,-0.07930056225584614,
29,0.29773759774569064,-0.003831313317439685,-0.0033287001383158214,0.2719080985888191,0.0,0.0,-0.07919371505919193,
30,0.2979059793518088,-0.0036008783389306093,-0.00442460297046886,0.2718401298574779,0.0,0.0,-0.07942212716620187,
31,0.29787566079258243,0.0028739883290095102,0.0006034687945374489,0.27184976637363434,0.0,0.0,-0.0793854341714207,
32,0.2978824053780507,0.001686567074619302,0.0010776010698002525,0.27180297607960907,0.0,0.0,-0.07958391050838445,
33,0.2978597468575515,-0.0005928813319279039,-0.0020455245758646706,0.27194596243941266,0.0,0.0,-0.07908783260310884,
34,0.2976832132218248,0.0022206752485661144,0.0017430531934066395,0.2719183168981386,0.0,0.0,-0.07916430109594873,
35,0.29784646158838,0.001207226361503547,0.0009409572562327923,0.27200167852899304,0.0,0.0,-0.07894411429393244,
36,0.297874709980636,0.002766577492871733,0.0012829064176230764,0.2717758086712464,0.0,0.0,-0.07973881495444751,
37,0.2978004887279144,-0.0025504107916443646,-0.002986992175297965,0.2718492901843527,0.0,0.0,-0.0793872451960979,
38,0.2977989063424579,-0.0039954392841467555,-0.0038611718951742395,0.2718587433514388,0.0,0.0,-0.07935275089983113,
39,0.29779301120736507,0.002015663442356719,-0.0003138906784784542,0.2719607081102288,0.0,0.0,-0.0790486366789019,
40,0.29771351679570257,-0.00343306491876038,-0.004104938973896026,0.2718537061110787,0.0,0.0,-0.07937093847278773,
41,0.2977194407228696,-0.0036395268852620947,-0.004083096659622372,0.2719387437986291,0.0,0.0,-0.07910742290112356,
42,0.29778870485596737,-0.005300267240908418,-0.0046971026868381,0.27189162632693414,0.0,0.0,-0.07924354014818727,
43,0.29770743005019795,-0.0019531280270513244,-0.0015986022374909648,0.2718573627264603,0.0,0.0,-0.0793576774328953,
44,0.29785706195454137,-0.00033825381938092417,-0.0001734238841003762,0.2719375517057336,0.0,0.0,-0.07911068535221485,
45,0.2980106211988266,-0.0025966174399270855,-0.0033689187738210357,0.2718711203855017,0.0,0.0,-0.07930990323099467,
46,0.2977886555221795,-0.0033386573355425764,-0.0024184837353727314,0.2719686543164046,0.0,0.0,-0.07902784863066019,
47,0.29774255334994215,0.0011077046584034814,0.00031842668676465075,0.2719548480666202,0.0,0.0,-0.0790640972310811,
48,0.29772400317219017,-0.0021340157422583975,-0.0007371794783754849,0.2718095410129298,0.0,0.0,-0.07955218225233032,
