epoch,batch,global_step,loss,lr,batch_range,batch_std,batch_mean_pairwise_diff,tier1_fraction,tier2_fraction,tier3_fraction
16,150,64,5246.7021484375,0.0037608420883440486,3.5769999027252197,0.7242584824562073,0.8282570838928223,0.337890625,0.33203125,0.330078125
17,0,65,5340.0419921875,0.003802561554099809,3.870999813079834,0.7431304454803467,0.8479660153388977,0.33984375,0.330078125,0.330078125
17,50,66,5269.79296875,0.0038785408279308833,3.994999885559082,0.713792085647583,0.8131433725357056,0.33984375,0.330078125,0.330078125
17,100,67,5226.6796875,0.00395277130103882,3.940999984741211,0.7172584533691406,0.8177582621574402,0.3388671875,0.3310546875,0.330078125
17,150,68,5294.39306640625,0.004025151440252195,3.812999725341797,0.7085985541343689,0.8081299662590027,0.33984375,0.330078125,0.330078125
18,0,69,5212.2822265625,0.004063432387069825,4.303999900817871,0.7146570682525635,0.8113642930984497,0.337890625,0.33203125,0.330078125
18,50,70,5219.248046875,0.00413277031673603,3.2660000324249268,0.7341181039810181,0.8383712768554688,0.33984375,0.330078125,0.330078125
18,100,71,5257.1162109375,0.004200011708083117,3.6050000190734863,0.7101150751113892,0.8092070817947388,0.3388671875,0.3310546875,0.330078125
18,150,72,5286.30322265625,0.004265064587674458,3.743000030517578,0.7148504853248596,0.8134297132492065,0.33984375,0.330078125,0.330078125
19,0,73,5218.48876953125,0.00429925170989303,3.244999885559082,0.7166028618812561,0.8190435171127319,0.3388671875,0.3310546875,0.330078125
19,50,74,5283.3046875,0.004360761346230238,3.453000068664551,0.7145236730575562,0.8148989677429199,0.33984375,0.330078125,0.330078125
19,100,75,5228.458984375,0.004419862595875136,3.497999906539917,0.7200344204902649,0.8217852115631104,0.33984375,0.330078125,0.330078125
19,150,76,5260.4248046875,0.0044764746195570014,3.375,0.7268205881118774,0.8301702737808228,0.33984375,0.328125,0.33203125
20,0,77,5255.5458984375,0.004505982690932574,3.9060001373291016,0.7326616048812866,0.8343836069107056,0.33984375,0.328125,0.33203125
20,50,78,5230.4384765625,0.004558611092040328,3.933000087738037,0.7117286324501038,0.810269832611084,0.3388671875,0.330078125,0.3310546875
20,100,79,5176.310546875,0.004608560485626944,3.611999988555908,0.703737735748291,0.8010083436965942,0.33984375,0.330078125,0.330078125
20,150,80,5247.3505859375,0.0046557625504204565,3.63700008392334,0.7103908658027649,0.8102449178695679,0.33984375,0.3291015625,0.3310546875
21,0,81,5185.0986328125,0.004680086442218684,3.8439998626708984,0.735954761505127,0.8378995656967163,0.33984375,0.330078125,0.330078125
21,50,82,5250.06640625,0.004722932698061094,3.174999952316284,0.7035590410232544,0.8015539646148682,0.33984375,0.330078125,0.330078125
21,100,83,5134.96484375,0.004762875185673001,4.343999862670898,0.7082637548446655,0.8055239915847778,0.33984375,0.330078125,0.330078125
21,150,84,5236.9677734375,0.004799859271326883,3.73799991607666,0.7149243354797363,0.813426673412323,0.33984375,0.330078125,0.330078125
22,0,85,5216.13427734375,0.004818582599280493,3.7209999561309814,0.7270826101303101,0.8303776979446411,0.33984375,0.330078125,0.330078125
22,50,86,5201.66552734375,0.00485091325375636,3.875999927520752,0.7222307920455933,0.8232290148735046,0.33984375,0.330078125,0.330078125
22,100,87,5179.16796875,0.004880165086938529,4.144000053405762,0.7286104559898376,0.8288273215293884,0.33984375,0.3291015625,0.3310546875
22,150,88,5196.4990234375,0.004906298087881786,3.5920000076293945,0.7209867238998413,0.8206233978271484,0.337890625,0.3310546875,0.3310546875
23,0,89,5143.71484375,0.004919100339991485,3.696000099182129,0.7411617636680603,0.8454452753067017,0.33984375,0.330078125,0.330078125
23,50,90,5113.7060546875,0.004940361946473677,3.2649998664855957,0.727288007736206,0.8315625190734863,0.3388671875,0.3291015625,0.33203125
23,100,91,5108.09228515625,0.004958422382860249,3.6440000534057617,0.717987060546875,0.8176699280738831,0.33984375,0.330078125,0.330078125
23,150,92,5228.458984375,0.004973256945908627,3.941999912261963,0.7061699628829956,0.8054055571556091,0.33984375,0.330078125,0.330078125
24,0,93,5136.8427734375,0.004979918969071435,3.755000114440918,0.7247224450111389,0.823672890663147,0.33984375,0.330078125,0.330078125
24,50,94,5150.3740234375,0.004989747564485724,3.740999937057495,0.7340571880340576,0.8376811742782593,0.33984375,0.3291015625,0.3310546875
24,100,95,5097.5087890625,0.004996307439670203,3.816999912261963,0.727460503578186,0.8288978338241577,0.33984375,0.330078125,0.330078125
24,150,96,5166.8955078125,0.004999589621963059,3.677000045776367,0.7180741429328918,0.8192952871322632,0.33984375,0.330078125,0.330078125
25,0,97,5177.11669921875,0.004999999497720549,3.5889999866485596,0.7119423747062683,0.8128558993339539,0.33984375,0.330078125,0.330078125
25,50,98,5135.41455078125,0.004999660466765292,3.5859999656677246,0.7244781255722046,0.8272151350975037,0.33984375,0.330078125,0.330078125
25,100,99,5110.3828125,0.00499869368488333,3.504000186920166,0.7090756893157959,0.808466911315918,0.33984375,0.330078125,0.330078125
25,150,100,5183.640625,0.004997099394867898,4.458000183105469,0.713586688041687,0.812792181968689,0.33984375,0.330078125,0.330078125
26,0,101,5156.3291015625,0.004995977694952612,3.9539999961853027,0.720382034778595,0.8222371339797974,0.33984375,0.3291015625,0.3310546875
26,50,102,5167.2421875,0.004993417880928568,3.2220001220703125,0.7186185717582703,0.8201260566711426,0.33984375,0.330078125,0.330078125
26,100,103,5143.720703125,0.004990231883712628,3.505000114440918,0.7175418138504028,0.8160191774368286,0.33984375,0.330078125,0.330078125
26,150,104,5072.88671875,0.004986420503421739,3.7919998168945312,0.7224308848381042,0.8236629962921143,0.33984375,0.330078125,0.330078125
27,0,105,5390.09765625,0.004984102654397246,3.369999885559082,0.5708811283111572,0.6363741159439087,0.33984375,0.330078125,0.330078125
27,50,106,5385.09716796875,0.004979330111426376,3.4060001373291016,0.5685160160064697,0.631313681602478,0.3388671875,0.3310546875,0.330078125
27,100,107,5357.3193359375,0.004973934923202403,4.7779998779296875,0.5987261533737183,0.661149263381958,0.33984375,0.328125,0.33203125
27,150,108,5440.439453125,0.004967918444648528,3.314000129699707,0.5590678453445435,0.6188501119613647,0.33984375,0.328125,0.33203125
28,0,109,5453.41259765625,0.0049644117393253815,4.303999900817871,0.5976292490959167,0.6573148965835571,0.3388671875,0.330078125,0.3310546875
28,50,110,5402.2841796875,0.004957441483593541,3.3429999351501465,0.5542808175086975,0.6172577142715454,0.3369140625,0.3330078125,0.330078125
28,100,111,5390.8193359375,0.004949854079619716,3.8350000381469727,0.5698244571685791,0.6320008039474487,0.33984375,0.3291015625,0.3310546875
28,150,112,5371.0224609375,0.0049416514328702674,3.515000104904175,0.5836631059646606,0.6470916271209717,0.33984375,0.3291015625,0.3310546875
29,0,113,5390.845703125,0.0049369669046407695,4.039000034332275,0.6024613380432129,0.6674318909645081,0.33984375,0.330078125,0.330078125
29,50,114,5378.7392578125,0.004927820867151238,3.879000186920166,0.5601517558097839,0.6182934641838074,0.33984375,0.3291015625,0.3310546875
29,100,115,5399.9619140625,0.0049180651202075315,3.1620001792907715,0.5501397252082825,0.6132165193557739,0.33984375,0.3291015625,0.3310546875
29,150,116,5318.0576171875,0.00490770211382387,3.807999849319458,0.5627026557922363,0.6274018287658691,0.33984375,0.330078125,0.330078125
30,0,117,5406.1220703125,0.0049018545019469395,3.3899998664855957,0.5596245527267456,0.6230325698852539,0.3388671875,0.3310546875,0.330078125
30,50,118,5327.01513671875,0.004890561459517366,3.2929999828338623,0.5678984522819519,0.6338162422180176,0.33984375,0.328125,0.33203125
30,100,119,5341.64501953125,0.004878668064792943,3.1529998779296875,0.5504480600357056,0.6120744347572327,0.33984375,0.3291015625,0.3310546875
30,150,120,5344.4404296875,0.0048661773046270946,3.492000102996826,0.5786595940589905,0.6438257098197937,0.3388671875,0.3310546875,0.330078125
31,0,121,5312.35107421875,0.004859185007853103,3.552999973297119,0.5814955234527588,0.6505343317985535,0.33984375,0.328125,0.33203125
31,50,122,5387.6044921875,0.004845780492572996,3.806999921798706,0.5679882764816284,0.6249942779541016,0.33984375,0.330078125,0.330078125
31,100,123,5308.9375,0.00483178687108779,3.683000087738037,0.5706043839454651,0.6337468028068542,0.3388671875,0.3310546875,0.330078125
31,150,124,5295.29345703125,0.004817207657692373,3.447000026702881,0.5701282620429993,0.634667694568634,0.33984375,0.330078125,0.330078125
32,0,125,5368.427734375,0.004809092676373874,3.114000082015991,0.5592557787895203,0.6210782527923584,0.33984375,0.330078125,0.330078125
32,50,126,5299.4248046875,0.0047936188638074955,3.494999885559082,0.5697698593139648,0.6331248879432678,0.3388671875,0.328125,0.3330078125
32,100,127,5298.56640625,0.0047775690446718415,3.880000114440918,0.5628116130828857,0.6257311105728149,0.3388671875,0.3310546875,0.330078125
32,150,128,5280.900390625,0.004760947249645987,3.0759999752044678,0.5559232831001282,0.6225879788398743,0.33984375,0.3291015625,0.3310546875
33,0,129,5292.462890625,0.004751735116516461,3.0999999046325684,0.5635507702827454,0.6267029047012329,0.33984375,0.3291015625,0.3310546875
33,50,130,5367.6005859375,0.004734240693002906,3.7380001544952393,0.5546607971191406,0.6082401275634766,0.3388671875,0.3310546875,0.330078125
33,100,131,5297.669921875,0.004716185174885665,3.115999937057495,0.5746191740036011,0.6402612328529358,0.337890625,0.3310546875,0.3310546875
33,150,132,5327.95703125,0.004697573096545996,3.6100001335144043,0.5592624545097351,0.6220230460166931,0.337890625,0.3310546875,0.3310546875
34,0,133,5279.76953125,0.004687292796384431,3.5229997634887695,0.5596855282783508,0.6270310878753662,0.33984375,0.3291015625,0.3310546875
34,50,134,5272.01416015625,0.004667832805852386,3.134999990463257,0.5742324590682983,0.644525408744812,0.33984375,0.330078125,0.330078125
34,100,135,5246.91796875,0.004647828398093453,3.0500001907348633,0.5589777231216431,0.6252011060714722,0.3388671875,0.3310546875,0.330078125
34,150,136,5291.9072265625,0.004627284596924233,3.497999906539917,0.5716527700424194,0.6306883692741394,0.33984375,0.330078125,0.330078125
35,0,137,5232.0341796875,0.00461596847535828,3.4590001106262207,0.5539120435714722,0.6176592111587524,0.33984375,0.326171875,0.333984375
35,50,138,5331.8271484375,0.004594604146137462,2.9830000400543213,0.5429843664169312,0.6076242923736572,0.337890625,0.33203125,0.330078125
35,100,139,5251.92919921875,0.004572713790004565,3.4040000438690186,0.5767033696174622,0.640811562538147,0.33984375,0.3291015625,0.3310546875
35,150,140,5218.46923828125,0.0045503029044047455,3.6529998779296875,0.5758292078971863,0.640066385269165,0.33984375,0.330078125,0.330078125
36,0,141,5286.9345703125,0.004537986566139415,3.697000026702881,0.5240435600280762,0.5821197032928467,0.33984375,0.3291015625,0.3310546875
36,50,142,5319.67578125,0.004514785118313593,3.003000020980835,0.5517931580543518,0.6152138710021973,0.3388671875,0.330078125,0.3310546875
36,100,143,5256.4912109375,0.004491077688965777,3.9590001106262207,0.5676422715187073,0.6280109286308289,0.3388671875,0.328125,0.3330078125
36,150,144,5229.9794921875,0.004466870231872685,3.307000160217285,0.5524268746376038,0.6179934144020081,0.33984375,0.330078125,0.330078125
37,0,145,5216.82470703125,0.004453592428664764,4.321000099182129,0.6027456521987915,0.6646466851234436,0.33984375,0.3271484375,0.3330078125
37,50,146,5255.54638671875,0.004428626862572507,3.501999855041504,0.5653421878814697,0.6202519536018372,0.33984375,0.3291015625,0.3310546875
37,100,147,5231.7451171875,0.004403176952353406,3.744999885559082,0.5757564902305603,0.6351567506790161,0.33984375,0.3271484375,0.3330078125
37,150,148,5214.4345703125,0.004377249089382952,3.9059998989105225,0.5760035514831543,0.6397520303726196,0.33984375,0.328125,0.33203125
38,0,149,5174.37841796875,0.004363051598113649,3.177999973297119,0.5838582515716553,0.652289092540741,0.33984375,0.3291015625,0.3310546875
38,50,150,5169.0556640625,0.004336400464662252,3.2699999809265137,0.5946288108825684,0.6620806455612183,0.33984375,0.330078125,0.330078125
38,100,151,5193.423828125,0.0043092881484049755,3.4159998893737793,0.5820778608322144,0.6498316526412964,0.337890625,0.33203125,0.330078125
38,150,152,5219.41357421875,0.00428172145820645,3.125999927520752,0.5833169221878052,0.6499208807945251,0.33984375,0.3291015625,0.3310546875
39,0,153,5183.0703125,0.004266648949435862,3.177000045776367,0.5659377574920654,0.6314053535461426,0.33984375,0.330078125,0.330078125
39,50,154,5254.9248046875,0.004238396102951134,3.3410000801086426,0.5540392994880676,0.6130815744400024,0.3388671875,0.330078125,0.3310546875
39,100,155,5181.751953125,0.004209706686033217,3.240000009536743,0.5540801286697388,0.618189811706543,0.33984375,0.328125,0.33203125
39,150,156,5193.419921875,0.004180587903612679,3.6059999465942383,0.5678214430809021,0.6334644556045532,0.3388671875,0.3310546875,0.330078125
40,0,157,5203.318359375,0.00416468780102969,3.2170000076293945,0.5833976864814758,0.6492973566055298,0.3388671875,0.3310546875,0.330078125
40,50,158,5173.2470703125,0.004134922135419218,3.4130001068115234,0.5576262474060059,0.6180245876312256,0.3388671875,0.3310546875,0.330078125
40,100,159,5187.5341796875,0.004104745885360347,3.3949999809265137,0.5704229474067688,0.6311430931091309,0.33984375,0.330078125,0.330078125
40,150,160,5217.0185546875,0.004074166629180202,3.565999984741211,0.5714791417121887,0.633924126625061,0.3388671875,0.330078125,0.3310546875
41,0,161,5145.3857421875,0.004057488960390009,3.7799999713897705,0.5524680018424988,0.6162937879562378,0.33984375,0.3291015625,0.3310546875
41,50,162,5163.55712890625,0.004026304129450041,3.2179999351501465,0.5770412683486938,0.6476995944976807,0.3388671875,0.3310546875,0.330078125
41,100,163,5150.6142578125,0.003994735991897036,3.2039999961853027,0.5643355846405029,0.6320775151252747,0.33984375,0.328125,0.33203125
41,150,164,5175.68798828125,0.003962792475610463,3.4720001220703125,0.5641749501228333,0.6286687850952148,0.3388671875,0.3310546875,0.330078125
42,0,165,5145.88671875,0.003945389714729225,3.5460000038146973,0.5910521745681763,0.6572542190551758,0.33984375,0.3291015625,0.3310546875
42,50,166,5180.33447265625,0.0039128838374751715,3.1500000953674316,0.5616295337677002,0.6285704374313354,0.3388671875,0.330078125,0.3310546875
42,100,167,5159.54296875,0.0038800231374678633,3.2929999828338623,0.5425743460655212,0.6031370759010315,0.33984375,0.330078125,0.330078125
42,150,168,5139.1201171875,0.0038468158671950614,3.5420000553131104,0.5739037394523621,0.6399228572845459,0.337890625,0.33203125,0.330078125
43,0,169,5105.94189453125,0.00382874276974691,3.303999900817871,0.5761842131614685,0.6400501132011414,0.3388671875,0.328125,0.3330078125
43,50,170,5130.8525390625,0.0037950181216946303,3.7990000247955322,0.5849237442016602,0.6440998911857605,0.33984375,0.3291015625,0.3310546875
43,100,171,5100.1357421875,0.0037609682511525293,4.425999641418457,0.6062160134315491,0.6660403609275818,0.33984375,0.330078125,0.330078125
43,150,172,5110.83984375,0.0037266017092512835,3.6529998779296875,0.5774715542793274,0.6458907127380371,0.33984375,0.3291015625,0.3310546875
44,0,173,5106.580078125,0.0037079151398871943,3.7119998931884766,0.5883451700210571,0.6554770469665527,0.3388671875,0.330078125,0.3310546875
44,50,174,5102.63525390625,0.0036730778312563783,3.363999843597412,0.5718237161636353,0.6364624500274658,0.3369140625,0.33203125,0.3310546875
44,100,175,5025.07177734375,0.0036379459236694487,3.805000066757202,0.5961624979972839,0.6615906953811646,0.33984375,0.3291015625,0.3310546875
44,150,176,5114.9794921875,0.003602528239994977,4.089000225067139,0.5598224401473999,0.6231807470321655,0.33984375,0.328125,0.33203125
45,0,177,5150.63330078125,0.0035832869935755332,3.7780001163482666,0.5674425363540649,0.6273523569107056,0.33984375,0.328125,0.33203125
45,50,178,5068.27734375,0.0035474466354276967,4.361999988555908,0.5935673713684082,0.6605876684188843,0.33984375,0.330078125,0.330078125
45,100,179,5027.0830078125,0.0035113432287747597,3.257999897003174,0.5719326138496399,0.6377662420272827,0.33984375,0.330078125,0.330078125
45,150,180,5038.4365234375,0.0034749858404631833,3.5450000762939453,0.5651093125343323,0.625996470451355,0.3388671875,0.3310546875,0.330078125
46,0,181,5067.66748046875,0.003455250457068196,3.484999895095825,0.5751998424530029,0.635621190071106,0.33984375,0.3291015625,0.3310546875
46,50,182,5066.703125,0.003418519816429727,3.5799999237060547,0.5881564021110535,0.6545979976654053,0.33984375,0.3291015625,0.3310546875
46,100,183,5153.9677734375,0.003381558505385088,3.819999933242798,0.5746679902076721,0.6370288133621216,0.33984375,0.330078125,0.330078125
46,150,184,5158.564453125,0.0033443758062309727,3.638000011444092,0.5605311393737793,0.6217106580734253,0.33984375,0.330078125,0.330078125
47,0,185,5059.8193359375,0.0033242083806779917,3.8529999256134033,0.5761570334434509,0.6416052579879761,0.3388671875,0.3291015625,0.33203125
47,50,186,5061.7509765625,0.0032867030257333675,3.6510000228881836,0.5460769534111023,0.6077581644058228,0.3388671875,0.3291015625,0.33203125
47,100,187,5067.64453125,0.003249000104255941,3.4660000801086426,0.5542856454849243,0.6160473823547363,0.33984375,0.3291015625,0.3310546875
47,150,188,5088.8369140625,0.0032111090847870994,3.1620001792907715,0.5517853498458862,0.6127908229827881,0.33984375,0.3291015625,0.3310546875
48,0,189,5000.859375,0.0031905730712581425,3.314000129699707,0.5540739297866821,0.6172866225242615,0.33984375,0.330078125,0.330078125
48,50,190,5008.4912109375,0.0031524110077296636,2.9630000591278076,0.5586129426956177,0.619900107383728,0.33984375,0.3291015625,0.3310546875
48,100,191,5100.37939453125,0.0031140851031591543,3.6560001373291016,0.5497645735740662,0.6097520589828491,0.33984375,0.330078125,0.330078125
48,150,192,5034.9560546875,0.003075604982541162,3.385000228881836,0.5575990676879883,0.6212212443351746,0.33984375,0.330078125,0.330078125
49,0,193,5032.56494140625,0.0030547649949323854,3.180999994277954,0.5527948141098022,0.6218198537826538,0.33984375,0.330078125,0.330078125
49,50,194,5038.2177734375,0.0030160662947905158,3.6009998321533203,0.5766347050666809,0.6379972696304321,0.33984375,0.330078125,0.330078125
49,100,195,4989.21484375,0.0029772379946019227,3.125999927520752,0.5629876255989075,0.6275129318237305,0.33984375,0.328125,0.33203125
49,150,196,5056.4833984375,0.002938289845530517,3.0850000381469727,0.5566451549530029,0.6194610595703125,0.3388671875,0.3310546875,0.330078125
50,0,197,5000.1796875,0.0029172114541529902,3.5490000247955322,0.5592936277389526,0.6207309365272522,0.33984375,0.330078125,0.330078125
50,50,198,4976.7138671875,0.002878097877825517,3.568000078201294,0.5706686973571777,0.6319190859794617,0.33984375,0.3291015625,0.3310546875
50,100,199,4950.314453125,0.0028388893502163193,3.815000057220459,0.5867964029312134,0.6490287780761719,0.33984375,0.330078125,0.330078125
50,150,200,5005.9404296875,0.002799595717977908,3.5269999504089355,0.560467541217804,0.6195111274719238,0.3369140625,0.3330078125,0.330078125
51,0,201,4967.318359375,0.002778345243249158,2.9769999980926514,0.5608649849891663,0.6259793043136597,0.33984375,0.3251953125,0.3349609375
51,50,202,4961.15625,0.0027389398565178373,3.94599986076355,0.5709037184715271,0.6342682838439941,0.33984375,0.3291015625,0.3310546875
51,100,203,4993.310546875,0.002699474466021652,2.9210000038146973,0.5488505959510803,0.6125104427337646,0.33984375,0.330078125,0.330078125
