epoch,batch,global_step,loss,lr
1,0,1,25.730043411254883,0.00020000065662354165
2,0,2,5.098811149597168,0.000220774421292343
3,0,3,5.081763744354248,0.000282276540925247
4,0,4,4.744441986083984,0.0003834542022951798
5,0,5,4.420267105102539,0.0005225754133860892
6,0,6,4.250021457672119,0.0006972586521939005
7,0,7,4.003249645233154,0.0009045136343924405
8,0,8,4.324037075042725,0.001140792501990181
9,0,9,3.5320639610290527,0.001402050556713805
10,0,10,3.670236110687256,0.0016838154984648076
11,0,11,3.620293140411377,0.0019812639836028164
12,0,12,4.013354778289795,0.002289304192506079
13,0,13,3.48923397064209,0.0026026629929908696
14,0,14,3.598432779312134,0.002915976207498118
15,0,15,3.1084697246551514,0.0032238804388243
16,0,16,3.296726942062378,0.003521104882493945
17,0,17,3.239048957824707,0.003802561554099809
18,0,18,3.336968421936035,0.004063432387069825
19,0,19,3.0448522567749023,0.00429925170989303
20,0,20,2.8300092220306396,0.004505982690932574
21,0,21,3.0928702354431152,0.004680086442218684
22,0,22,2.903383731842041,0.004818582599280493
23,0,23,2.879002094268799,0.004919100339991485
24,0,24,2.5830633640289307,0.004979918969071435
25,0,25,2.581251859664917,0.004999999497720549
26,0,26,2.731062889099121,0.004995977694952612
27,0,27,2.3243002891540527,0.004984102654397246
28,0,28,2.5814099311828613,0.0049644117393253815
29,0,29,2.34967041015625,0.0049369669046407695
30,0,30,2.0762195587158203,0.0049018545019469395
31,0,31,2.2607011795043945,0.004859185007853103
32,0,32,1.9276100397109985,0.004809092676373874
33,0,33,1.6377466917037964,0.004751735116516461
34,0,34,1.7489781379699707,0.004687292796384431
35,0,35,1.7945458889007568,0.00461596847535828
36,0,36,1.9899506568908691,0.004537986566139415
37,0,37,1.6358033418655396,0.004453592428664764
38,0,38,1.2822048664093018,0.004363051598113649
39,0,39,1.940887451171875,0.004266648949435862
40,0,40,1.6951243877410889,0.00416468780102969
41,0,41,1.156157374382019,0.004057488960390009
42,0,42,1.3423609733581543,0.003945389714729225
43,0,43,1.1994885206222534,0.00382874276974691
44,0,44,1.0374339818954468,0.0037079151398871943
45,0,45,0.8695013523101807,0.0035832869935755332
46,0,46,1.001134991645813,0.003455250457068196
47,0,47,0.87690269947052,0.0033242083806779917
48,0,48,0.6794670820236206,0.0031905730712581425
49,0,49,0.5762592554092407,0.0030547649949323854
50,0,50,0.46854549646377563,0.0029172114541529902
51,0,51,0.5450094938278198,0.002778345243249158
52,0,52,0.22228074073791504,0.002638603286695943
53,0,53,0.44922107458114624,0.0024984252643882043
54,0,54,0.4525338411331177,0.0023582522282449957
55,0,55,0.25810879468917847,0.0022185252144970523
56,0,56,0.1925947666168213,0.0020796838560236427
57,0,57,0.282950758934021,0.0019421649991048773
58,0,58,0.06747525930404663,0.0018064013289417018
59,0,59,0.10805308818817139,0.001672820008268168
60,0,60,-0.08694690465927124,0.001541841333339444
61,0,61,-0.0061991214752197266,0.0014138774115242975
62,0,62,-0.10052460432052612,0.001289330864662852
63,0,63,0.006012916564941406,0.0011685935622693167
64,0,64,-0.16515493392944336,0.0010520453885655215
65,0,65,-0.22395527362823486,0.0009400530472246107
66,0,66,-0.14057224988937378,0.0008329689075856159
67,0,67,-0.285539448261261,0.0007311298959691609
68,0,68,-0.3077363967895508,0.000634856435582593
69,0,69,-0.2653084993362427,0.000544451438350041
70,0,70,-0.32914984226226807,0.0004601993518394244
71,0,71,-0.26594078540802,0.0003823652642851763
72,0,72,-0.4033670425415039,0.00031119407052258136
73,0,73,-0.330905020236969,0.0002469097014580209
74,0,74,-0.4304933547973633,0.00018971441949949998
75,0,75,-0.26845765113830566,0.0001397881821642746
76,0,76,-0.4055274724960327,9.728807586593115e-05
77,0,77,-0.4294701814651489,6.2347821662409e-05
78,0,78,-0.3339000940322876,3.507735452008137e-05
79,0,79,-0.3929022550582886,1.5562477417679172e-05
80,0,80,-0.2523197531700134,3.864591378375622e-06
