epoch,batch,global_step,loss,lr
1,0,1,0.29912105202674866,0.00020000065662354165
1,50,2,0.2401793897151947,0.0002017076753620733
1,100,3,0.21902528405189514,0.00020669510193741664
1,150,4,0.2151532769203186,0.0002149561144984321
2,0,5,0.19910308718681335,0.000220774421292343
2,50,6,0.21293289959430695,0.0002340530850332258
2,100,7,0.18006131052970886,0.0002505679142413451
2,150,8,0.17138917744159698,0.0002702963197708354
3,0,9,0.20344334840774536,0.000282276540925247
3,50,10,0.18564262986183167,0.00030689954119671094
3,100,11,0.18085059523582458,0.00033465906683598657
3,150,12,0.16620182991027832,0.00036551714809079667
4,0,13,0.15407675504684448,0.0003834542022951798
4,50,14,0.16037693619728088,0.0004190000345941176
4,100,15,0.16282059252262115,0.000457529060103116
4,150,16,0.1711159646511078,0.0004989885784420249
5,0,17,0.160336434841156,0.0005225754133860892
5,50,18,0.1594676524400711,0.0005684355926288149
5,100,19,0.1757814884185791,0.0006170745656551273
5,150,20,0.17670941352844238,0.0006684258035991953
6,0,21,0.16820375621318817,0.0006972586521939005
6,50,22,0.14760218560695648,0.000752648128961129
6,100,23,0.15989631414413452,0.0008105644317924054
6,150,24,0.129679337143898,0.0008709283421989194
7,0,25,0.13861721754074097,0.0009045136343924405
7,50,26,0.13127407431602478,0.0009684842336598089
7,100,27,0.1265321969985962,0.0010346864362437555
7,150,28,0.14350327849388123,0.0011030296901202667
8,0,29,0.1355639100074768,0.001140792501990181
8,50,30,0.14173796772956848,0.001212249154295786
8,100,31,0.12778340280056,0.0012856039858612843
8,150,32,0.12474435567855835,0.0013607566612263726
9,0,33,0.1168857216835022,0.001402050556713805
9,50,34,0.11271834373474121,0.00147977004391234
9,100,35,0.12808755040168762,0.0015590217926659939
9,150,36,0.1111384928226471,0.0016396974016531186
10,0,37,0.13037365674972534,0.0016838154984648076
10,50,38,0.12430083751678467,0.0017664673931724315
10,100,39,0.12152612209320068,0.001850259401980235
10,150,40,0.11670796573162079,0.0019350769133541995
11,0,41,0.11701516807079315,0.0019812639836028164
11,50,42,0.12275227904319763,0.002067433423884521
11,100,43,0.1040278971195221,0.0021543313139685974
11,150,44,0.10865180194377899,0.0022418387940660606
12,0,45,0.13160067796707153,0.002289304192506079
12,50,46,0.12532004714012146,0.002377516101941093
12,100,47,0.10123682767152786,0.0024660323270407395
12,150,48,0.09732741117477417,0.0025547317944414768
13,0,49,0.09984281659126282,0.0026026629929908696
13,50,50,0.10485555231571198,0.002691407331509145
13,100,51,0.10968479514122009,0.0027800266421800866
13,150,52,0.10248583555221558,0.002868399710638695
14,0,53,0.0869089663028717,0.002915976207498118
14,50,54,0.10308313369750977,0.00300373382073591
14,100,55,0.10010743141174316,0.003090939202881636
14,150,56,0.09644414484500885,0.0031774730735556417
15,0,57,0.10077613592147827,0.0032238804388243
15,50,58,0.10668981075286865,0.0033091490635011787
15,100,59,0.100560262799263,0.003393447707112163
15,150,60,0.08782853186130524,0.0034766610651431667
16,0,61,0.0890926718711853,0.003521104882493945
16,50,62,0.08921869099140167,0.003602424862642768
16,100,63,0.08426539599895477,0.0036823737162022894
16,150,64,0.09101922065019608,0.0037608420883440486
17,0,65,0.07747071981430054,0.003802561554099809
17,50,66,0.09153996407985687,0.0038785408279308833
17,100,67,0.0817054957151413,0.00395277130103882
17,150,68,0.08711875975131989,0.004025151440252195
18,0,69,0.08236496150493622,0.004063432387069825
18,50,70,0.07886537909507751,0.00413277031673603
18,100,71,0.07679673284292221,0.004200011708083117
18,150,72,0.08808165788650513,0.004265064587674458
19,0,73,0.07335154712200165,0.00429925170989303
19,50,74,0.078108049929142,0.004360761346230238
19,100,75,0.07274196296930313,0.004419862595875136
19,150,76,0.32385799288749695,0.0044764746195570014
20,0,77,0.29016628861427307,0.004505982690932574
20,50,78,0.2652672529220581,0.004558611092040328
20,100,79,0.2741275429725647,0.004608560485626944
20,150,80,0.27243924140930176,0.0046557625504204565
21,0,81,0.27350255846977234,0.004680086442218684
21,50,82,0.2885446548461914,0.004722932698061094
21,100,83,0.26061415672302246,0.004762875185673001
21,150,84,0.2795785665512085,0.004799859271326883
22,0,85,0.26382917165756226,0.004818582599280493
22,50,86,0.2699224054813385,0.00485091325375636
22,100,87,0.284861296415329,0.004880165086938529
22,150,88,0.2741631865501404,0.004906298087881786
23,0,89,0.26733773946762085,0.004919100339991485
23,50,90,0.23926247656345367,0.004940361946473677
23,100,91,0.24217724800109863,0.004958422382860249
23,150,92,0.23123368620872498,0.004973256945908627
24,0,93,0.22380156815052032,0.004979918969071435
24,50,94,0.2211841642856598,0.004989747564485724
24,100,95,0.21523776650428772,0.004996307439670203
24,150,96,0.22401227056980133,0.004999589621963059
25,0,97,0.2109929472208023,0.004999999497720549
25,50,98,0.19269204139709473,0.004999660466765292
25,100,99,0.1996631920337677,0.00499869368488333
25,150,100,0.18410484492778778,0.004997099394867898
26,0,101,0.1859477162361145,0.004995977694952612
26,50,102,0.19159454107284546,0.004993417880928568
26,100,103,0.18298304080963135,0.004990231883712628
26,150,104,0.16355764865875244,0.004986420503421739
27,0,105,0.1605432629585266,0.004984102654397246
27,50,106,0.1784709393978119,0.004979330111426376
27,100,107,0.15886123478412628,0.004973934923202403
27,150,108,0.17155742645263672,0.004967918444648528
28,0,109,0.19038212299346924,0.0049644117393253815
28,50,110,0.14454211294651031,0.004957441483593541
28,100,111,0.16943949460983276,0.004949854079619716
28,150,112,0.15476083755493164,0.0049416514328702674
29,0,113,0.15972226858139038,0.0049369669046407695
29,50,114,0.16286715865135193,0.004927820867151238
29,100,115,0.14670330286026,0.0049180651202075315
29,150,116,0.16197171807289124,0.00490770211382387
30,0,117,0.14994877576828003,0.0049018545019469395
30,50,118,0.15311968326568604,0.004890561459517366
30,100,119,0.14762365818023682,0.004878668064792943
30,150,120,0.15130943059921265,0.0048661773046270946
31,0,121,0.15120288729667664,0.004859185007853103
31,50,122,0.1524907946586609,0.004845780492572996
31,100,123,0.15063583850860596,0.00483178687108779
31,150,124,0.14672741293907166,0.004817207657692373
32,0,125,0.15401414036750793,0.004809092676373874
32,50,126,0.14467085897922516,0.0047936188638074955
32,100,127,0.1476358324289322,0.0047775690446718415
32,150,128,0.1397688239812851,0.004760947249645987
33,0,129,0.1366156041622162,0.004751735116516461
33,50,130,0.14045830070972443,0.004734240693002906
33,100,131,0.13880261778831482,0.004716185174885665
33,150,132,0.14948181807994843,0.004697573096545996
34,0,133,0.14132285118103027,0.004687292796384431
34,50,134,0.1468954235315323,0.004667832805852386
34,100,135,0.14360114932060242,0.004647828398093453
34,150,136,0.1452595591545105,0.004627284596924233
35,0,137,0.12480896711349487,0.00461596847535828
35,50,138,0.15264952182769775,0.004594604146137462
35,100,139,0.1446470022201538,0.004572713790004565
35,150,140,0.13238684833049774,0.0045503029044047455
36,0,141,0.15900003910064697,0.004537986566139415
36,50,142,0.14452511072158813,0.004514785118313593
36,100,143,0.1525932252407074,0.004491077688965777
36,150,144,0.12706734240055084,0.004466870231872685
37,0,145,0.13873106241226196,0.004453592428664764
37,50,146,0.13230808079242706,0.004428626862572507
37,100,147,0.1383729875087738,0.004403176952353406
37,150,148,0.12710879743099213,0.004377249089382952
38,0,149,0.13512739539146423,0.004363051598113649
38,50,150,0.12699925899505615,0.004336400464662252
38,100,151,0.14164739847183228,0.0043092881484049755
38,150,152,0.13766354322433472,0.00428172145820645
39,0,153,0.13581587374210358,0.004266648949435862
39,50,154,0.13278847932815552,0.004238396102951134
39,100,155,0.12994909286499023,0.004209706686033217
39,150,156,0.12892913818359375,0.004180587903612679
40,0,157,0.13213016092777252,0.00416468780102969
40,50,158,0.12704148888587952,0.004134922135419218
40,100,159,0.13735662400722504,0.004104745885360347
40,150,160,0.11855089664459229,0.004074166629180202
41,0,161,0.1361992508172989,0.004057488960390009
41,50,162,0.1140110194683075,0.004026304129450041
41,100,163,0.11763732135295868,0.003994735991897036
41,150,164,0.1302020251750946,0.003962792475610463
42,0,165,0.1363154649734497,0.003945389714729225
42,50,166,0.12943768501281738,0.0039128838374751715
42,100,167,0.1335822343826294,0.0038800231374678633
42,150,168,0.13413305580615997,0.0038468158671950614
43,0,169,0.13449354469776154,0.00382874276974691
43,50,170,0.1263045370578766,0.0037950181216946303
43,100,171,0.11628441512584686,0.0037609682511525293
43,150,172,0.11992537975311279,0.0037266017092512835
44,0,173,0.12191739678382874,0.0037079151398871943
44,50,174,0.13183161616325378,0.0036730778312563783
44,100,175,0.1128263846039772,0.0036379459236694487
44,150,176,0.1223800927400589,0.003602528239994977
45,0,177,0.12977780401706696,0.0035832869935755332
45,50,178,0.13987521827220917,0.0035474466354276967
45,100,179,0.14259475469589233,0.0035113432287747597
45,150,180,0.12607496976852417,0.0034749858404631833
46,0,181,0.11351388692855835,0.003455250457068196
46,50,182,0.13637416064739227,0.003418519816429727
46,100,183,0.12315656244754791,0.003381558505385088
46,150,184,0.12237757444381714,0.0033443758062309727
47,0,185,0.11783607304096222,0.0033242083806779917
47,50,186,0.1269422024488449,0.0032867030257333675
47,100,187,0.12990142405033112,0.003249000104255941
47,150,188,0.12370479106903076,0.0032111090847870994
48,0,189,0.12349877506494522,0.0031905730712581425
48,50,190,0.11471681296825409,0.0031524110077296636
48,100,191,0.11783026158809662,0.0031140851031591543
48,150,192,0.11263491213321686,0.003075604982541162
49,0,193,0.12628233432769775,0.0030547649949323854
49,50,194,0.1184074729681015,0.0030160662947905158
49,100,195,0.11906817555427551,0.0029772379946019227
49,150,196,0.12626402080059052,0.002938289845530517
50,0,197,0.11548086255788803,0.0029172114541529902
50,50,198,0.12092285603284836,0.002878097877825517
50,100,199,0.11383229494094849,0.0028388893502163193
50,150,200,0.12206880748271942,0.002799595717977908
51,0,201,0.1188141405582428,0.002778345243249158
51,50,202,0.11111083626747131,0.0027389398565178373
51,100,203,0.12205425649881363,0.002699474466021652
51,150,204,0.11251875013113022,0.0026599589829205
52,0,205,0.1083800420165062,0.002638603286695943
52,50,206,0.11199624836444855,0.002599030073486018
52,100,207,0.11542493104934692,0.002559431992822136
52,150,208,0.12503373622894287,0.002519818989187399
53,0,209,0.1095070093870163,0.0024984252643882043
53,50,210,0.123227059841156,0.0024588087366691136
53,100,211,0.10430920124053955,0.0024192025560491803
53,150,212,0.10464037954807281,0.0023796166690456953
54,0,213,0.11383086442947388,0.0023582522282449957
54,50,214,0.10992221534252167,0.002318717034269648
54,100,215,0.11404378712177277,0.0022792273693907706
54,150,216,0.10990899801254272,0.002239793150864417
55,0,217,0.11126405000686646,0.0022185252144970523
55,50,218,0.12299473583698273,0.002179195746612307
55,100,219,0.10598942637443542,0.0021399468465699623
55,150,220,0.12489698082208633,0.0021007883711614793
56,0,221,0.11025002598762512,0.0020796838560236427
56,50,222,0.10683999955654144,0.002040683859285966
56,100,223,0.12494348734617233,0.002001799215640383
56,150,224,0.11185267567634583,0.0019630396904006457
57,0,225,0.11107972264289856,0.0019421649991048773
57,50,226,0.10987205803394318,0.0019036171819326164
57,100,227,0.11081551760435104,0.001865219140158635
57,150,228,0.10772518813610077,0.0018269805168936917
58,0,229,0.10321606695652008,0.0018064013289417018
58,50,230,0.1022299975156784,0.0017684269770289977
58,100,231,0.117439404129982,0.0017306363515719474
58,150,232,0.11512495577335358,0.001693038943137518
59,0,233,0.10737505555152893,0.001672820008268168
59,50,234,0.10904756188392639,0.0016355386029752955
59,100,235,0.11427372694015503,0.0015984742971240484
59,150,236,0.10191744565963745,0.0015616363988767686
60,0,237,0.10192367434501648,0.001541841333339444
60,50,238,0.11063255369663239,0.001505370175760246
60,100,239,0.10955537855625153,0.0014691488075334821
60,150,240,0.10837846994400024,0.0014331863251299483
61,0,241,0.11058372259140015,0.0014138774115242975
61,50,242,0.10726664960384369,0.0013783312534135486
61,100,243,0.11496569216251373,0.001343066788636326
61,150,244,0.10505814850330353,0.0013080928733510146
62,0,245,0.10106649994850159,0.001289330864662852
62,50,246,0.10715912282466888,0.0012548215473847787
62,100,247,0.10992316901683807,0.0012206249411098804
62,150,248,0.11230265349149704,0.001186749633819384
63,0,249,0.11755859106779099,0.0011685935622693167
63,50,250,0.09944593906402588,0.001135229664903294
63,100,251,0.10813307017087936,0.0011022085123055883
63,150,252,0.10304900258779526,0.0010695383972592976
64,0,253,0.1082167774438858,0.0010520453885655215
64,50,254,0.10624200105667114,0.0010199318862761158
64,100,255,0.08987009525299072,0.0009881900841183235
64,150,256,0.10078394412994385,0.000956827953584954
65,0,257,0.1032349020242691,0.0009400530472246107
65,50,258,0.11096752434968948,0.0009092909809708756
65,100,259,0.10133722424507141,0.0008789284007059221
65,150,260,0.11551748961210251,0.0008489729315510021
66,0,261,0.10604400187730789,0.0008329689075856159
66,50,262,0.11313718557357788,0.0008036550662088558
66,100,263,0.10694880038499832,0.0007747672397473268
66,150,264,0.10836943984031677,0.0007463126829592724
67,0,265,0.10347920656204224,0.0007311298959691609
67,50,266,0.11131434142589569,0.0007033565116594219
67,100,267,0.10676662623882294,0.0006760343307908309
67,150,268,0.09786554425954819,0.0006491702149324717
68,0,269,0.10058378428220749,0.000634856435582593
68,50,270,0.10993160307407379,0.0006087108936820776
68,100,271,0.1114766001701355,0.0005830403240956722
68,150,272,0.0997643768787384,0.0005578511736142624
69,0,273,0.10018246620893478,0.000544451438350041
69,50,274,0.10546979308128357,0.0005200160024064861
69,100,275,0.11461326479911804,0.0004960778132113798
69,150,276,0.10924264043569565,0.0004726428824934231
70,0,277,0.09858006238937378,0.0004601993518394244
70,50,278,0.09755054861307144,0.0004375509047745496
70,100,279,0.09513424336910248,0.00041542041437022845
70,150,280,0.09592016041278839,0.0003938134383778518
71,0,281,0.09572485089302063,0.0003823652642851763
71,50,282,0.09884267300367355,0.0003615750664925657
71,100,283,0.09262032806873322,0.00034132190558933313
71,150,284,0.09956417977809906,0.0003216108678628212
72,0,285,0.10248743742704391,0.00031119407052258136
72,50,286,0.11505675315856934,0.00029232753565612215
72,100,287,0.10455459356307983,0.0002740154281911293
72,150,288,0.10182473808526993,0.0002562623469475503
73,0,289,0.096220463514328,0.0002469097014580209
73,50,290,0.10474398732185364,0.00023002619061635005
73,100,291,0.10446657240390778,0.00021371275325450794
73,150,292,0.10210342705249786,0.00019797348625546148
74,0,293,0.10349707305431366,0.00018971441949949998
74,50,294,0.09779635816812515,0.0001748670544540215
74,100,295,0.09621277451515198,0.00016060361530466076
74,150,296,0.10105785727500916,0.00014692768410709455
75,0,297,0.09618766605854034,0.0001397881821642746
75,50,298,0.1033625453710556,0.00012702367821841847
75,100,299,0.105009064078331,0.00011485511533806799
75,150,300,0.11045689880847931,0.00010328554948113592
76,0,301,0.0995255708694458,9.728807586593115e-05
76,50,302,0.10256747156381607,8.664659487152255e-05
76,100,303,0.09597201645374298,7.661119506093789e-05
76,150,304,0.0962955430150032,6.718439667915389e-05
77,0,305,0.10474209487438202,6.2347821662409e-05
77,50,306,0.09917797148227692,5.386284565562485e-05
77,100,307,0.10325075685977936,4.599218399535103e-05
77,150,308,0.10284008085727692,3.8737813284002906e-05
78,0,309,0.09797321259975433,3.507735452008137e-05
78,50,310,0.09907306730747223,2.877558037457786e-05
78,100,311,0.10482016205787659,2.3094420878062104e-05
78,150,312,0.09925450384616852,1.8035302771266997e-05
79,0,313,0.10523548722267151,1.5562477417679172e-05
79,50,314,0.10129576921463013,1.146373284634991e-05
79,100,315,0.10831902176141739,7.989950543194997e-06
79,150,316,0.10288543999195099,5.142002898210086e-06
80,0,317,0.09291301667690277,3.864591378375622e-06
80,50,318,0.11774583905935287,1.9817725480314094e-06
80,100,319,0.10249561071395874,7.262972425387588e-07
80,150,320,0.09381572902202606,9.848075629412492e-08
