epoch,batch,global_step,loss,lr
1,0,1,3039.967041015625,0.0002000017005999409
1,50,2,2996.466552734375,0.000204421902439131
1,100,3,2991.573974609375,0.0002173269330241999
2,0,4,2995.8330078125,0.00022092262374415368
2,50,5,2994.24658203125,0.0002439464799355237
2,100,6,2974.839111328125,0.0002753151739154115
3,0,7,2969.109619140625,0.00028258103221569415
3,50,8,2961.716064453125,0.0003238143000107172
3,100,9,2965.75341796875,0.0003731095240733706
4,0,10,2981.7705078125,0.000383921135002685
4,50,11,2937.210693359375,0.000442657767738666
4,100,12,2961.74755859375,0.0005090354285027573
5,0,13,2947.6005859375,0.0005232076623776418
5,50,14,2961.795166015625,0.0005984418992759956
5,100,15,2963.42431640625,0.0006807653968946992
6,0,16,2946.3828125,0.0006980555793173826
6,50,17,2946.59912109375,0.0007884991673551738
6,100,18,2933.127197265625,0.0008853588577749563
7,0,19,2939.468994140625,0.000905470925002501
7,50,20,2914.72705078125,0.0010095751779632105
7,100,21,2944.54296875,0.0011193125105809394
8,0,22,2931.533447265625,0.0011419020790923392
8,50,23,2917.194091796875,0.001257884396073689
8,100,24,2909.40185546875,0.0013786203134774503
9,0,25,2903.978515625,0.0014033005769313184
9,50,26,2887.98974609375,0.0015291749662276954
9,100,27,2884.99072265625,0.001658842079726054
10,0,28,2896.235107421875,0.0016851904323339612
10,50,29,2884.421142578125,0.0018188015180260176
10,100,30,2884.237548828125,0.0019551795080168053
11,0,31,2868.389892578125,0.0019827447809187236
11,50,32,2865.7041015625,0.0021218047098675616
11,100,33,2879.701416015625,0.002262558344877575
12,0,34,2839.261962890625,0.00229086853160932
12,50,35,2854.110107421875,0.002432996148888365
12,100,36,2871.754150390625,0.0025757152722752784
13,0,37,2859.98291015625,0.0026042856110430113
13,50,38,2858.02490234375,0.0027470472329977087
13,100,39,2881.916259765625,0.002889288032612775
14,0,40,2843.693359375,0.002917629306979921
14,50,41,2845.72021484375,0.0030585803937488404
14,100,42,2879.775390625,0.0031979072478905135
15,0,43,2815.35791015625,0.00322553416374255
15,50,44,2825.509033203125,0.0033622611776717983
15,100,45,2841.26513671875,0.0034962883607924577
16,0,46,2811.569580078125,0.003522727856138887
16,50,47,2831.782958984375,0.00365288958933864
16,100,48,2812.9111328125,0.003779322123368076
17,0,49,2800.470947265625,0.003804121468690938
17,50,50,2807.0693359375,0.003925489132072904
17,100,51,2813.451171875,0.004042162083852014
18,0,52,2765.704345703125,0.004064896634296839
18,50,53,2787.882080078125,0.004175392021638897
18,100,54,2825.219482421875,0.004280307573564678
19,0,55,2780.91455078125,0.0043005880402313176
19,50,56,2817.876708984375,0.0043983191137773586
19,100,57,2825.00048828125,0.004489680772890042
20,0,58,2762.80615234375,0.004507159888715428
20,50,59,2797.49072265625,0.004590453176970013
20,100,60,2803.174072265625,0.004666696536712365
21,0,61,2772.99951171875,0.00468107500280375
21,50,62,2771.940185546875,0.0047485042557667756
21,100,63,2778.4404296875,0.004808323783674904
22,0,64,2750.031982421875,0.004819355394273169
22,50,65,2753.27783203125,0.0048697660054443865
22,100,66,2773.94287109375,0.004912137398078326
23,0,67,2757.30615234375,0.004919633256395426
23,50,68,2751.842041015625,0.004952162033365281
23,100,69,2762.2978515625,0.004976359755690756
24,0,70,2714.200927734375,0.004980191508432572
24,50,71,2707.597412109375,0.004994281453522994
24,100,72,2750.25537109375,0.004999891162413537
25,0,73,2726.15673828125,0.004999998699511397
25,50,74,2721.34326171875,0.004999120921151814
25,100,75,2732.73486328125,0.004996618191570355
26,0,76,2692.92529296875,0.0049959227761243
26,50,77,2730.018310546875,0.004991472346028752
26,100,78,2707.110595703125,0.004985401937904547
27,0,79,2684.84228515625,0.004983993787744726
27,50,80,2682.90087890625,0.004975984708612793
27,100,81,2687.685546875,0.004966365721695638
28,0,82,2670.207275390625,0.004964249267383417
28,50,83,2665.194091796875,0.004952706738741123
28,100,84,2686.502685546875,0.00493956943792254
29,0,85,2640.004150390625,0.004936751338606201
29,50,86,2681.2001953125,0.004921711677518978
29,100,87,2715.484619140625,0.004905097397607676
30,0,88,2655.74462890625,0.004901586520070262
30,50,89,2659.94091796875,0.004883097046876029
30,100,90,2680.64306640625,0.004863058062543301
31,0,91,2639.213134765625,0.004858865453304446
31,50,92,2650.14697265625,0.004836984342726319
31,100,93,2668.952392578125,0.004813583704030585
32,0,94,2622.1494140625,0.00480872255459007
32,50,95,2630.996826171875,0.004783518652697158
32,100,96,2632.07666015625,0.004756829986705158
33,0,97,2625.402587890625,0.004751315592037573
33,50,98,2618.846923828125,0.00472286819962978
33,100,99,2639.989990234375,0.004692975478758579
34,0,100,2638.519775390625,0.00468682518918968
34,50,101,2627.48681640625,0.004655223812288039
34,100,102,2633.09375,0.004622221090096741
35,0,103,2583.026611328125,0.004615454256712899
35,50,104,2593.88232421875,0.0045807983249405255
35,100,105,2630.1220703125,0.004544789440202976
36,0,106,2584.6240234375,0.004537427353965504
36,50,107,2615.054443359375,0.0044998259077052155
36,100,108,2633.755126953125,0.0044609241576948015
37,0,109,2563.19384765625,0.004452989982450711
37,50,110,2599.187744140625,0.004412561329763638
37,100,111,2604.85205078125,0.004370889113778154
38,0,112,2572.2470703125,0.004362407813378127
38,50,113,2595.03173828125,0.0043192791577627825
38,100,114,2616.998779296875,0.004274967592010954
39,0,115,2563.492431640625,0.004265965851763826
39,50,116,2550.48828125,0.004220272891926843
39,100,117,2587.9697265625,0.004173461396988225
40,0,118,2529.02734375,0.004163967539699138
40,50,119,2560.755615234375,0.00411585404259693
40,100,120,2600.4833984375,0.004066689904753186
41,0,121,2521.634521484375,0.004056733801609559
41,50,122,2582.410888671875,0.004006351150104289
41,100,123,2579.21484375,0.003954989057922053
42,0,124,2507.526611328125,0.0039446020345077805
42,50,125,2578.28564453125,0.00389210875106087
42,100,126,2557.52587890625,0.003838710308684292
43,0,127,2529.60009765625,0.0038279250464178637
