epoch,train_loss,train_pearson,train_spearman,val_pearson,val_spearman,val_kendall,val_pairwise_accuracy,val_mse,val_mae,val_ndcg@10,val_precision@10,val_recall@10,val_ndcg@50,val_precision@50,val_recall@50,val_ndcg@100,val_precision@100,val_recall@100,val_loss
1,0.23836153661463894,0.37689078,0.34491236907290757,0.500914454460144,0.4565897004764899,0.3180537048091662,0.6590763122006787,0.2148851603269577,0.3475211262702942,0.3729317103816102,1.0,0.0017692852087756545,0.43433964884707127,0.94,0.008315640481245577,0.4806772378135021,0.95,0.016808209483368718,0.21349868437518243
2,0.19824574281603602,0.5339422,0.4805478632751268,0.5896420478820801,0.5306615363062333,0.3742000102303359,0.6871582092351163,0.18059340119361877,0.3258451521396637,0.4923957462242665,1.0,0.0017692852087756545,0.548400858205914,0.98,0.008669497523000707,0.5902741853672955,0.98,0.017338995046001414,0.1801248400107674
3,0.18151934419648122,0.58772355,0.5279351555578197,0.6198256015777588,0.5595231103672711,0.39594549062860374,0.6980343349395459,0.16800165176391602,0.31443390250205994,0.46316685187329076,1.0,0.0017692852087756545,0.5439000710059038,1.0,0.008846426043878274,0.5898074764677785,0.99,0.01751592356687898,0.16743713163811227
4,0.16937856973901308,0.6237818,0.5621926049775926,0.6267077326774597,0.5615559690032765,0.3987632893812011,0.6994436350156976,0.20146816968917847,0.3321317732334137,0.5333396286053353,1.0,0.0017692852087756545,0.5812780625197368,1.0,0.008846426043878274,0.5998146732447067,0.99,0.01751592356687898,0.20009423986725186
5,0.15850634258345694,0.65463066,0.5930508602410042,0.6721084117889404,0.6164195923412751,0.441900884776999,0.7210191625923413,0.17431947588920593,0.31087055802345276,0.4473572696148468,1.0,0.0017692852087756545,0.5356468885002683,1.0,0.008846426043878274,0.5857362542234487,1.0,0.017692852087756547,0.17374502640703451
6,0.1488313660614908,0.6807477,0.621539808503529,0.6873058080673218,0.6266142853223728,0.4499132970536114,0.7250266393045801,0.15729346871376038,0.3066127598285675,0.5208872597443692,1.0,0.0017692852087756545,0.5792744474514128,1.0,0.008846426043878274,0.6107258763717734,0.99,0.01751592356687898,0.15729726203109906
7,0.13933603402416586,0.70539075,0.6458181955135888,0.700115442276001,0.6379341730663183,0.4600019255901406,0.7300725207708354,0.16571317613124847,0.31412550806999207,0.5213889326403753,1.0,0.0017692852087756545,0.5744049906135528,1.0,0.008846426043878274,0.6327231708827257,1.0,0.017692852087756547,0.1670755834683128
8,0.13243602468805798,0.722984,0.6632021269189396,0.6951728463172913,0.6299374683423712,0.45433242397166335,0.7272368854814442,0.2428453266620636,0.4023512005805969,0.5545348498104019,1.0,0.0017692852087756545,0.6062825802718587,1.0,0.008846426043878274,0.6413814279412426,0.99,0.01751592356687898,0.24787832213484723
9,0.1263853345213637,0.7376121,0.6787497600929587,0.7330303192138672,0.6726464874364539,0.49036002339479234,0.7452562928320893,0.13028393685817719,0.2808302044868469,0.5258695524890543,1.0,0.0017692852087756545,0.6016481334729471,1.0,0.008846426043878274,0.6311593763329746,1.0,0.017692852087756547,0.1322890840794729
10,0.12090233170380027,0.75082004,0.6925191745244615,0.7309373617172241,0.6703785504903227,0.48923158035282954,0.7446918664091821,0.155485600233078,0.29536113142967224,0.5390432381347964,1.0,0.0017692852087756545,0.5968831314415184,1.0,0.008846426043878274,0.6353130665330653,1.0,0.017692852087756547,0.15683581064576688
11,0.11635323462344832,0.7619724,0.7031508845336438,0.7276174426078796,0.668383198716036,0.48958360155702013,0.7448679537810172,0.1346902847290039,0.27569571137428284,0.5547788031202606,1.0,0.0017692852087756545,0.60322438844019,1.0,0.008846426043878274,0.6322764993738398,1.0,0.017692852087756547,0.13630705132432605
12,0.11142424902336745,0.77359957,0.715424136494069,0.7494553923606873,0.689620451964956,0.5063414845939643,0.7532495123132159,0.12446606159210205,0.2716175317764282,0.5796271035234056,1.0,0.0017692852087756545,0.6385685486522643,1.0,0.008846426043878274,0.6572228290343869,0.99,0.01751592356687898,0.12691989249509314
13,0.10599131970587423,0.7860588,0.7272204614541432,0.7625008821487427,0.707522179087152,0.5225288830106997,0.7613457126553542,0.11658351123332977,0.2579946517944336,0.5522462794655701,1.0,0.0017692852087756545,0.6409054274545908,1.0,0.008846426043878274,0.6778480744072807,1.0,0.017692852087756547,0.1179417883572371
14,0.10190636163714242,0.7953778,0.7362086434422823,0.7155284881591797,0.6437649824298484,0.4691730614567126,0.7346594985879478,0.14355096220970154,0.28303882479667664,0.5640556285022631,1.0,0.0017692852087756545,0.6114812194001937,1.0,0.008846426043878274,0.6527735548376202,1.0,0.017692852087756547,0.1441143213406853
15,0.0963031815017684,0.8079945,0.7492304126851225,0.754097044467926,0.6931285038064454,0.5099734491780887,0.7550660448846868,0.12768331170082092,0.27395594120025635,0.5907264225505857,1.0,0.0017692852087756545,0.6746701757942,1.0,0.008846426043878274,0.6778481366215928,0.99,0.01751592356687898,0.12968395358842352
16,0.09221392768924519,0.81697667,0.757200823874967,0.7677713632583618,0.7072865038571942,0.5233661952725588,0.7617645114430135,0.11707333475351334,0.2574061155319214,0.6072845835158054,1.0,0.0017692852087756545,0.6643820284642369,1.0,0.008846426043878274,0.6899422812579759,1.0,0.017692852087756547,0.11871712978767313
